"","ticker","finance_site","website","description","keywords"
"12","JOBS","https://finance.yahoo.com/quote/JOBS","http://www.51job.com","«∞≥ÃŒﬁ”«»À≤≈Õ¯√ÊœÚ»´π˙,Ã·π©2019◊Ó–¬◊Ó»´◊Ó◊º»∑µƒ’–∆∏Õ¯’æ–≈œ¢,Œ™∆Û“µ∫Õ«Û÷∞’ﬂÃ·π©»À≤≈’–∆∏°¢«Û÷∞°¢’“π§◊˜°¢≈‡—µµ»‘⁄ƒ⁄µƒ»´∑ΩŒªµƒ»À¡¶◊ ‘¥∑˛ŒÒ,∏¸∂‡«Û÷∞’“π§◊˜–≈œ¢æ°‘⁄«∞≥ÃŒﬁ”«!","’–∆∏Õ¯,»À≤≈Õ¯,«Û÷∞,’“π§◊˜"
"13","JFK","https://finance.yahoo.com/quote/JFK","http://www.8icorp.com","8i Enterprises Acquisition Corp is an investment holding company dedicated to increase the value of businesses we purchase in Asia and around the world. Our services cater to a variety of industries including Industrials, Tourism, and Healthcare, to name a few. Visit our website for more!","8iCapital, 8iHoldings, 8iEnterprises, 8i Enterprises Acquisition Corp, Investment Holding Company Singapore, Acquisition Company Singapore, Principal Value Investor Singapore, Investment Company Singapore, Comprehensive Financial Advisory, Capital Markets Platform Singapore"
"14","JFKKR","https://finance.yahoo.com/quote/JFKKR","http://www.8icorp.com","8i Enterprises Acquisition Corp is an investment holding company dedicated to increase the value of businesses we purchase in Asia and around the world. Our services cater to a variety of industries including Industrials, Tourism, and Healthcare, to name a few. Visit our website for more!","8iCapital, 8iHoldings, 8iEnterprises, 8i Enterprises Acquisition Corp, Investment Holding Company Singapore, Acquisition Company Singapore, Principal Value Investor Singapore, Investment Company Singapore, Comprehensive Financial Advisory, Capital Markets Platform Singapore"
"15","JFKKU","https://finance.yahoo.com/quote/JFKKU","http://www.8icorp.com","8i Enterprises Acquisition Corp is an investment holding company dedicated to increase the value of businesses we purchase in Asia and around the world. Our services cater to a variety of industries including Industrials, Tourism, and Healthcare, to name a few. Visit our website for more!","8iCapital, 8iHoldings, 8iEnterprises, 8i Enterprises Acquisition Corp, Investment Holding Company Singapore, Acquisition Company Singapore, Principal Value Investor Singapore, Investment Company Singapore, Comprehensive Financial Advisory, Capital Markets Platform Singapore"
"16","JFKKW","https://finance.yahoo.com/quote/JFKKW","http://www.8icorp.com","8i Enterprises Acquisition Corp is an investment holding company dedicated to increase the value of businesses we purchase in Asia and around the world. Our services cater to a variety of industries including Industrials, Tourism, and Healthcare, to name a few. Visit our website for more!","8iCapital, 8iHoldings, 8iEnterprises, 8i Enterprises Acquisition Corp, Investment Holding Company Singapore, Acquisition Company Singapore, Principal Value Investor Singapore, Investment Company Singapore, Comprehensive Financial Advisory, Capital Markets Platform Singapore"
"17","EGHT","https://finance.yahoo.com/quote/EGHT","http://www.8x8.com","8x8's VoIP business phone systems deliver affordable, cloud-based voice, video, messaging, and call center solutions, helping you serve customers anytime, anywhere.","Business Phone Systems, Call Center, Video Conferencing"
"18","AAON","https://finance.yahoo.com/quote/AAON","http://www.aaon.com","AAON is a world leader in creating comfortable and ","green, building, LEED, HVAC, heating, ventilation, cooling, "
"19","ABEO","https://finance.yahoo.com/quote/ABEO","http://www.abeonatherapeutics.com",NA,NA
"20","ABEOW","https://finance.yahoo.com/quote/ABEOW","http://www.abeonatherapeutics.com",NA,NA
"21","ABIL","https://finance.yahoo.com/quote/ABIL","http://www.interceptors.com","Cellular &amp; Satellite interception capable of working from long and extra-long distances. Our interceptor systems are fully passive &amp; completely undetectable",NA
"22","ABMD","https://finance.yahoo.com/quote/ABMD","http://www.abiomed.com","",""
"23","AXAS","https://finance.yahoo.com/quote/AXAS","http://www.abraxaspetroleum.com",NA,NA
"24","ACIU","https://finance.yahoo.com/quote/ACIU","http://www.acimmune.com","AC Immune biopharmaceutical company developing innovative therapeutics with \'best in class\' potential against Alzheimer¬¥s Disease and other conformational diseases along three axes: vaccines, antibodies and small molecules.","AC Immune, Alzheimer¬¥s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development, AC Immune, Alzheimer¬¥s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development"
"25","ACIA","https://finance.yahoo.com/quote/ACIA","http://www.acacia-inc.com","High-speed coherent optical interconnect products that transform communications networks, relied upon by network equipment providers, hyperscalers, service providers.",NA
"26","ACTG","https://finance.yahoo.com/quote/ACTG","http://www.acaciaresearch.com",NA,NA
"27","ACHC","https://finance.yahoo.com/quote/ACHC","http://www.acadiahealthcare.com","Acadia Healthcare provides a network of addiction, behavioral and mental health treatment facilities in the United States, United Kingdom and Puerto Rico. We offer specialized detox, inpatient, residential and outpatient programs for men, women and children of all ages.",NA
"28","ACAD","https://finance.yahoo.com/quote/ACAD","http://www.acadia-pharm.com","As a leader in developing and commercializing innovative therapies for central nervous system disorders we are committed to improving the lives of patients.",NA
"29","ACST","https://finance.yahoo.com/quote/ACST","http://www.acastipharma.com","Acasti Pharma is a biopharmaceutical innovator advancing a potentially best-in-class cardiovascular drug, CaPre&reg; (omega-3 phospholipid), for the treatment of hypertriglyceridemia, a chronic condition affecting an estimated one third of the&#8230;",NA
"30","AXDX","https://finance.yahoo.com/quote/AXDX","http://acceleratediagnostics.com","Fully automated antibiotic susceptibility results with MICs direct from positive blood cultures using the Accelerate Pheno‚Ñ¢ System.",NA
"31","XLRN","https://finance.yahoo.com/quote/XLRN","http://www.acceleronpharma.com",NA,NA
"32","ARAY","https://finance.yahoo.com/quote/ARAY","http://www.accuray.com","Accuray technologies Innovates patient-first cancer treatment, empowering treatment teams around the world to transform the fight against cancer ‚Äî improving clinical and economic outcomes through a singular focus on making cancer treatment as precise as possible for every patient.",NA
"33","ACRX","https://finance.yahoo.com/quote/ACRX","http://www.acelrx.com","AcelRx Pharmaceuticals, Inc. is a specialty pharmaceutical company focused on the development and commercialization of innovative therapies for the treatment of acute pain.",NA
"34","ACER","https://finance.yahoo.com/quote/ACER","http://www.acertx.com","Rare Diseases - Acer Therapeutics , an orphan pharma company, is developing treatments for ehlers-danlos and maple syrup urine diseases.",NA
"35","ACHV","https://finance.yahoo.com/quote/ACHV","http://www.achievelifesciences.com",NA,NA
"36","ACHN","https://finance.yahoo.com/quote/ACHN","http://www.achillion.com","",NA
"37","ACIW","https://finance.yahoo.com/quote/ACIW","http://www.aciworldwide.com","ACI Worldwide delivers electronic banking and payment solutions for more than 5,000 financial institutions, merchants, billers and processors around the world.",""
"38","ACRS","https://finance.yahoo.com/quote/ACRS","http://www.aclaristx.com",NA,NA
"39","ACMR","https://finance.yahoo.com/quote/ACMR","http://www.acmrcsh.com","Smarter megasonic wafer cleaning using exclusive Smart Megasonix‚Ñ¢ technologies for damage-free cleaning for coming generations of advanced 2D and 3D devices",NA
"40","ACNB","https://finance.yahoo.com/quote/ACNB","http://www.acnb.com",NA,NA
"41","ACOR","https://finance.yahoo.com/quote/ACOR","http://www.acorda.com","Acorda is a biotechnology company developing and commercializing neurology therapies for Parkinson‚Äôs disease, migraine and multiple sclerosis","biotechnology company multiple sclerosis ms spinal cord injury acorda therapeutics injuries biomedical engineering companies treatment drugs acute biopharmaceutical industry pharmaceuticals pharma drug therapy treatments therapies"
"42","ADMS","https://finance.yahoo.com/quote/ADMS","http://www.adamaspharma.com","Adamas Pharmaceuticals develops innovative treatments for chronic neurologic disorders",NA
"43","ADMP","https://finance.yahoo.com/quote/ADMP","http://www.adamispharmaceuticals.com",NA,NA
"44","ADAP","https://finance.yahoo.com/quote/ADAP","http://www.adaptimmune.com",NA,NA
"45","ADUS","https://finance.yahoo.com/quote/ADUS","http://www.addus.com","Addus HomeCare has been providing professional and reliable in-home care services for over 35 years. As one of the most trusted care giving agencies, we offer individual care planning and personal care assistance to elderly or disabled adults.","Home care, homecare, Medicaid, living independently, home safety, housekeeping, long term care, caregiving agencies, health care companies, personal care assistance, individual care planning"
"46","AEY","https://finance.yahoo.com/quote/AEY","http://www.addvantagetechnologies.com","If you are in the cable television (CATV) industry, you are looking for a source who can give you comprehensive product inventory, technical support, and lightning fast service....giving you the advantage.","&lt;meta name=&quot;google-site-verification&quot; content=&quot;xhMXnGYte4J_QI4P3oVqLsCO9Z4_B_TbwDMG_30_GtQ&quot; /&gt;"
"47","IOTS","https://finance.yahoo.com/quote/IOTS","http://www.adestotech.com",NA,NA
"48","ADIL","https://finance.yahoo.com/quote/ADIL","http://www.adialpharma.com",NA,NA
"49","ADMA","https://finance.yahoo.com/quote/ADMA","http://www.admabiologics.com",NA,NA
"50","ADBE","https://finance.yahoo.com/quote/ADBE","http://www.adobe.com","Adobe is changing the world through digital experiences. We help our customers create, deliver and optimize content and applications.",NA
"51","ADOM","https://finance.yahoo.com/quote/ADOM","http://www.adomanielectric.com",NA,NA
"52","ADTN","https://finance.yahoo.com/quote/ADTN","http://www.adtran.com","We are a leading global provider of networking and communications equipment. Our products enable voice, data, video and Internet communications across a variety of network infrastructures. Our solutions are currently in use by service providers, private enterprises, government organizations and millions of individual users worldwide.","ADTRAN, Gigabit, Broadband, Cloud Connectivity, Fiber Optics, Wi-Fi, Network"
"53","ADRO","https://finance.yahoo.com/quote/ADRO","http://www.aduro.com",NA,NA
"54","ADES","https://finance.yahoo.com/quote/ADES","http://www.advancedemissionssolutions.com",NA,NA
"55","AEIS","https://finance.yahoo.com/quote/AEIS","http://www.advancedenergy.com","Advanced Energy is your global power solutions leader supplying high voltage power supplies, HVPS, power delivery systems, power control modules and more.",NA
"56","AMD","https://finance.yahoo.com/quote/AMD","http://www.amd.com","Welcome to AMD&#039;s official site! Revolutionize your gaming experience with latest graphics processors, software technologies and drivers. Visit now and explore!",NA
"57","ADXS","https://finance.yahoo.com/quote/ADXS","http://www.advaxis.com","",NA
"58","ADVM","https://finance.yahoo.com/quote/ADVM","http://www.adverum.com",NA,NA
"59","ADYX","https://finance.yahoo.com/quote/ADYX","http://www.adynxx.com",NA,NA
"60","AEGN","https://finance.yahoo.com/quote/AEGN","http://www.aegion.com","Aegion is a world leader in rehabilitating and strengthening pipelines and provides refinery maintenance services. Learn more.","CIPP"
"61","AGLE","https://finance.yahoo.com/quote/AGLE","http://www.aegleabio.com","Aeglea BioTherapeutics produces engineered human enzymes for cancer and rare genetic diseases. Click to find out more about our enzyme therapy research.",NA
"62","AEHR","https://finance.yahoo.com/quote/AEHR","http://www.aehr.com","Aehr Test Systems is a worldwide provider of test systems for burning-in and testing logic, optical and memory integrated circuits worldwide.",NA
"63","AMTX","https://finance.yahoo.com/quote/AMTX","http://www.aemetis.com","Aemetis, Inc. is an industrial biotechnology company producing renewable chemicals and fuels using patented microbes and processes.",NA
"64","AERI","https://finance.yahoo.com/quote/AERI","http://www.aeriepharma.com",NA,NA
"65","AVAV","https://finance.yahoo.com/quote/AVAV","http://www.avinc.com",NA,NA
"66","ARPO","https://finance.yahoo.com/quote/ARPO","http://www.aerpio.com",NA,NA
"67","AEZS","https://finance.yahoo.com/quote/AEZS","http://www.zentaris.com","",NA
"68","AEMD","https://finance.yahoo.com/quote/AEMD","http://www.aethlonmedical.com",NA,NA
"69","GNMX","https://finance.yahoo.com/quote/GNMX","http://www.aevigenomics.com","Aevi Genomic Medicine is focused on translating genetic discoveries into novel therapies to improve the lives of children with life altering diseases.",NA
"70","AFMD","https://finance.yahoo.com/quote/AFMD","http://www.affimed.com","Breakthrough in cancer therapies: directing the immune system to eliminate tumor cells. Affimed creates novel therapeutic options for patients.",NA
"71","AGEN","https://finance.yahoo.com/quote/AGEN","http://agenusbio.com",NA,NA
"72","AGRX","https://finance.yahoo.com/quote/AGRX","http://www.agiletherapeutics.com",NA,NA
"73","AGYS","https://finance.yahoo.com/quote/AGYS","http://www.agilysys.com","Agilysys is the leading provider of hospitality software and solutions for hotels, resorts and restaurants to manage property, inventory and process payments. F...","hospitality solutions company, hospitality software, mobile management solutions, Agilysys"
"74","AGIO","https://finance.yahoo.com/quote/AGIO","http://www.agios.com",NA,NA
"75","AGMH","https://finance.yahoo.com/quote/AGMH","http://www.agmprime.com",NA,NA
"76","AGNC","https://finance.yahoo.com/quote/AGNC","http://www.agnc.com",NA,NA
"77","AGNCB","https://finance.yahoo.com/quote/AGNCB","http://www.agnc.com",NA,NA
"78","AGNCM","https://finance.yahoo.com/quote/AGNCM","http://www.agnc.com",NA,NA
"79","AGNCN","https://finance.yahoo.com/quote/AGNCN","http://www.agnc.com",NA,NA
"80","AGFS","https://finance.yahoo.com/quote/AGFS","http://www.agrofresh.com","AgroFresh offers unprecedented and pre-and post-harvest expertise to measureably reduce fruit waste from the orchard to the consumer.",NA
"81","ALRN","https://finance.yahoo.com/quote/ALRN","http://www.aileronrx.com","Aileron is the clinical-stage leader in the field of stapled peptide ",NA
"82","AIMT","https://finance.yahoo.com/quote/AIMT","http://www.aimmune.com","Aimmune Therapeutics develops treatments to protect children with food allergies (peanut, milk, and egg) from the consequences of accidental exposure.",NA
"83","AIRT","https://finance.yahoo.com/quote/AIRT","http://www.airt.net","AIR T, INC. (NASDAQ: AIRT) is an industrious American holding company. Established 38 years and growing. Organized as a portfolio of powerful companies generating cash.",NA
"84","ATSG","https://finance.yahoo.com/quote/ATSG","http://www.atsginc.com",NA,NA
"85","AIRG","https://finance.yahoo.com/quote/AIRG","http://www.airgain.com",NA,NA
"86","AMCN","https://finance.yahoo.com/quote/AMCN","http://www.airmedia.net.cn","Ëà™Áæé‰º†Â™í","Ëà™Áæé‰º†Â™í"
"87","AITB","https://finance.yahoo.com/quote/AITB","http://www.ait-pharm.com",NA,"Nontuberculous mycobacterium, NTM abscessus, Mycobacterium Chelonae, NTM infection, Mycobacterium infection, non-tuberculous mycobacteria, Mycobacterium abscessus complex, MABSC, M. abscessus, Abscessus ssp, Abscessus sensu stricto, M. abscessus ssp bolletii, Mycobacterium massiliense"
"88","AKAM","https://finance.yahoo.com/quote/AKAM","http://www.akamai.com","Akamai is the leading content delivery network (CDN) services provider for media and software delivery, and cloud security solutions.","content delivery network; cdn; content delivery; cloud platform solution; on-demand application access; Akamai cdn; Akamai content delivery network; cloud solution"
"89","AKTX","https://finance.yahoo.com/quote/AKTX","http://www.akaritx.com","A Revolution in Treating Complement &amp; Orphan Diseases",NA
"90","AKCA","https://finance.yahoo.com/quote/AKCA","http://www.akceatx.com",NA,NA
"91","AKBA","https://finance.yahoo.com/quote/AKBA","http://www.akebia.com","",""
"92","AKER","https://finance.yahoo.com/quote/AKER","http://www.akersbio.com","Akers Biosciences, Inc.",NA
"93","AKRX","https://finance.yahoo.com/quote/AKRX","http://www.akorn.com",NA,NA
"94","AKTS","https://finance.yahoo.com/quote/AKTS","http://www.akoustis.com","Founded in 2014 by experienced industry leaders and scientists from University of California at Santa Barbara (UCSB) and Cornell University, Akoustis‚Äô mission is to commercialize and manufacture its patented BulkONE¬Æ acoustic wave technology to address the critical frequency-selectivity requirements in today‚Äôs mobile smartphones ‚Äì improving the efficiency and signal quality of Mobile Wireless devices and enabling The Internet of Things (IoT).",NA
"95","ALRM","https://finance.yahoo.com/quote/ALRM","http://www.alarm.com","Alarm.com‚Äôs Smart Home Security and solutions power millions of homes. 24/7 professional monitoring and smart home technology keep your home secure and under your control. ","smart home security,home automation,video monitoring,home alarms,energy management"
"96","ALSK","https://finance.yahoo.com/quote/ALSK","http://www.alaskacommunications.com","A trusted partner, Alaska Communications provides extensive, secure, and reliable IT Management Services & Business Solutions. Request your consultation now!","alaska, business, telecom, solutions,managed IT services, cloud-enabled, broadband, Internet, IT, data, networks, services, telephone, phones, carrier, wireline"
"97","ALBO","https://finance.yahoo.com/quote/ALBO","http://www.albireopharma.com","Albireo has a team of diverse specialists who are determined to improve the lives of people living with a wide range of liver diseases. Find out more.",NA
"98","ABDC","https://finance.yahoo.com/quote/ABDC","http://www.alcentracapital.com",NA,NA
"99","ALDR","https://finance.yahoo.com/quote/ALDR","http://www.alderbio.com",NA,NA
"100","ALDX","https://finance.yahoo.com/quote/ALDX","http://www.aldeyra.com","Aldeyra Therapeutics develops treatments for aldehyde toxicity-related diseases including Sj√∂gren-Larsson Syndrome (SLS) and noninfectious anterior uveitis.",NA
"101","ALEC","https://finance.yahoo.com/quote/ALEC","http://alector.com","",NA
"102","ALXN","https://finance.yahoo.com/quote/ALXN","http://www.alexion.com",NA,NA
"103","ALCO","https://finance.yahoo.com/quote/ALCO","http://www.alicoinc.com","Alico, Inc. primarily operates two divisions: Alico Citrus, one of the nation's largest citrus producers, and Alico Water Resources and Other Operations, a leading water storage and environmental services division.",NA
"104","ALGN","https://finance.yahoo.com/quote/ALGN","http://www.aligntech.com",NA,NA
"105","ALIM","https://finance.yahoo.com/quote/ALIM","http://www.alimerasciences.com",NA,NA
"106","ALYA","https://finance.yahoo.com/quote/ALYA","http://www.alithya.com",NA,NA
"107","ALJJ","https://finance.yahoo.com/quote/ALJJ","http://www.aljregionalholdings.com",NA,NA
"108","ALKS","https://finance.yahoo.com/quote/ALKS","http://www.alkermes.com","Alkermes plc is a pharmaceutical manufacturing and biopharmaceutical company developing innovative medicines to help patients with serious chronic conditions.","biopharmaceutical company alkermes biotech companies stocks biotechnology biomedical engineering stock biopharmaceuticals pharmaceuticals careers pharma jobs corporation massachusetts ma manufacturing research technology pharmaceutical formulation"
"109","ALLK","https://finance.yahoo.com/quote/ALLK","http://www.allakos.com",NA,NA
"110","ABTX","https://finance.yahoo.com/quote/ABTX","http://www.allegiancebank.com","As a Houston bank, Allegiance Bank offers a full suite of business and personal banking solutions, including business loans, treasury management and more.",NA
"111","ALGT","https://finance.yahoo.com/quote/ALGT","http://www.allegiantair.com","Official Allegiant website, the only place to book Allegiant&#039;s low fares for flights to Las Vegas, Florida, and more. Buy your airline tickets direct and save.","cheap flights, cheap tickets, airline tickets, flight booking, airfare, plane ticket, car rentals, book hotel, flight status, vacation packages"
"112","ALNA","https://finance.yahoo.com/quote/ALNA","http://www.allenapharma.com",NA,NA
"113","ARLP","https://finance.yahoo.com/quote/ARLP","http://www.arlp.com",NA,NA
"114","LNT","https://finance.yahoo.com/quote/LNT","http://www.alliantenergy.com","We are proud to be a Midwest energy company that provides electric and natural gas services to our customers and communities throughout Iowa and Wisconsin.",NA
"115","AHPI","https://finance.yahoo.com/quote/AHPI","http://www.alliedhpi.com",NA,NA
"116","AMOT","https://finance.yahoo.com/quote/AMOT","http://www.alliedmotion.com","Allied Motion develops advanced motion control products for the aerospace and defense, automation and robotics, medical, and vehicle markets.",NA
"117","ALLO","https://finance.yahoo.com/quote/ALLO","http://www.allogene.com","Learn how Allogene Therapeutics is accelerating its expansive portfolio of allogeneic cell therapy platforms for cancer.",NA
"118","ALLT","https://finance.yahoo.com/quote/ALLT","http://www.allot.com","Allot is a leading, global provider of leading innovative network intelligence and security solutions for Communications Service Providers and Enterprises worldwide.",NA
"119","MDRX","https://finance.yahoo.com/quote/MDRX","http://www.allscripts.com","You are responsible for balancing the needs of a business full of financial and competitive pressures, without compromising the care of a human life.  Our purpose is to help make it all possible. Allscripts is not a ‚Äúone-size-fits-all‚Äù healthcare IT partner. We adapt to your needs, building open, connected communities of health that can grow with you. When systems and information work together to flow seamlessly between hospitals, doctors, and patients, anything is possible.",NA
"120","ALNY","https://finance.yahoo.com/quote/ALNY","http://www.alnylam.com","Learn about Alnylam Pharmaceuticals, RNAi therapeutics, and the company&#039;s efforts in treating amyloidosis, hyperoxaluria, and porphyria.",NA
"121","AOSL","https://finance.yahoo.com/quote/AOSL","http://www.aosmd.com",NA,NA
"122","GOOG","https://finance.yahoo.com/quote/GOOG","http://www.abc.xyz","Alphabet Inc. is a holding company that gives ambitious projects the resources, freedom, and focus to make their ideas happen ‚Äî and will be the parent company of Google, Nest, and other ventures. Alphabet supports and develops companies applying technology to the world‚Äôs biggest challenges.","Alphabet, Technology investment, Investment group, Holding company, Parent company, Google, Nest, Calico, Life Sciences, Health, Medical technology, Google X, Google Labs, X Labs, Ventures, Capital, Startups, Technology Innovation, Internet business, Information Technology"
"123","GOOGL","https://finance.yahoo.com/quote/GOOGL","http://www.abc.xyz","Alphabet Inc. is a holding company that gives ambitious projects the resources, freedom, and focus to make their ideas happen ‚Äî and will be the parent company of Google, Nest, and other ventures. Alphabet supports and develops companies applying technology to the world‚Äôs biggest challenges.","Alphabet, Technology investment, Investment group, Holding company, Parent company, Google, Nest, Calico, Life Sciences, Health, Medical technology, Google X, Google Labs, X Labs, Ventures, Capital, Startups, Technology Innovation, Internet business, Information Technology"
"124","ATEC","https://finance.yahoo.com/quote/ATEC","http://www.atecspine.com","ATEC Spine spinal fusion technology. We improve lives by providing innovative spine surgery solutions through our relentless pursuit of superior outcomes.",NA
"125","ALPN","https://finance.yahoo.com/quote/ALPN","http://www.alpineimmunesciences.com","Alpine Immune Sciences creates modern therapies targeting the immune synapse to treat cancer and autoimmune disease.",NA
"126","AMR","https://finance.yahoo.com/quote/AMR","http://www.altamesa.net","Alta Mesa Holdings, LP is a privately held company engaged in onshore oil and natural gas acquisition, exploitation, exploration and production whose focus is to maximize the profitability of our assets in a safe and environmentally sound manner. ","oil, natural gas, exploration, Houston, safe"
"127","AMR","https://finance.yahoo.com/quote/AMR","http://www.altamesa.net","Alta Mesa Holdings, LP is a privately held company engaged in onshore oil and natural gas acquisition, exploitation, exploration and production whose focus is to maximize the profitability of our assets in a safe and environmentally sound manner.","oil, natural gas, exploration, Houston, safe"
"128","AABA","https://finance.yahoo.com/quote/AABA","http://www.altaba.com","The Investor Relations website contains information about Altaba Inc.&#039;s business for stockholders, potential investors, and financial analysts.",NA
"129","ALTR","https://finance.yahoo.com/quote/ALTR","http://www.altair.com",NA,NA
"130","ATHE","https://finance.yahoo.com/quote/ATHE","http://pranabio.com",NA,NA
"131","ALT","https://finance.yahoo.com/quote/ALT","http://www.altimmune.com",NA,NA
"132","ASPS","https://finance.yahoo.com/quote/ASPS","http://www.altisource.com","Servicer, Origination, Real Estate Investor, and Consumer Real Estate Solutions for mortgage and real estate professionals","altisource homes, financial services company, portfolio solutions, real estate solution, altisource, real estate solutions"
"133","AIMC","https://finance.yahoo.com/quote/AIMC","http://www.altramotion.com",NA,NA
"134","ALTM","https://finance.yahoo.com/quote/ALTM","http://www.altusmidstream.com","The Investor Relations website contains information about Altus Midstream Company&#039;s business for stockholders, potential investors, and financial analysts.",NA
"135","AMAG","https://finance.yahoo.com/quote/AMAG","http://www.amagpharma.com",NA,NA
"136","AMAL","https://finance.yahoo.com/quote/AMAL","http://www.amalgamatedbank.com","Welcome to America‚Äôs socially responsible bank: supporting forward-thinking organizations, companies and people and working to make the world more just, compassionate and sustainable.",NA
"137","AMRN","https://finance.yahoo.com/quote/AMRN","http://www.amarincorp.com","Amarin is a clinical stage biopharmaceutical company with a lead program in Phase 3 for hypertriglyceridemia.","Amarin, cardiovascular, Omega-3, hypertriglyceridemia, dyslipidemia, lipid science, research, development, drugs, central nervous system, Miraxion, AMR101, myasthenia gravis, EN101, cardiovascular, triglyceride lowering,  lipid, EPA, eicosapentaenoic acid, ethyl-EPA,"
"138","AMRK","https://finance.yahoo.com/quote/AMRK","http://www.amark.com",NA,NA
