"","X.https...finance.yahoo.com.quote.ENLV.","X.http...www.enlivex.com."
"189","https://finance.yahoo.com/quote/FNX",""
"190","https://finance.yahoo.com/quote/FNY",""
"191","https://finance.yahoo.com/quote/RNMC",""
"192","https://finance.yahoo.com/quote/FNK",""
"193","https://finance.yahoo.com/quote/FAD",""
"194","https://finance.yahoo.com/quote/FAB",""
"195","https://finance.yahoo.com/quote/MDIV",""
"196","https://finance.yahoo.com/quote/MCEF",""
"197","https://finance.yahoo.com/quote/FMHI",""
"198","https://finance.yahoo.com/quote/QABA",""
"199","https://finance.yahoo.com/quote/ROBT",""
"200","https://finance.yahoo.com/quote/FTXO",""
"201","https://finance.yahoo.com/quote/QCLN",""
"202","https://finance.yahoo.com/quote/GRID",""
"203","https://finance.yahoo.com/quote/CIBR",""
"204","https://finance.yahoo.com/quote/FTXG",""
"205","https://finance.yahoo.com/quote/CARZ",""
"206","https://finance.yahoo.com/quote/FTXN",""
"207","https://finance.yahoo.com/quote/FTXH",""
"208","https://finance.yahoo.com/quote/FTXD",""
"209","https://finance.yahoo.com/quote/FTXL",""
"210","https://finance.yahoo.com/quote/FONE",""
"211","https://finance.yahoo.com/quote/TDIV",""
"212","https://finance.yahoo.com/quote/FTXR",""
"213","https://finance.yahoo.com/quote/QQEW",""
"214","https://finance.yahoo.com/quote/QQXT",""
"215","https://finance.yahoo.com/quote/QTEC",""
"216","https://finance.yahoo.com/quote/AIRR",""
"217","https://finance.yahoo.com/quote/RDVY",""
"218","https://finance.yahoo.com/quote/RFAP",""
"219","https://finance.yahoo.com/quote/RFDI",""
"220","https://finance.yahoo.com/quote/RFEM",""
"221","https://finance.yahoo.com/quote/RFEU",""
"222","https://finance.yahoo.com/quote/FID",""
"223","https://finance.yahoo.com/quote/FTSL",""
"224","https://finance.yahoo.com/quote/FYX",""
"225","https://finance.yahoo.com/quote/FYC",""
"226","https://finance.yahoo.com/quote/RNSC",""
"227","https://finance.yahoo.com/quote/FYT",""
"228","https://finance.yahoo.com/quote/SDVY",""
"229","https://finance.yahoo.com/quote/FKO",""
"230","https://finance.yahoo.com/quote/FCVT",""
"231","https://finance.yahoo.com/quote/FDIV",""
"232","https://finance.yahoo.com/quote/FSZ",""
"233","https://finance.yahoo.com/quote/FIXD",""
"234","https://finance.yahoo.com/quote/TUSA",""
"235","https://finance.yahoo.com/quote/FKU",""
"236","https://finance.yahoo.com/quote/RNDV",""
"251","https://finance.yahoo.com/quote/SKOR",""
"252","https://finance.yahoo.com/quote/LKOR",""
"253","https://finance.yahoo.com/quote/MBSD",""
"254","https://finance.yahoo.com/quote/ASET",""
"255","https://finance.yahoo.com/quote/ESGG",""
"256","https://finance.yahoo.com/quote/ESG",""
"257","https://finance.yahoo.com/quote/QLC",""
"259","https://finance.yahoo.com/quote/FPAYW",""
"281","https://finance.yahoo.com/quote/FMCIW",""
"331","https://finance.yahoo.com/quote/GFNSL",""
"352","https://finance.yahoo.com/quote/GLADD",""
"354","https://finance.yahoo.com/quote/GOOD",""
"367","https://finance.yahoo.com/quote/GBLIL",""
"371","https://finance.yahoo.com/quote/DRIV",""
"372","https://finance.yahoo.com/quote/CLOU",""
"373","https://finance.yahoo.com/quote/KRMA",""
"374","https://finance.yahoo.com/quote/DAX",""
"375","https://finance.yahoo.com/quote/EBIZ",""
"376","https://finance.yahoo.com/quote/FINX",""
"377","https://finance.yahoo.com/quote/CHIC",""
"378","https://finance.yahoo.com/quote/AIQ",""
"379","https://finance.yahoo.com/quote/GNOM",""
"380","https://finance.yahoo.com/quote/BFIT",""
"381","https://finance.yahoo.com/quote/SNSR",""
"382","https://finance.yahoo.com/quote/LNGR",""
"383","https://finance.yahoo.com/quote/MILN",""
"384","https://finance.yahoo.com/quote/EFAS",""
"385","https://finance.yahoo.com/quote/QYLD",""
"386","https://finance.yahoo.com/quote/BOTZ",""
"387","https://finance.yahoo.com/quote/CATH",""
"388","https://finance.yahoo.com/quote/SOCL",""
"389","https://finance.yahoo.com/quote/ALTY",""
"390","https://finance.yahoo.com/quote/SRET",""
"391","https://finance.yahoo.com/quote/YLCO",""
"398","https://finance.yahoo.com/quote/GMLPP",""
"408","https://finance.yahoo.com/quote/GPAQW",""
"409","https://finance.yahoo.com/quote/GRSH",""
"410","https://finance.yahoo.com/quote/GRSHU",""
"411","https://finance.yahoo.com/quote/GRSHW",""
"414","https://finance.yahoo.com/quote/GMHIW",""
"419","https://finance.yahoo.com/quote/GECCL",""
"420","https://finance.yahoo.com/quote/GECCM",""
"428","https://finance.yahoo.com/quote/GLAC",""
"429","https://finance.yahoo.com/quote/GLACR",""
"430","https://finance.yahoo.com/quote/GLACU",""
"431","https://finance.yahoo.com/quote/GLACW",""
"449","https://finance.yahoo.com/quote/GTYHW",""
"452","https://finance.yahoo.com/quote/GH",""
"467","https://finance.yahoo.com/quote/HJLIW",""
"469","https://finance.yahoo.com/quote/HWCPL",""
"475","https://finance.yahoo.com/quote/HFGIC",""
"478","https://finance.yahoo.com/quote/HCAPZ",""
"487","https://finance.yahoo.com/quote/HSACU",""
"492","https://finance.yahoo.com/quote/HTLF",""
"500","https://finance.yahoo.com/quote/HCAC",""
"501","https://finance.yahoo.com/quote/HCACU",""
"502","https://finance.yahoo.com/quote/HCACW",""
"513","https://finance.yahoo.com/quote/SNLN",""
"520","https://finance.yahoo.com/quote/HCCHR",""
"522","https://finance.yahoo.com/quote/HCCHW",""
"546","https://finance.yahoo.com/quote/HOVNP",""
"554","https://finance.yahoo.com/quote/HBANN",""
"592","https://finance.yahoo.com/quote/IMACW",""
"600","https://finance.yahoo.com/quote/IMRNW",""
"613","https://finance.yahoo.com/quote/III",""
"615","https://finance.yahoo.com/quote/IEAWW",""
"636","https://finance.yahoo.com/quote/INSU",""
"637","https://finance.yahoo.com/quote/INSUU",""
"638","https://finance.yahoo.com/quote/INSUW",""
"657","https://finance.yahoo.com/quote/IPLDP",""
"665","https://finance.yahoo.com/quote/PLW",""
"666","https://finance.yahoo.com/quote/ADRA",""
"667","https://finance.yahoo.com/quote/ADRD",""
"668","https://finance.yahoo.com/quote/ADRE",""
"669","https://finance.yahoo.com/quote/ADRU",""
"670","https://finance.yahoo.com/quote/PKW",""
"671","https://finance.yahoo.com/quote/PFM",""
"672","https://finance.yahoo.com/quote/PYZ",""
"673","https://finance.yahoo.com/quote/PEZ",""
"674","https://finance.yahoo.com/quote/PSL",""
"675","https://finance.yahoo.com/quote/PIZ",""
"676","https://finance.yahoo.com/quote/PIE",""
"677","https://finance.yahoo.com/quote/PXI",""
"678","https://finance.yahoo.com/quote/PFI",""
"679","https://finance.yahoo.com/quote/PTH",""
"680","https://finance.yahoo.com/quote/PRN",""
"681","https://finance.yahoo.com/quote/PDP",""
"682","https://finance.yahoo.com/quote/DWAQ",""
"683","https://finance.yahoo.com/quote/DWAS",""
"684","https://finance.yahoo.com/quote/DWIN",""
"685","https://finance.yahoo.com/quote/DWTR",""
"686","https://finance.yahoo.com/quote/PTF",""
"687","https://finance.yahoo.com/quote/PUI",""
"688","https://finance.yahoo.com/quote/IDLB",""
"689","https://finance.yahoo.com/quote/PRFZ",""
"690","https://finance.yahoo.com/quote/PIO",""
"691","https://finance.yahoo.com/quote/PGJ",""
"692","https://finance.yahoo.com/quote/PEY",""
"693","https://finance.yahoo.com/quote/IPKW",""
"694","https://finance.yahoo.com/quote/PID",""
"695","https://finance.yahoo.com/quote/KBWB",""
"696","https://finance.yahoo.com/quote/KBWD",""
"697","https://finance.yahoo.com/quote/KBWY",""
"698","https://finance.yahoo.com/quote/KBWP",""
"699","https://finance.yahoo.com/quote/KBWR",""
"700","https://finance.yahoo.com/quote/LDRI",""
"701","https://finance.yahoo.com/quote/PNQI",""
"702","https://finance.yahoo.com/quote/PDBC",""
"703","https://finance.yahoo.com/quote/QQQ",""
"704","https://finance.yahoo.com/quote/ISDX",""
"705","https://finance.yahoo.com/quote/ISDS",""
"706","https://finance.yahoo.com/quote/ISEM",""
"707","https://finance.yahoo.com/quote/IUS",""
"708","https://finance.yahoo.com/quote/IUSS",""
"709","https://finance.yahoo.com/quote/USLB",""
"710","https://finance.yahoo.com/quote/PSCD",""
"711","https://finance.yahoo.com/quote/PSCC",""
"712","https://finance.yahoo.com/quote/PSCE",""
"713","https://finance.yahoo.com/quote/PSCF",""
"714","https://finance.yahoo.com/quote/PSCH",""
"715","https://finance.yahoo.com/quote/PSCI",""
"716","https://finance.yahoo.com/quote/PSCT",""
"717","https://finance.yahoo.com/quote/PSCM",""
"718","https://finance.yahoo.com/quote/PSCU",""
"719","https://finance.yahoo.com/quote/VRIG",""
"720","https://finance.yahoo.com/quote/PHO",""
"729","https://finance.yahoo.com/quote/CLRG",""
"730","https://finance.yahoo.com/quote/CSML",""
"739","https://finance.yahoo.com/quote/SLQD",""
"740","https://finance.yahoo.com/quote/ISHG",""
"741","https://finance.yahoo.com/quote/SHY",""
"742","https://finance.yahoo.com/quote/TLT",""
"743","https://finance.yahoo.com/quote/IEI",""
"744","https://finance.yahoo.com/quote/IEF",""
"745","https://finance.yahoo.com/quote/AIA",""
"746","https://finance.yahoo.com/quote/USIG",""
"747","https://finance.yahoo.com/quote/COMT",""
"748","https://finance.yahoo.com/quote/ISTB",""
"749","https://finance.yahoo.com/quote/IXUS",""
"750","https://finance.yahoo.com/quote/IUSG",""
"751","https://finance.yahoo.com/quote/IUSV",""
"752","https://finance.yahoo.com/quote/IUSB",""
"753","https://finance.yahoo.com/quote/HEWG",""
"754","https://finance.yahoo.com/quote/SUSB",""
"755","https://finance.yahoo.com/quote/ESGD",""
"756","https://finance.yahoo.com/quote/ESGE",""
"757","https://finance.yahoo.com/quote/ESGU",""
"758","https://finance.yahoo.com/quote/SUSL",""
"759","https://finance.yahoo.com/quote/SUSC",""
"760","https://finance.yahoo.com/quote/XT",""
"761","https://finance.yahoo.com/quote/FALN",""
"762","https://finance.yahoo.com/quote/IFEU",""
"763","https://finance.yahoo.com/quote/IFGL",""
"764","https://finance.yahoo.com/quote/BGRN",""
"765","https://finance.yahoo.com/quote/IGF",""
"766","https://finance.yahoo.com/quote/GNMA",""
"767","https://finance.yahoo.com/quote/HYXE",""
"768","https://finance.yahoo.com/quote/IGIB",""
"769","https://finance.yahoo.com/quote/IGOV",""
"770","https://finance.yahoo.com/quote/EMB",""
"771","https://finance.yahoo.com/quote/MBB",""
"772","https://finance.yahoo.com/quote/JKI",""
"773","https://finance.yahoo.com/quote/ACWX",""
"774","https://finance.yahoo.com/quote/ACWI",""
"775","https://finance.yahoo.com/quote/AAXJ",""
"776","https://finance.yahoo.com/quote/EWZS",""
"777","https://finance.yahoo.com/quote/MCHI",""
"778","https://finance.yahoo.com/quote/SCZ",""
"779","https://finance.yahoo.com/quote/EEMA",""
"780","https://finance.yahoo.com/quote/EMXC",""
"781","https://finance.yahoo.com/quote/EUFN",""
"782","https://finance.yahoo.com/quote/IEUS",""
"783","https://finance.yahoo.com/quote/RING",""
"784","https://finance.yahoo.com/quote/SDG",""
"785","https://finance.yahoo.com/quote/EWJE",""
"786","https://finance.yahoo.com/quote/EWJV",""
"787","https://finance.yahoo.com/quote/ENZL",""
"788","https://finance.yahoo.com/quote/QAT",""
"789","https://finance.yahoo.com/quote/TUR",""
"790","https://finance.yahoo.com/quote/UAE",""
"791","https://finance.yahoo.com/quote/IBB",""
"792","https://finance.yahoo.com/quote/SOXX",""
"793","https://finance.yahoo.com/quote/PFF",""
"794","https://finance.yahoo.com/quote/AMCA",""
"795","https://finance.yahoo.com/quote/EMIF",""
"796","https://finance.yahoo.com/quote/ICLN",""
"797","https://finance.yahoo.com/quote/WOOD",""
"798","https://finance.yahoo.com/quote/INDY",""
"799","https://finance.yahoo.com/quote/IJT",""
"800","https://finance.yahoo.com/quote/DVY",""
"801","https://finance.yahoo.com/quote/SHV",""
"802","https://finance.yahoo.com/quote/IGSB",""
"810","https://finance.yahoo.com/quote/IVENC",""
"811","https://finance.yahoo.com/quote/IVFGC",""
"812","https://finance.yahoo.com/quote/IVFVC",""
"823","https://finance.yahoo.com/quote/JSML",""
"824","https://finance.yahoo.com/quote/JSMD",""
"830","https://finance.yahoo.com/quote/JSYNR",""
"832","https://finance.yahoo.com/quote/JSYNW",""
"842","https://finance.yahoo.com/quote/KXIN",""
"843","https://finance.yahoo.com/quote/KXINW",""
"852","https://finance.yahoo.com/quote/KBLMR",""
"854","https://finance.yahoo.com/quote/KBLMW",""
"874","https://finance.yahoo.com/quote/KTOVW",""
"881","https://finance.yahoo.com/quote/KWEB",""
"896","https://finance.yahoo.com/quote/LCAHU",""
"900","https://finance.yahoo.com/quote/LMRKN",""
"901","https://finance.yahoo.com/quote/LMRKO",""
"902","https://finance.yahoo.com/quote/LMRKP",""
"916","https://finance.yahoo.com/quote/INFR",""
"917","https://finance.yahoo.com/quote/LVHD",""
"918","https://finance.yahoo.com/quote/SQLV",""
"921","https://finance.yahoo.com/quote/LACQW",""
"927","https://finance.yahoo.com/quote/LFAC",""
"928","https://finance.yahoo.com/quote/LFACU",""
"929","https://finance.yahoo.com/quote/LFACW",""
"965","https://finance.yahoo.com/quote/LINDW",""
"979","https://finance.yahoo.com/quote/LMFAW",""
"983","https://finance.yahoo.com/quote/CNCR",""
"984","https://finance.yahoo.com/quote/CHNA",""
"986","https://finance.yahoo.com/quote/LOAC",""
"987","https://finance.yahoo.com/quote/LOACR",""
"988","https://finance.yahoo.com/quote/LOACU",""
"989","https://finance.yahoo.com/quote/LOACW",""
"995","https://finance.yahoo.com/quote/LK",""
