Name,Source,Sector,Industry
"Coffee Holding Co., Inc.",2018,9,92
Bank of South Carolina Corp.,2018,3,20
"PRGX Global, Inc.",2018,7,58
"KVH Industries, Inc.",2018,8,71
"Streamline Health Solutions, Inc.",2018,7,51
Tupperware Brands Corporation,2018,9,88
"Acorda Therapeutics, Inc.",2018,1,5
"Carbo Ceramics, Inc.",2018,8,72
Capstone Turbine Corporation,2018,8,76
"JAKKS Pacific, Inc.",2018,9,86
Air Industries Group,2018,8,64
SIGA Technologies Inc.,2018,1,2
"Provident Financial Holdings, Inc.",2018,3,18
"Sykes Enterprises, Incorporated",2018,7,51
"CynergisTek, Inc.",2018,7,58
"Knoll, Inc.",2018,8,65
"Rush Enterprises, Inc.",2018,8,84
Sealed Air Corporation,2018,8,69
Avadel Pharmaceuticals plc,2018,1,3
"Genesee & Wyoming, Inc.",2018,8,82
"FBL Financial Group, Inc.",2018,5,23
FactSet Research Systems Inc.,2018,7,58
Norwood Financial Corp.,2018,3,18
"ANSYS, Inc.",2018,8,63
"BJ&#39;s Restaurants, Inc.",2018,8,71
"Endologix, Inc.",2018,2,14
"Wilhelmina International, Inc.",2018,7,53
Pegasystems Inc.,2018,7,48
"NRG Energy, Inc.",2018,6,30
"VeriSign, Inc.",2018,7,47
"BioScrip, Inc.",2018,2,8
Charles & Colvard Ltd.,2018,9,86
Wintrust Financial Corporation,2018,3,20
"Aware, Inc.",2018,7,49
E*TRADE Financial Corporation,2018,3,20
"Antares Pharma, Inc.",2018,1,3
"Carver Bancorp, Inc.",2018,3,18
"Carriage Services, Inc.",2018,7,52
"Cohen & Steers Global Income Builder, Inc.",2018,9,91
TransAct Technologies Incorporated,2018,7,59
"Hibbett Sports, Inc.",2018,9,85
"Seelos Therapeutics, Inc.",2018,1,4
"Dover Motorsports, Inc.",2018,10,98
Marathon Oil Corporation,2018,6,34
Sprint Corporation,2018,7,55
Enterprise Bancorp Inc,2018,3,16
"Amazon.com, Inc.",2018,8,71
Abercrombie & Fitch Company,2018,8,71
Allegheny Technologies Incorporated,2018,8,69
"AMERISAFE, Inc.",2018,5,22
"BIO-key International, Inc.",2018,7,49
"SeaChange International, Inc.",2018,7,50
"ArQule, Inc.",2018,1,4
"Navigant Consulting, Inc.",2018,7,51
"Penske Automotive Group, Inc.",2018,8,84
Cerus Corporation,2018,1,2
Iron Mountain Incorporated,2018,7,53
"DXP Enterprises, Inc.",2018,8,69
"Triumph Group, Inc.",2018,8,71
"Famous Dave&#39;s of America, Inc.",2018,10,97
"Nu Skin Enterprises, Inc.",2018,8,71
On Track Innovations Ltd,2018,7,55
OGE Energy Corp,2018,6,30
"National Oilwell Varco, Inc.",2018,8,72
Quest Diagnostics Incorporated,2018,2,7
"Genesis Energy, L.P.",2018,6,36
ePlus inc.,2018,7,58
Inseego Corp.,2018,7,56
"ANI Pharmaceuticals, Inc.",2018,1,3
"Lithia Motors, Inc.",2018,8,84
"Simulations Plus, Inc.",2018,2,12
8x8 Inc,2018,7,48
National Holdings Corporation,2018,5,25
Stewardship Financial Corp,2018,3,20
Coty Inc.,2018,9,86
"Rockwell Automation, Inc.",2018,8,70
Tenneco Inc.,2018,8,68
Sun Hydraulics Corporation,2018,8,64
W.P. Carey Inc.,2018,10,94
"Earthstone Energy, Inc.",2018,6,34
Enterprise Financial Services Corporation,2018,3,19
Kilroy Realty Corporation,2018,10,94
Core Molding Technologies Inc,2018,8,70
"Valmont Industries, Inc.",2018,8,68
VSE Corporation,2018,8,74
"Tactile Systems Technology, Inc.",2018,2,15
Pacific Premier Bancorp Inc,2018,3,19
SB One Bancorp,2018,3,20
Dynavax Technologies Corporation,2018,8,71
"Euronet Worldwide, Inc.",2018,7,57
Ladenburg Thalmann Financial Services Inc,2018,5,25
Ladenburg Thalmann Financial Services Inc.,2018,5,25
OFG Bancorp,2018,3,19
"StarTek, Inc.",2018,7,51
"Group 1 Automotive, Inc.",2018,8,84
"Global Self Storage, Inc.",2018,10,94
FirstEnergy Corp.,2018,6,30
Franklin Street Properties Corp.,2018,10,94
"Gulf Island Fabrication, Inc.",2018,8,78
Navient Corporation,2018,3,17
SLM Corporation,2018,3,17
Sempra Energy,2018,8,71
"Maximus, Inc.",2018,7,51
"Bassett Furniture Industries, Incorporated",2018,9,88
Logitech International S.A.,2018,7,55
"Flagstar Bancorp, Inc.",2018,3,19
Luminex Corporation,2018,2,13
SBA Communications Corporation,2018,7,42
"Autoliv, Inc.",2018,8,68
WidePoint Corporation,2018,7,50
Shore Bancshares Inc,2018,3,16
California Water  Service Group Holding,2018,6,31
"Intuitive Surgical, Inc.",2018,2,14
"Eloxx Pharmaceuticals, Inc.",2018,1,6
"Alexandria Real Estate Equities, Inc.",2018,10,94
FNCB Bancorp Inc.,2018,3,20
"Comfort Systems USA, Inc.",2018,8,79
"Identiv, Inc.",2018,7,56
QAD Inc.,2018,7,50
inTest Corporation,2018,8,60
AeroCentury Corp.,2018,8,84
"NII Holdings, Inc.",2018,7,44
Ralph Lauren Corporation,2018,9,86
"Vishay Intertechnology, Inc.",2018,8,69
"Griffin Industrial Realty, Inc.",2018,10,96
"Mettler-Toledo International, Inc.",2018,2,12
"Arch Coal, Inc.",2018,6,37
"AMTEK, Inc.",2018,8,69
Jones Lang LaSalle Incorporated,2018,7,53
"Silicon Laboratories, Inc.",2018,8,61
Heska Corporation,2018,2,13
Pioneer Natural Resources Company,2018,6,34
"SmartFinancial, Inc.",2018,3,19
"OSI Systems, Inc.",2018,8,73
"L3 Technologies, Inc.",2018,8,74
NetSol Technologies Inc.,2018,7,53
"FormFactor, Inc.",2018,8,60
"ONEOK, Inc.",2018,6,35
American Equity Investment Life Holding Company,2018,5,23
"Pixelworks, Inc.",2018,8,61
Aehr Test Systems,2018,8,60
"Carrizo Oil & Gas, Inc.",2018,6,34
"Ryman Hospitality Properties, Inc.",2018,10,99
"Intellicheck, Inc.",2018,7,49
SL Green Realty Corp,2018,10,96
"Rockwell Medical, Inc.",2018,1,3
"Yum! Brands, Inc.",2018,10,97
Riverview Bancorp Inc,2018,3,16
"HopFed Bancorp, Inc.",2018,3,20
Walmart Inc.,2018,8,77
"Children&#39;s Place, Inc. (The)",2018,9,87
CymaBay Therapeutics Inc.,2018,1,6
Mercantile Bank Corporation,2018,3,16
"Piedmont Office Realty Trust, Inc.",2018,8,71
"Dril-Quip, Inc.",2018,8,70
Capital Senior Living Corporation,2018,2,10
"American Electric Technologies, Inc.",2018,8,64
Annaly Capital Management Inc,2018,8,71
"C.H. Robinson Worldwide, Inc.",2018,8,82
"Nicholas Financial, Inc.",2018,3,17
"Henry Schein, Inc.",2018,2,7
Core Laboratories N.V.,2018,8,72
Optical Cable Corporation,2018,8,63
"Impac Mortgage Holdings, Inc.",2018,8,71
"Schweitzer-Mauduit International, Inc.",2018,8,71
"Blonder Tongue Laboratories, Inc.",2018,7,50
"Novavax, Inc.",2018,1,2
Waters Corporation,2018,2,12
"Insperity, Inc.",2018,7,51
Geospace Technologies Corporation,2018,8,73
Broadway Financial Corporation,2018,3,18
"Sangamo Therapeutics, Inc.",2018,1,1
"Estee Lauder Companies, Inc. (The)",2018,9,86
"Asta Funding, Inc.",2018,3,17
"Asta Funding, Inc.",2018,3,17
"TG Therapeutics, Inc.",2018,1,1
Southern Copper Corporation,2018,8,66
"Intevac, Inc.",2018,8,60
Astrotech Corporation,2018,8,73
"NetApp, Inc.",2018,7,50
"Westell Technologies, Inc.",2018,8,63
"Nuance Communications, Inc.",2018,2,7
"Star Group, L.P.",2018,8,71
Open Text Corporation,2018,7,51
Ameren Corporation,2018,6,30
"Affiliated Managers Group, Inc.",2018,5,27
OceanFirst Financial Corp.,2018,8,71
"Regional Health Properties, Inc.",2018,2,10
"Barnwell Industries, Inc.",2018,6,34
"Tyson Foods, Inc.",2018,9,90
Pacific Gas & Electric Co.,2018,8,71
"SPAR Group, Inc.",2018,8,71
"Assertio Therapeutics, Inc.",2018,1,4
"Suburban Propane Partners, L.P.",2018,6,38
Columbus McKinnon Corporation,2018,8,68
Pangaea Logistics Solutions Ltd.,2018,8,62
Universal Display Corporation,2018,8,62
Landec Corporation,2018,8,71
"Dime Community Bancshares, Inc.",2018,3,18
IDT Corporation,2018,7,57
Tompkins Financial Corporation,2018,3,20
"Argan, Inc.",2018,8,79
IRIDEX Corporation,2018,2,11
"Loral Space and Communications, Inc.",2018,7,43
"Protalix BioTherapeutics, Inc.",2018,1,2
"Evolution Petroleum Corporation, Inc.",2018,6,34
"HC2 Holdings, Inc.",2018,8,78
"Coffee Holding Co., Inc.",2018,9,92
Bank of South Carolina Corp.,2018,3,20
"PRGX Global, Inc.",2018,7,58
"KVH Industries, Inc.",2018,8,71
"Streamline Health Solutions, Inc.",2018,7,51
Tupperware Brands Corporation,2018,9,88
"Acorda Therapeutics, Inc.",2018,1,5
"Carbo Ceramics, Inc.",2018,8,72
Capstone Turbine Corporation,2018,8,76
"JAKKS Pacific, Inc.",2018,9,86
Air Industries Group,2018,8,64
SIGA Technologies Inc.,2018,1,2
"Provident Financial Holdings, Inc.",2018,3,18
"Sykes Enterprises, Incorporated",2018,7,51
"CynergisTek, Inc.",2018,7,58
"Knoll, Inc.",2018,8,65
"Rush Enterprises, Inc.",2018,8,84
Sealed Air Corporation,2018,8,69
Avadel Pharmaceuticals plc,2018,1,3
"Genesee & Wyoming, Inc.",2018,8,82
"FBL Financial Group, Inc.",2018,5,23
FactSet Research Systems Inc.,2018,7,58
Norwood Financial Corp.,2018,3,18
"ANSYS, Inc.",2018,8,63
"BJ&#39;s Restaurants, Inc.",2018,8,71
"Endologix, Inc.",2018,2,14
"Wilhelmina International, Inc.",2018,7,53
Pegasystems Inc.,2018,7,48
"NRG Energy, Inc.",2018,6,30
"VeriSign, Inc.",2018,7,47
"BioScrip, Inc.",2018,2,8
Charles & Colvard Ltd.,2018,9,86
Wintrust Financial Corporation,2018,3,20
"Aware, Inc.",2018,7,49
E*TRADE Financial Corporation,2018,3,20
"Antares Pharma, Inc.",2018,1,3
"Carver Bancorp, Inc.",2018,3,18
"Carriage Services, Inc.",2018,7,52
"Cohen & Steers Global Income Builder, Inc.",2018,9,91
TransAct Technologies Incorporated,2018,7,59
"Hibbett Sports, Inc.",2018,9,85
"Seelos Therapeutics, Inc.",2018,1,4
"Dover Motorsports, Inc.",2018,10,98
Marathon Oil Corporation,2018,6,34
Sprint Corporation,2018,7,55
Enterprise Bancorp Inc,2018,3,16
"Amazon.com, Inc.",2018,8,71
Abercrombie & Fitch Company,2018,8,71
Allegheny Technologies Incorporated,2018,8,69
"AMERISAFE, Inc.",2018,5,22
"BIO-key International, Inc.",2018,7,49
"SeaChange International, Inc.",2018,7,50
"ArQule, Inc.",2018,1,4
"Navigant Consulting, Inc.",2018,7,51
"Penske Automotive Group, Inc.",2018,8,84
Cerus Corporation,2018,1,2
Iron Mountain Incorporated,2018,7,53
"DXP Enterprises, Inc.",2018,8,69
"Triumph Group, Inc.",2018,8,71
"Famous Dave&#39;s of America, Inc.",2018,10,97
"Nu Skin Enterprises, Inc.",2018,8,71
On Track Innovations Ltd,2018,7,55
OGE Energy Corp,2018,6,30
"National Oilwell Varco, Inc.",2018,8,72
Quest Diagnostics Incorporated,2018,2,7
"Genesis Energy, L.P.",2018,6,36
ePlus inc.,2018,7,58
Inseego Corp.,2018,7,56
"ANI Pharmaceuticals, Inc.",2018,1,3
"Lithia Motors, Inc.",2018,8,84
"Simulations Plus, Inc.",2018,2,12
8x8 Inc,2018,7,48
National Holdings Corporation,2018,5,25
Stewardship Financial Corp,2018,3,20
Coty Inc.,2018,9,86
"Rockwell Automation, Inc.",2018,8,70
Tenneco Inc.,2018,8,68
Sun Hydraulics Corporation,2018,8,64
W.P. Carey Inc.,2018,10,94
"Earthstone Energy, Inc.",2018,6,34
Enterprise Financial Services Corporation,2018,3,19
Kilroy Realty Corporation,2018,10,94
Core Molding Technologies Inc,2018,8,70
"Valmont Industries, Inc.",2018,8,68
VSE Corporation,2018,8,74
"Tactile Systems Technology, Inc.",2018,2,15
Pacific Premier Bancorp Inc,2018,3,19
SB One Bancorp,2018,3,20
Dynavax Technologies Corporation,2018,8,71
"Euronet Worldwide, Inc.",2018,7,57
Ladenburg Thalmann Financial Services Inc,2018,5,25
Ladenburg Thalmann Financial Services Inc.,2018,5,25
OFG Bancorp,2018,3,19
"StarTek, Inc.",2018,7,51
"Group 1 Automotive, Inc.",2018,8,84
"Global Self Storage, Inc.",2018,10,94
FirstEnergy Corp.,2018,6,30
Franklin Street Properties Corp.,2018,10,94
"Gulf Island Fabrication, Inc.",2018,8,78
Navient Corporation,2018,3,17
SLM Corporation,2018,3,17
Sempra Energy,2018,8,71
"Maximus, Inc.",2018,7,51
"Bassett Furniture Industries, Incorporated",2018,9,88
Logitech International S.A.,2018,7,55
"Flagstar Bancorp, Inc.",2018,3,19
Luminex Corporation,2018,2,13
SBA Communications Corporation,2018,7,42
"Autoliv, Inc.",2018,8,68
WidePoint Corporation,2018,7,50
Shore Bancshares Inc,2018,3,16
California Water  Service Group Holding,2018,6,31
"Intuitive Surgical, Inc.",2018,2,14
"Eloxx Pharmaceuticals, Inc.",2018,1,6
"Alexandria Real Estate Equities, Inc.",2018,10,94
FNCB Bancorp Inc.,2018,3,20
"Comfort Systems USA, Inc.",2018,8,79
"Identiv, Inc.",2018,7,56
QAD Inc.,2018,7,50
inTest Corporation,2018,8,60
AeroCentury Corp.,2018,8,84
"NII Holdings, Inc.",2018,7,44
Ralph Lauren Corporation,2018,9,86
"Vishay Intertechnology, Inc.",2018,8,69
"Griffin Industrial Realty, Inc.",2018,10,96
"Mettler-Toledo International, Inc.",2018,2,12
"Arch Coal, Inc.",2018,6,37
"AMTEK, Inc.",2018,8,69
Jones Lang LaSalle Incorporated,2018,7,53
"Silicon Laboratories, Inc.",2018,8,61
Heska Corporation,2018,2,13
Pioneer Natural Resources Company,2018,6,34
"SmartFinancial, Inc.",2018,3,19
"OSI Systems, Inc.",2018,8,73
"L3 Technologies, Inc.",2018,8,74
NetSol Technologies Inc.,2018,7,53
"FormFactor, Inc.",2018,8,60
"ONEOK, Inc.",2018,6,35
American Equity Investment Life Holding Company,2018,5,23
"Pixelworks, Inc.",2018,8,61
Aehr Test Systems,2018,8,60
"Carrizo Oil & Gas, Inc.",2018,6,34
"Ryman Hospitality Properties, Inc.",2018,10,99
"Intellicheck, Inc.",2018,7,49
SL Green Realty Corp,2018,10,96
"Rockwell Medical, Inc.",2018,1,3
"Yum! Brands, Inc.",2018,10,97
Riverview Bancorp Inc,2018,3,16
"HopFed Bancorp, Inc.",2018,3,20
Walmart Inc.,2018,8,77
"Children&#39;s Place, Inc. (The)",2018,9,87
CymaBay Therapeutics Inc.,2018,1,6
Mercantile Bank Corporation,2018,3,16
"Piedmont Office Realty Trust, Inc.",2018,8,71
"Dril-Quip, Inc.",2018,8,70
Capital Senior Living Corporation,2018,2,10
"American Electric Technologies, Inc.",2018,8,64
Annaly Capital Management Inc,2018,8,71
"C.H. Robinson Worldwide, Inc.",2018,8,82
"Stoneridge, Inc.",2018,8,69
"Sonic Automotive, Inc.",2018,8,84
"Juniper Networks, Inc.",2018,7,48
"Biocept, Inc.",2018,2,13
OneSpan Inc.,2018,7,58
W.R. Grace & Co.,2018,8,66
EPR Properties,2018,10,94
Live Ventures Incorporated,2018,9,85
Live Ventures Incorporated,2018,9,85
NVIDIA Corporation,2018,8,61
Heritage Financial Corporation,2018,3,16
"Timberland Bancorp, Inc.",2018,3,18
Ritchie Bros. Auctioneers Incorporated,2018,8,83
"Guaranty Federal Bancshares, Inc.",2018,3,19
"Choice Hotels International, Inc.",2018,10,100
"RealNetworks, Inc.",2018,7,55
Career Education Corporation,2018,8,71
Raytheon Company,2018,8,74
"Amkor Technology, Inc.",2018,8,60
"Fresh Del Monte Produce, Inc.",2018,9,90
Consolidated Edison Inc,2018,6,30
Anworth Mortgage Asset  Corporation,2018,10,95
"IES Holdings, Inc.",2018,8,78
Marriott International,2018,10,100
BioMarin Pharmaceutical Inc.,2018,1,2
"F5 Networks, Inc.",2018,7,48
Graham Holdings Company,2018,7,45
FedEx Corporation,2018,8,82
Washington Real Estate Investment Trust,2018,10,96
Avista Corporation,2018,6,30
"MKS Instruments, Inc.",2018,8,71
Mercury Systems Inc,2018,8,74
CompX International Inc.,2018,8,69
"Brookline Bancorp, Inc.",2018,3,20
"Watsco, Inc.",2018,8,84
"PC Connection, Inc.",2018,7,59
"Eagle Bancorp, Inc.",2018,3,19
MicroStrategy Incorporated,2018,7,48
"Salem Media Group, Inc.",2018,7,41
Columbia Sportswear Company,2018,8,70
Steelcase Inc.,2018,8,67
"Quanta Services, Inc.",2018,8,70
Community West Bancshares,2018,3,16
Crown Castle International Corporation,2018,10,94
"Strata Skin Sciences, Inc.",2018,2,14
AXT Inc,2018,8,60
"Evolving Systems, Inc.",2018,7,50
"Waddell & Reed Financial, Inc.",2018,5,27
Red Lion Hotels Corporation,2018,10,100
Getty Realty Corporation,2018,10,94
Weight Watchers International Inc,2018,7,55
Heritage Commerce Corp,2018,3,19
American Tower Corporation (REIT),2018,7,56
Macatawa Bank Corporation,2018,3,19
Diffusion Pharmaceuticals Inc.,2018,1,2
"CRA International,Inc.",2018,7,51
"Interpace Diagnostics Group, Inc.",2018,2,13
"Weis Markets, Inc.",2018,9,92
BSQUARE Corporation,2018,8,71
Innospec Inc.,2018,8,66
"MFA Financial, Inc.",2018,5,29
"Inovio Pharmaceuticals, Inc.",2018,1,2
McClatchy Company (The),2018,7,46
"Kirkland&#39;s, Inc.",2018,9,87
"Federated Investors, Inc.",2018,8,71
"EMCOR Group, Inc.",2018,8,79
"Mannatech, Incorporated",2018,9,91
Internap Corporation,2018,7,42
American States Water Company,2018,8,78
"MarineMax, Inc.",2018,8,84
"PC-Tel, Inc.",2018,8,71
"CoStar Group, Inc.",2018,8,71
"The Hackett Group, Inc.",2018,7,51
"New Concept Energy, Inc",2018,8,71
"West Pharmaceutical Services, Inc.",2018,2,11
First BanCorp.,2018,3,20
"IDACORP, Inc.",2018,6,30
Marvell Technology Group Ltd.,2018,7,56
Cognizant Technology Solutions Corporation,2018,7,51
Cumulus Media Inc.,2018,7,41
Immersion Corporation,2018,8,61
"Guaranty Bancshares, Inc.",2018,3,19
SP Plus Corporation,2018,7,52
"Salisbury Bancorp, Inc.",2018,3,20
"Gamco Investors, Inc.",2018,5,27
"Republic Services, Inc.",2018,8,79
Western Digital Corporation,2018,7,56
"Seattle Genetics, Inc.",2018,1,1
"Carter&#39;s, Inc.",2018,9,85
Avalon Holdings Corporation,2018,10,98
Enterprise Products Partners L.P.,2018,6,36
"Capital Trust, Inc.",2018,5,29
"Cytokinetics, Incorporated",2018,1,6
"American Axle & Manufacturing Holdings, Inc.",2018,8,68
"Lexicon Pharmaceuticals, Inc.",2018,1,6
Hersha Hospitality Trust,2018,10,99
RiceBran Technologies,2018,9,92
"Simon Property Group, Inc.",2018,10,94
Peabody Energy Corporation,2018,8,76
Centrus Energy Corp.,2018,8,76
"Network-1 Technologies, Inc.",2018,7,54
"Netflix, Inc.",2018,7,55
"Weyco Group, Inc.",2018,9,85
NIC Inc.,2018,7,50
LKQ Corporation,2018,8,84
"Skechers U.S.A., Inc.",2018,9,88
Whirlpool Corporation,2018,9,90
"Heidrick & Struggles International, Inc.",2018,7,51
Future FinTech Group Inc.,2018,9,92
"Cracker Barrel Old Country Store, Inc.",2018,10,97
Entercom Communications Corp.,2018,7,41
"Prosperity Bancshares, Inc.",2018,3,19
"Blucora, Inc.",2018,7,51
"East West Bancorp, Inc.",2018,8,71
"Axon Enterprise, Inc.",2018,7,56
"Lennox International, Inc.",2018,8,69
"Kratos Defense & Security Solutions, Inc.",2018,8,74
Acer Therapeutics Inc.,2018,1,5
Flexible Solutions International Inc.,2018,8,76
RGC Resources Inc.,2018,6,31
"Trex Company, Inc.",2018,8,67
Phibro Animal Health Corporation,2018,9,89
"PTC Therapeutics, Inc.",2018,1,2
"First Capital, Inc.",2018,3,16
"Achillion Pharmaceuticals, Inc.",2018,1,1
CNX Resources Corporation,2018,6,33
"Plains All American Pipeline, L.P.",2018,6,36
ACADIA Pharmaceuticals Inc.,2018,1,6
"Host Hotels & Resorts, Inc.",2018,8,71
"CoreCivic, Inc.",2018,2,10
"Golden Entertainment, Inc.",2018,8,71
Centene Corporation,2018,2,8
Contango Oil & Gas Company,2018,6,33
"Kingsway Financial Services, Inc.",2018,5,22
"Williams Companies, Inc. (The)",2018,6,35
"Bottomline Technologies, Inc.",2018,7,57
Citizens First Corporation,2018,3,20
LCNB Corporation,2018,3,20
Senior Housing Properties Trust,2018,2,10
Booking Holdings Inc.,2018,7,47
"TC PipeLines, LP",2018,6,35
Citizens Holding Company,2018,3,19
"PolarityTE, Inc.",2018,2,14
"Winnebago Industries, Inc.",2018,8,84
Novanta Inc.,2018,2,11
"NeoGenomics, Inc.",2018,2,13
Hooker Furniture Corporation,2018,9,85
"NetScout Systems, Inc.",2018,7,48
"The Meet Group, Inc.",2018,7,47
"Extreme Networks, Inc.",2018,8,71
"Becton, Dickinson and Company",2018,2,11
"Innoviva, Inc.",2018,1,2
"TheStreet, Inc.",2018,7,47
"Manhattan Bridge Capital, Inc",2018,5,29
"Arena Pharmaceuticals, Inc.",2018,1,5
DURECT Corporation,2018,1,5
Stamps.com Inc.,2018,7,59
"Xcel Brands, Inc",2018,9,86
"Apollo Medical Holdings, Inc.",2018,2,9
World Acceptance Corporation,2018,3,16
"j2 Global, Inc.",2018,7,48
Lightbridge Corporation,2018,8,76
"Resources Connection, Inc.",2018,7,51
Encore Capital Group Inc,2018,3,17
"Natural Gas Services Group, Inc.",2018,8,72
"Worthington Industries, Inc.",2018,8,69
"VirTra, Inc.",2018,7,55
"Perficient, Inc.",2018,7,51
"Akamai Technologies, Inc.",2018,7,48
"Alliance Resource Partners, L.P.",2018,6,37
Cumberland Pharmaceuticals Inc.,2018,1,3
"Red Hat, Inc.",2018,7,48
Xerox Corporation,2018,7,55
"Payment Data Systems, Inc.",2018,7,57
Corcept Therapeutics Incorporated,2018,1,4
Dick&#39;s Sporting Goods Inc,2018,9,87
"Collectors Universe, Inc.",2018,9,85
"Alaska Communications Systems Group, Inc.",2018,7,44
Kingold Jewelry Inc.,2018,9,92
The York Water Company,2018,6,31
"Southern First Bancshares, Inc.",2018,3,20
Devon Energy Corporation,2018,6,34
OMNOVA Solutions Inc.,2018,8,66
Lamar Advertising Company,2018,7,42
"Agilent Technologies, Inc.",2018,2,12
"Charter Communications, Inc.",2018,7,44
"Argo Group International Holdings, Ltd.",2018,5,24
"Spectrum Brands Holdings, Inc.",2018,9,92
"CIRCOR International, Inc.",2018,8,71
"TJX Companies, Inc. (The)",2018,9,85
Transatlantic Petroleum Ltd,2018,6,34
"Chembio Diagnostics, Inc.",2018,8,71
"SPS Commerce, Inc.",2018,7,58
American Outdoor Brands Corporation,2018,9,88
"Huttig Building Products, Inc.",2018,8,65
"DexCom, Inc.",2018,2,15
"Peoples Bancorp of North Carolina, Inc.",2018,3,19
"Plug Power, Inc.",2018,8,76
Zions Bancorporation N.A.,2018,3,20
"Marker Therapeutics, Inc.",2018,1,2
Teledyne Technologies Incorporated,2018,8,73
"Rudolph Technologies, Inc.",2018,8,60
Finisar Corporation,2018,8,61
MutualFirst Financial Inc.,2018,8,71
"BGC Partners, Inc.",2018,5,25
"Everest Re Group, Ltd.",2018,5,24
"PFSweb, Inc.",2018,7,58
"HealthStream, Inc.",2018,2,7
"Applied Industrial Technologies, Inc.",2018,8,64
iStar Inc.,2018,10,96
Lyon William Homes,2018,10,93
"Energizer Holdings, Inc.",2018,9,88
"Align Technology, Inc.",2018,2,7
ON Semiconductor Corporation,2018,8,69
Patriot National Bancorp Inc.,2018,3,19
"Fidelity D & D Bancorp, Inc.",2018,3,16
Agenus Inc.,2018,1,1
"Beasley Broadcast Group, Inc.",2018,7,41
"MetLife, Inc.",2018,5,23
"MercadoLibre, Inc.",2018,8,71
Edwards Lifesciences Corporation,2018,2,12
"MVC Capital, Inc.",2018,5,28
Array BioPharma Inc.,2018,1,6
"Charles River Laboratories International, Inc.",2018,2,12
Alliance Data Systems Corporation,2018,7,53
"Equinix, Inc.",2018,7,42
"Entegris, Inc.",2018,8,69
"Delta Apparel, Inc.",2018,9,86
"DASAN Zhone Solutions, Inc.",2018,8,63
PacWest Bancorp,2018,3,20
"American Realty Investors, Inc.",2018,10,94
CenterState Bank Corporation,2018,3,20
Cabot Microelectronics Corporation,2018,8,63
"LivePerson, Inc.",2018,7,48
"BioDelivery Sciences International, Inc.",2018,1,3
"Mondelez International, Inc.",2018,9,90
"Insmed, Inc.",2018,1,6
Materion Corporation,2018,8,69
"Wolverine World Wide, Inc.",2018,9,86
"support.com, Inc.",2018,7,48
RPM International Inc.,2018,8,66
"China Pharma Holdings, Inc.",2018,2,11
"Chanticleer Holdings, Inc.",2018,10,97
ZIOPHARM Oncology Inc,2018,1,1
"Qualys, Inc.",2018,7,48
"Berkshire Hills Bancorp, Inc.",2018,3,19
"Curis, Inc.",2018,1,1
American River Bankshares,2018,8,71
"PNM Resources, Inc. (Holding Co.)",2018,6,30
Salesforce.com Inc,2018,7,50
"QEP Resources, Inc.",2018,6,34
"CUI Global, Inc.",2018,8,69
"Basic Energy Services, Inc.",2018,8,72
Hanmi Financial Corporation,2018,3,20
Bruker Corporation,2018,2,12
Exelon Corporation,2018,6,30
Pacific Mercantile Bancorp,2018,3,19
"Illumina, Inc.",2018,2,12
"NiSource, Inc",2018,6,31
IPG Photonics Corporation,2018,8,60
"GlobalSCAPE, Inc.",2018,7,48
"Infinity Pharmaceuticals, Inc.",2018,1,1
"T. Rowe Price Group, Inc.",2018,5,27
