Name,Source,Sector,Industry
"FBL Financial Group, Inc.",2018,8,74
FactSet Research Systems Inc.,2018,3,22
Norwood Financial Corp.,2018,7,67
"ANSYS, Inc.",2018,5,43
"BJ&#39;s Restaurants, Inc.",2018,6,48
"Endologix, Inc.",2018,2,12
"Wilhelmina International, Inc.",2018,3,17
Pegasystems Inc.,2018,3,21
"NRG Energy, Inc.",2018,9,86
"VeriSign, Inc.",2018,3,29
"BioScrip, Inc.",2018,2,6
Charles & Colvard Ltd.,2018,4,41
Wintrust Financial Corporation,2018,7,67
"Aware, Inc.",2018,3,30
E*TRADE Financial Corporation,2018,7,67
"Antares Pharma, Inc.",2018,1,4
"Carver Bancorp, Inc.",2018,7,67
"Carriage Services, Inc.",2018,10,99
"Cohen & Steers Global Income Builder, Inc.",2018,4,39
TransAct Technologies Incorporated,2018,4,36
"Hibbett Sports, Inc.",2018,4,38
"Seelos Therapeutics, Inc.",2018,1,4
"Dover Motorsports, Inc.",2018,3,18
Marathon Oil Corporation,2018,9,85
Sprint Corporation,2018,3,26
Enterprise Bancorp Inc,2018,7,67
"Amazon.com, Inc.",2018,6,48
Abercrombie & Fitch Company,2018,6,48
Allegheny Technologies Incorporated,2018,6,64
"AMERISAFE, Inc.",2018,8,74
"BIO-key International, Inc.",2018,3,30
"SeaChange International, Inc.",2018,5,43
"ArQule, Inc.",2018,1,4
"Navigant Consulting, Inc.",2018,3,22
"Penske Automotive Group, Inc.",2018,10,97
Cerus Corporation,2018,1,3
Iron Mountain Incorporated,2018,3,20
"DXP Enterprises, Inc.",2018,6,60
"Triumph Group, Inc.",2018,6,48
"Famous Dave&#39;s of America, Inc.",2018,10,94
"Nu Skin Enterprises, Inc.",2018,6,48
On Track Innovations Ltd,2018,3,26
OGE Energy Corp,2018,9,86
"National Oilwell Varco, Inc.",2018,9,82
Quest Diagnostics Incorporated,2018,2,7
"Genesis Energy, L.P.",2018,9,87
ePlus inc.,2018,3,29
Inseego Corp.,2018,3,24
"ANI Pharmaceuticals, Inc.",2018,1,4
"Lithia Motors, Inc.",2018,10,97
"Simulations Plus, Inc.",2018,2,14
8x8 Inc,2018,3,29
National Holdings Corporation,2018,8,69
Stewardship Financial Corp,2018,7,67
Coty Inc.,2018,4,41
"Rockwell Automation, Inc.",2018,6,60
Tenneco Inc.,2018,6,63
Sun Hydraulics Corporation,2018,6,57
W.P. Carey Inc.,2018,10,93
"Earthstone Energy, Inc.",2018,9,85
Enterprise Financial Services Corporation,2018,7,67
Kilroy Realty Corporation,2018,10,93
Core Molding Technologies Inc,2018,6,54
"Valmont Industries, Inc.",2018,6,64
VSE Corporation,2018,5,45
"Tactile Systems Technology, Inc.",2018,2,12
Pacific Premier Bancorp Inc,2018,7,67
SB One Bancorp,2018,7,67
Dynavax Technologies Corporation,2018,6,48
"Euronet Worldwide, Inc.",2018,3,25
Ladenburg Thalmann Financial Services Inc,2018,8,68
Ladenburg Thalmann Financial Services Inc.,2018,8,68
OFG Bancorp,2018,7,67
"StarTek, Inc.",2018,3,21
"Group 1 Automotive, Inc.",2018,10,97
"Global Self Storage, Inc.",2018,10,93
FirstEnergy Corp.,2018,9,86
Franklin Street Properties Corp.,2018,10,93
"Gulf Island Fabrication, Inc.",2018,9,82
Navient Corporation,2018,7,65
SLM Corporation,2018,7,65
Sempra Energy,2018,6,52
"Maximus, Inc.",2018,2,9
"Bassett Furniture Industries, Incorporated",2018,4,38
Logitech International S.A.,2018,5,43
"Flagstar Bancorp, Inc.",2018,7,67
Luminex Corporation,2018,2,13
SBA Communications Corporation,2018,10,91
"Autoliv, Inc.",2018,6,63
WidePoint Corporation,2018,3,29
Shore Bancshares Inc,2018,7,67
California Water  Service Group Holding,2018,9,86
"Intuitive Surgical, Inc.",2018,2,12
"Eloxx Pharmaceuticals, Inc.",2018,1,4
"Alexandria Real Estate Equities, Inc.",2018,10,93
FNCB Bancorp Inc.,2018,7,67
"Comfort Systems USA, Inc.",2018,9,81
"Identiv, Inc.",2018,3,28
QAD Inc.,2018,3,29
inTest Corporation,2018,5,42
AeroCentury Corp.,2018,10,92
"NII Holdings, Inc.",2018,3,23
Ralph Lauren Corporation,2018,4,41
"Vishay Intertechnology, Inc.",2018,5,42
"Griffin Industrial Realty, Inc.",2018,10,91
"Mettler-Toledo International, Inc.",2018,2,11
"Arch Coal, Inc.",2018,6,56
"AMTEK, Inc.",2018,2,11
Jones Lang LaSalle Incorporated,2018,3,22
"Silicon Laboratories, Inc.",2018,5,43
Heska Corporation,2018,1,2
Pioneer Natural Resources Company,2018,9,85
"SmartFinancial, Inc.",2018,7,67
"OSI Systems, Inc.",2018,2,11
"L3 Technologies, Inc.",2018,5,45
NetSol Technologies Inc.,2018,3,21
"FormFactor, Inc.",2018,5,42
"ONEOK, Inc.",2018,9,87
American Equity Investment Life Holding Company,2018,8,74
"Pixelworks, Inc.",2018,5,43
Aehr Test Systems,2018,5,42
"Carrizo Oil & Gas, Inc.",2018,9,85
"Ryman Hospitality Properties, Inc.",2018,10,95
"Intellicheck, Inc.",2018,3,27
SL Green Realty Corp,2018,10,91
"Rockwell Medical, Inc.",2018,1,4
"Yum! Brands, Inc.",2018,10,94
Riverview Bancorp Inc,2018,7,67
"HopFed Bancorp, Inc.",2018,7,67
Walmart Inc.,2018,6,49
"Children&#39;s Place, Inc. (The)",2018,4,37
CymaBay Therapeutics Inc.,2018,1,4
Mercantile Bank Corporation,2018,7,67
"Piedmont Office Realty Trust, Inc.",2018,6,48
"Dril-Quip, Inc.",2018,9,82
Capital Senior Living Corporation,2018,10,90
"American Electric Technologies, Inc.",2018,6,57
Annaly Capital Management Inc,2018,6,48
"C.H. Robinson Worldwide, Inc.",2018,9,79
"Nicholas Financial, Inc.",2018,8,78
"Henry Schein, Inc.",2018,2,6
Core Laboratories N.V.,2018,9,82
Optical Cable Corporation,2018,5,43
"Impac Mortgage Holdings, Inc.",2018,7,66
"Schweitzer-Mauduit International, Inc.",2018,6,48
"Blonder Tongue Laboratories, Inc.",2018,5,43
"Novavax, Inc.",2018,1,3
Waters Corporation,2018,2,11
"Insperity, Inc.",2018,3,21
Geospace Technologies Corporation,2018,5,46
Broadway Financial Corporation,2018,7,67
"Sangamo Therapeutics, Inc.",2018,1,3
"Estee Lauder Companies, Inc. (The)",2018,4,41
"Asta Funding, Inc.",2018,8,77
"Asta Funding, Inc.",2018,8,77
"TG Therapeutics, Inc.",2018,1,3
Southern Copper Corporation,2018,6,54
"Intevac, Inc.",2018,5,42
Astrotech Corporation,2018,2,11
"NetApp, Inc.",2018,3,29
"Westell Technologies, Inc.",2018,5,43
"Nuance Communications, Inc.",2018,2,7
"Star Group, L.P.",2018,6,48
Open Text Corporation,2018,3,21
Ameren Corporation,2018,9,86
"Affiliated Managers Group, Inc.",2018,8,72
OceanFirst Financial Corp.,2018,7,67
"Regional Health Properties, Inc.",2018,10,90
"Barnwell Industries, Inc.",2018,9,83
"Tyson Foods, Inc.",2018,4,34
Pacific Gas & Electric Co.,2018,6,50
"SPAR Group, Inc.",2018,6,52
"Assertio Therapeutics, Inc.",2018,1,4
"Suburban Propane Partners, L.P.",2018,9,88
Columbus McKinnon Corporation,2018,6,60
Pangaea Logistics Solutions Ltd.,2018,5,43
Universal Display Corporation,2018,5,43
Landec Corporation,2018,6,48
"Dime Community Bancshares, Inc.",2018,7,67
IDT Corporation,2018,3,23
Tompkins Financial Corporation,2018,7,67
"Argan, Inc.",2018,9,81
IRIDEX Corporation,2018,2,12
"Loral Space and Communications, Inc.",2018,3,24
"Protalix BioTherapeutics, Inc.",2018,1,3
"Evolution Petroleum Corporation, Inc.",2018,9,85
"HC2 Holdings, Inc.",2018,9,81
"Coffee Holding Co., Inc.",2018,4,38
Bank of South Carolina Corp.,2018,7,67
"PRGX Global, Inc.",2018,3,22
"KVH Industries, Inc.",2018,6,48
"Streamline Health Solutions, Inc.",2018,2,7
Tupperware Brands Corporation,2018,4,41
"Acorda Therapeutics, Inc.",2018,1,4
"Carbo Ceramics, Inc.",2018,6,55
Capstone Turbine Corporation,2018,5,44
"JAKKS Pacific, Inc.",2018,4,41
Air Industries Group,2018,6,57
SIGA Technologies Inc.,2018,1,3
"Provident Financial Holdings, Inc.",2018,7,67
"Sykes Enterprises, Incorporated",2018,3,21
"CynergisTek, Inc.",2018,3,29
"Knoll, Inc.",2018,4,38
"Rush Enterprises, Inc.",2018,10,97
Sealed Air Corporation,2018,6,59
Avadel Pharmaceuticals plc,2018,1,4
"Genesee & Wyoming, Inc.",2018,9,80
"FBL Financial Group, Inc.",2018,8,74
FactSet Research Systems Inc.,2018,3,22
Norwood Financial Corp.,2018,7,67
"ANSYS, Inc.",2018,5,43
"BJ&#39;s Restaurants, Inc.",2018,6,48
"Endologix, Inc.",2018,2,12
"Wilhelmina International, Inc.",2018,3,17
Pegasystems Inc.,2018,3,21
"NRG Energy, Inc.",2018,9,86
"VeriSign, Inc.",2018,3,29
"BioScrip, Inc.",2018,2,6
Charles & Colvard Ltd.,2018,4,41
Wintrust Financial Corporation,2018,7,67
"Aware, Inc.",2018,3,30
E*TRADE Financial Corporation,2018,7,67
"Antares Pharma, Inc.",2018,1,4
"Carver Bancorp, Inc.",2018,7,67
"Carriage Services, Inc.",2018,10,99
"Cohen & Steers Global Income Builder, Inc.",2018,4,39
TransAct Technologies Incorporated,2018,4,36
"Hibbett Sports, Inc.",2018,4,38
"Seelos Therapeutics, Inc.",2018,1,4
"Dover Motorsports, Inc.",2018,3,18
Marathon Oil Corporation,2018,9,85
Sprint Corporation,2018,3,26
Enterprise Bancorp Inc,2018,7,67
"Amazon.com, Inc.",2018,6,48
Abercrombie & Fitch Company,2018,6,48
Allegheny Technologies Incorporated,2018,6,64
"AMERISAFE, Inc.",2018,8,74
"BIO-key International, Inc.",2018,3,30
"SeaChange International, Inc.",2018,5,43
"ArQule, Inc.",2018,1,4
"Navigant Consulting, Inc.",2018,3,22
"Penske Automotive Group, Inc.",2018,10,97
Cerus Corporation,2018,1,3
Iron Mountain Incorporated,2018,3,20
"DXP Enterprises, Inc.",2018,6,60
"Triumph Group, Inc.",2018,6,48
"Famous Dave&#39;s of America, Inc.",2018,10,94
"Nu Skin Enterprises, Inc.",2018,6,48
On Track Innovations Ltd,2018,3,26
OGE Energy Corp,2018,9,86
"National Oilwell Varco, Inc.",2018,9,82
Quest Diagnostics Incorporated,2018,2,7
"Genesis Energy, L.P.",2018,9,87
ePlus inc.,2018,3,29
Inseego Corp.,2018,3,24
"ANI Pharmaceuticals, Inc.",2018,1,4
"Lithia Motors, Inc.",2018,10,97
"Simulations Plus, Inc.",2018,2,14
8x8 Inc,2018,3,29
National Holdings Corporation,2018,8,69
Stewardship Financial Corp,2018,7,67
Coty Inc.,2018,4,41
"Rockwell Automation, Inc.",2018,6,60
Tenneco Inc.,2018,6,63
Sun Hydraulics Corporation,2018,6,57
W.P. Carey Inc.,2018,10,93
"Earthstone Energy, Inc.",2018,9,85
Enterprise Financial Services Corporation,2018,7,67
Kilroy Realty Corporation,2018,10,93
Core Molding Technologies Inc,2018,6,54
"Valmont Industries, Inc.",2018,6,64
VSE Corporation,2018,5,45
"Tactile Systems Technology, Inc.",2018,2,12
Pacific Premier Bancorp Inc,2018,7,67
SB One Bancorp,2018,7,67
Dynavax Technologies Corporation,2018,6,48
"Euronet Worldwide, Inc.",2018,3,25
Ladenburg Thalmann Financial Services Inc,2018,8,68
Ladenburg Thalmann Financial Services Inc.,2018,8,68
OFG Bancorp,2018,7,67
"StarTek, Inc.",2018,3,21
"Group 1 Automotive, Inc.",2018,10,97
"Global Self Storage, Inc.",2018,10,93
FirstEnergy Corp.,2018,9,86
Franklin Street Properties Corp.,2018,10,93
"Gulf Island Fabrication, Inc.",2018,9,82
Navient Corporation,2018,7,65
SLM Corporation,2018,7,65
Sempra Energy,2018,6,52
"Maximus, Inc.",2018,2,9
"Bassett Furniture Industries, Incorporated",2018,4,38
Logitech International S.A.,2018,5,43
"Flagstar Bancorp, Inc.",2018,7,67
Luminex Corporation,2018,2,13
SBA Communications Corporation,2018,10,91
"Autoliv, Inc.",2018,6,63
WidePoint Corporation,2018,3,29
Shore Bancshares Inc,2018,7,67
California Water  Service Group Holding,2018,9,86
"Intuitive Surgical, Inc.",2018,2,12
"Eloxx Pharmaceuticals, Inc.",2018,1,4
"Alexandria Real Estate Equities, Inc.",2018,10,93
FNCB Bancorp Inc.,2018,7,67
"Comfort Systems USA, Inc.",2018,9,81
"Identiv, Inc.",2018,3,28
QAD Inc.,2018,3,29
inTest Corporation,2018,5,42
AeroCentury Corp.,2018,10,92
"NII Holdings, Inc.",2018,3,23
Ralph Lauren Corporation,2018,4,41
"Vishay Intertechnology, Inc.",2018,5,42
"Griffin Industrial Realty, Inc.",2018,10,91
"Mettler-Toledo International, Inc.",2018,2,11
"Arch Coal, Inc.",2018,6,56
"AMTEK, Inc.",2018,2,11
Jones Lang LaSalle Incorporated,2018,3,22
"Silicon Laboratories, Inc.",2018,5,43
Heska Corporation,2018,1,2
Pioneer Natural Resources Company,2018,9,85
"SmartFinancial, Inc.",2018,7,67
"OSI Systems, Inc.",2018,2,11
"L3 Technologies, Inc.",2018,5,45
NetSol Technologies Inc.,2018,3,21
"FormFactor, Inc.",2018,5,42
"ONEOK, Inc.",2018,9,87
American Equity Investment Life Holding Company,2018,8,74
"Pixelworks, Inc.",2018,5,43
Aehr Test Systems,2018,5,42
"Carrizo Oil & Gas, Inc.",2018,9,85
"Ryman Hospitality Properties, Inc.",2018,10,95
"Intellicheck, Inc.",2018,3,27
SL Green Realty Corp,2018,10,91
"Rockwell Medical, Inc.",2018,1,4
"Yum! Brands, Inc.",2018,10,94
Riverview Bancorp Inc,2018,7,67
"HopFed Bancorp, Inc.",2018,7,67
Walmart Inc.,2018,6,49
"Children&#39;s Place, Inc. (The)",2018,4,37
CymaBay Therapeutics Inc.,2018,1,4
Mercantile Bank Corporation,2018,7,67
"Piedmont Office Realty Trust, Inc.",2018,6,48
"Dril-Quip, Inc.",2018,9,82
Capital Senior Living Corporation,2018,10,90
"American Electric Technologies, Inc.",2018,6,57
Annaly Capital Management Inc,2018,6,48
"C.H. Robinson Worldwide, Inc.",2018,9,79
"Stoneridge, Inc.",2018,6,63
"Sonic Automotive, Inc.",2018,10,97
"Juniper Networks, Inc.",2018,3,28
"Biocept, Inc.",2018,2,13
OneSpan Inc.,2018,3,28
W.R. Grace & Co.,2018,6,53
EPR Properties,2018,10,93
Live Ventures Incorporated,2018,4,35
Live Ventures Incorporated,2018,4,35
NVIDIA Corporation,2018,5,43
Heritage Financial Corporation,2018,7,67
"Timberland Bancorp, Inc.",2018,7,67
Ritchie Bros. Auctioneers Incorporated,2018,8,76
"Guaranty Federal Bancshares, Inc.",2018,7,67
"Choice Hotels International, Inc.",2018,10,95
"RealNetworks, Inc.",2018,3,29
Career Education Corporation,2018,6,48
Raytheon Company,2018,5,45
"Amkor Technology, Inc.",2018,5,42
"Fresh Del Monte Produce, Inc.",2018,4,34
Consolidated Edison Inc,2018,9,86
Anworth Mortgage Asset  Corporation,2018,10,91
"IES Holdings, Inc.",2018,9,81
Marriott International,2018,10,95
BioMarin Pharmaceutical Inc.,2018,1,4
"F5 Networks, Inc.",2018,3,28
Graham Holdings Company,2018,7,65
FedEx Corporation,2018,4,37
Washington Real Estate Investment Trust,2018,10,91
Avista Corporation,2018,9,86
"MKS Instruments, Inc.",2018,6,48
Mercury Systems Inc,2018,5,45
CompX International Inc.,2018,6,57
"Brookline Bancorp, Inc.",2018,7,67
"Watsco, Inc.",2018,6,61
"PC Connection, Inc.",2018,3,26
"Eagle Bancorp, Inc.",2018,7,67
MicroStrategy Incorporated,2018,3,28
"Salem Media Group, Inc.",2018,3,19
Columbia Sportswear Company,2018,4,40
Steelcase Inc.,2018,6,60
"Quanta Services, Inc.",2018,6,55
Community West Bancshares,2018,7,67
Crown Castle International Corporation,2018,10,91
"Strata Skin Sciences, Inc.",2018,2,12
AXT Inc,2018,5,42
"Evolving Systems, Inc.",2018,3,29
"Waddell & Reed Financial, Inc.",2018,8,68
Red Lion Hotels Corporation,2018,10,95
Getty Realty Corporation,2018,9,89
Weight Watchers International Inc,2018,3,15
Heritage Commerce Corp,2018,7,67
American Tower Corporation (REIT),2018,10,91
Macatawa Bank Corporation,2018,7,67
Diffusion Pharmaceuticals Inc.,2018,1,4
"CRA International,Inc.",2018,3,22
"Interpace Diagnostics Group, Inc.",2018,2,13
"Weis Markets, Inc.",2018,4,38
BSQUARE Corporation,2018,6,47
Innospec Inc.,2018,6,53
"MFA Financial, Inc.",2018,8,72
"Inovio Pharmaceuticals, Inc.",2018,1,3
McClatchy Company (The),2018,3,19
"Kirkland&#39;s, Inc.",2018,4,37
"Federated Investors, Inc.",2018,6,48
"EMCOR Group, Inc.",2018,9,81
"Mannatech, Incorporated",2018,4,39
Internap Corporation,2018,3,29
American States Water Company,2018,9,89
"MarineMax, Inc.",2018,10,97
"PC-Tel, Inc.",2018,6,48
"CoStar Group, Inc.",2018,8,77
"The Hackett Group, Inc.",2018,3,22
"New Concept Energy, Inc",2018,9,83
"West Pharmaceutical Services, Inc.",2018,2,10
First BanCorp.,2018,7,67
"IDACORP, Inc.",2018,9,86
Marvell Technology Group Ltd.,2018,3,28
Cognizant Technology Solutions Corporation,2018,3,22
Cumulus Media Inc.,2018,3,19
Immersion Corporation,2018,5,43
"Guaranty Bancshares, Inc.",2018,7,67
SP Plus Corporation,2018,3,20
"Salisbury Bancorp, Inc.",2018,7,67
"Gamco Investors, Inc.",2018,8,69
"Republic Services, Inc.",2018,9,80
Western Digital Corporation,2018,3,28
"Seattle Genetics, Inc.",2018,1,3
"Carter&#39;s, Inc.",2018,4,38
Avalon Holdings Corporation,2018,10,99
Enterprise Products Partners L.P.,2018,6,50
"Capital Trust, Inc.",2018,8,72
"Cytokinetics, Incorporated",2018,1,4
"American Axle & Manufacturing Holdings, Inc.",2018,6,63
"Lexicon Pharmaceuticals, Inc.",2018,1,4
Hersha Hospitality Trust,2018,10,95
RiceBran Technologies,2018,4,34
"Simon Property Group, Inc.",2018,10,93
Peabody Energy Corporation,2018,6,56
Centrus Energy Corp.,2018,6,55
"Network-1 Technologies, Inc.",2018,3,31
"Netflix, Inc.",2018,3,19
"Weyco Group, Inc.",2018,4,38
NIC Inc.,2018,3,22
LKQ Corporation,2018,6,61
"Skechers U.S.A., Inc.",2018,4,41
Whirlpool Corporation,2018,6,60
"Heidrick & Struggles International, Inc.",2018,3,22
Future FinTech Group Inc.,2018,6,58
"Cracker Barrel Old Country Store, Inc.",2018,10,94
Entercom Communications Corp.,2018,3,19
"Prosperity Bancshares, Inc.",2018,7,67
"Blucora, Inc.",2018,3,21
"East West Bancorp, Inc.",2018,6,48
"Axon Enterprise, Inc.",2018,3,27
"Lennox International, Inc.",2018,6,64
"Kratos Defense & Security Solutions, Inc.",2018,5,45
Acer Therapeutics Inc.,2018,1,4
Flexible Solutions International Inc.,2018,6,53
RGC Resources Inc.,2018,9,86
"Trex Company, Inc.",2018,6,62
Phibro Animal Health Corporation,2018,1,2
"PTC Therapeutics, Inc.",2018,1,4
"First Capital, Inc.",2018,7,67
"Achillion Pharmaceuticals, Inc.",2018,1,4
CNX Resources Corporation,2018,9,83
"Plains All American Pipeline, L.P.",2018,9,87
ACADIA Pharmaceuticals Inc.,2018,1,4
"Host Hotels & Resorts, Inc.",2018,6,48
"CoreCivic, Inc.",2018,10,90
"Golden Entertainment, Inc.",2018,6,47
Centene Corporation,2018,2,8
Contango Oil & Gas Company,2018,9,83
"Kingsway Financial Services, Inc.",2018,8,74
"Williams Companies, Inc. (The)",2018,9,87
"Bottomline Technologies, Inc.",2018,3,25
Citizens First Corporation,2018,7,67
LCNB Corporation,2018,7,67
Senior Housing Properties Trust,2018,10,90
Booking Holdings Inc.,2018,10,96
"TC PipeLines, LP",2018,9,87
Citizens Holding Company,2018,7,67
"PolarityTE, Inc.",2018,2,13
"Winnebago Industries, Inc.",2018,10,97
Novanta Inc.,2018,6,60
"NeoGenomics, Inc.",2018,2,13
Hooker Furniture Corporation,2018,4,38
"NetScout Systems, Inc.",2018,3,28
"The Meet Group, Inc.",2018,3,15
"Extreme Networks, Inc.",2018,6,48
"Becton, Dickinson and Company",2018,2,10
"Innoviva, Inc.",2018,1,4
"TheStreet, Inc.",2018,3,17
"Manhattan Bridge Capital, Inc",2018,8,72
"Arena Pharmaceuticals, Inc.",2018,1,4
DURECT Corporation,2018,1,4
Stamps.com Inc.,2018,3,26
"Xcel Brands, Inc",2018,4,41
"Apollo Medical Holdings, Inc.",2018,2,8
World Acceptance Corporation,2018,8,78
"j2 Global, Inc.",2018,3,29
Lightbridge Corporation,2018,6,55
"Resources Connection, Inc.",2018,3,22
Encore Capital Group Inc,2018,8,77
"Natural Gas Services Group, Inc.",2018,9,82
"Worthington Industries, Inc.",2018,6,64
"VirTra, Inc.",2018,5,46
"Perficient, Inc.",2018,3,21
"Akamai Technologies, Inc.",2018,3,29
"Alliance Resource Partners, L.P.",2018,6,56
Cumberland Pharmaceuticals Inc.,2018,1,4
"Red Hat, Inc.",2018,3,28
Xerox Corporation,2018,4,36
"Payment Data Systems, Inc.",2018,3,25
Corcept Therapeutics Incorporated,2018,1,4
Dick&#39;s Sporting Goods Inc,2018,4,37
"Collectors Universe, Inc.",2018,4,35
"Alaska Communications Systems Group, Inc.",2018,3,23
Kingold Jewelry Inc.,2018,4,35
The York Water Company,2018,9,86
"Southern First Bancshares, Inc.",2018,7,67
Devon Energy Corporation,2018,9,85
OMNOVA Solutions Inc.,2018,6,59
Lamar Advertising Company,2018,3,19
"Agilent Technologies, Inc.",2018,2,11
"Charter Communications, Inc.",2018,3,23
"Argo Group International Holdings, Ltd.",2018,8,74
"Spectrum Brands Holdings, Inc.",2018,4,33
"CIRCOR International, Inc.",2018,6,47
"TJX Companies, Inc. (The)",2018,4,38
Transatlantic Petroleum Ltd,2018,9,85
"Chembio Diagnostics, Inc.",2018,6,48
"SPS Commerce, Inc.",2018,3,28
American Outdoor Brands Corporation,2018,4,41
"Huttig Building Products, Inc.",2018,6,61
"DexCom, Inc.",2018,2,12
"Peoples Bancorp of North Carolina, Inc.",2018,7,67
"Plug Power, Inc.",2018,6,55
Zions Bancorporation N.A.,2018,7,67
"Marker Therapeutics, Inc.",2018,1,3
Teledyne Technologies Incorporated,2018,5,45
"Rudolph Technologies, Inc.",2018,5,42
Finisar Corporation,2018,5,42
MutualFirst Financial Inc.,2018,7,66
"BGC Partners, Inc.",2018,8,69
"Everest Re Group, Ltd.",2018,8,74
"PFSweb, Inc.",2018,3,26
"HealthStream, Inc.",2018,2,7
"Applied Industrial Technologies, Inc.",2018,6,57
iStar Inc.,2018,10,93
Lyon William Homes,2018,10,100
"Energizer Holdings, Inc.",2018,6,59
"Align Technology, Inc.",2018,2,12
ON Semiconductor Corporation,2018,5,42
Patriot National Bancorp Inc.,2018,7,67
"Fidelity D & D Bancorp, Inc.",2018,7,67
Agenus Inc.,2018,1,3
"Beasley Broadcast Group, Inc.",2018,3,19
"MetLife, Inc.",2018,8,74
"MercadoLibre, Inc.",2018,6,47
Edwards Lifesciences Corporation,2018,2,10
"MVC Capital, Inc.",2018,8,72
Array BioPharma Inc.,2018,1,4
"Charles River Laboratories International, Inc.",2018,2,14
Alliance Data Systems Corporation,2018,3,25
"Equinix, Inc.",2018,3,29
"Entegris, Inc.",2018,5,42
"Delta Apparel, Inc.",2018,4,41
"DASAN Zhone Solutions, Inc.",2018,5,43
PacWest Bancorp,2018,7,67
"American Realty Investors, Inc.",2018,10,93
CenterState Bank Corporation,2018,7,67
Cabot Microelectronics Corporation,2018,5,42
"LivePerson, Inc.",2018,3,29
"BioDelivery Sciences International, Inc.",2018,1,4
"Mondelez International, Inc.",2018,4,34
"Insmed, Inc.",2018,1,4
Materion Corporation,2018,5,42
"Wolverine World Wide, Inc.",2018,4,41
"support.com, Inc.",2018,3,28
RPM International Inc.,2018,6,62
"China Pharma Holdings, Inc.",2018,1,2
"Chanticleer Holdings, Inc.",2018,10,94
ZIOPHARM Oncology Inc,2018,1,3
"Qualys, Inc.",2018,3,28
"Berkshire Hills Bancorp, Inc.",2018,7,67
"Curis, Inc.",2018,1,4
American River Bankshares,2018,7,66
"PNM Resources, Inc. (Holding Co.)",2018,9,86
Salesforce.com Inc,2018,3,29
"QEP Resources, Inc.",2018,9,85
"CUI Global, Inc.",2018,5,44
"Basic Energy Services, Inc.",2018,9,83
Hanmi Financial Corporation,2018,7,67
Bruker Corporation,2018,2,13
Exelon Corporation,2018,9,86
Pacific Mercantile Bancorp,2018,7,67
"Illumina, Inc.",2018,2,13
"NiSource, Inc",2018,9,86
IPG Photonics Corporation,2018,5,42
"GlobalSCAPE, Inc.",2018,3,28
"Infinity Pharmaceuticals, Inc.",2018,1,4
"T. Rowe Price Group, Inc.",2018,8,68
