Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK,SIC
AFB,Alliance National Municipal Income Fund Inc,13.17,378570807.1,,2002,,,https://www.nasdaq.com/symbol/afb,NYSE,,
AWF,Alliance World Dollar Government Fund II,11.7,1008887221,,1993,,,https://www.nasdaq.com/symbol/awf,NYSE,906013,
AB,AllianceBernstein Holding L.P.,28.55,2712090234,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab,NYSE,825313,6282
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.06,165408528.7,,2017,,,https://www.nasdaq.com/symbol/cbh,NYSE,715096,6021
NCV,AllianzGI Convertible & Income Fund,5.59,500939817.2,,2003,,,https://www.nasdaq.com/symbol/ncv,NYSE,1214935,
NCV^A,AllianzGI Convertible & Income Fund,25.1797,0,,,,,https://www.nasdaq.com/symbol/ncv^a,NYSE,1701809,
NCZ,AllianzGI Convertible & Income Fund II,5,378833895,,2003,,,https://www.nasdaq.com/symbol/ncz,NYSE,1227857,
NCZ^A,AllianzGI Convertible & Income Fund II,24.6792,0,,,,,https://www.nasdaq.com/symbol/ncz^a,NYSE,1701809,
ACV,AllianzGI Diversified Income & Convertible Fund,23.03,237748086.2,,2015,,,https://www.nasdaq.com/symbol/acv,NYSE,1368457,2844
NIE,AllianzGI Equity & Convertible Income Fund,21.18,586875878.7,,2007,,,https://www.nasdaq.com/symbol/nie,NYSE,1383441,
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.16,1152787225,,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj,NYSE,1260563,6163
ALSN,"Allison Transmission Holdings, Inc.",42.64,5129743457,,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn,NYSE,1411207,3714
ALL,Allstate Corporation (The),96.37,32101504918,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all,NYSE,899051,6331
ALL^A,Allstate Corporation (The),25.5,0,,,,,https://www.nasdaq.com/symbol/all^a,NYSE,,
ALL^B,Allstate Corporation (The),25.3,0,,,,,https://www.nasdaq.com/symbol/all^b,NYSE,,
ALL^D,Allstate Corporation (The),26.05,0,,,,,https://www.nasdaq.com/symbol/all^d,NYSE,,
ALL^E,Allstate Corporation (The),25.63,0,,,,,https://www.nasdaq.com/symbol/all^e,NYSE,,
ALL^F,Allstate Corporation (The),25.783,0,,,,,https://www.nasdaq.com/symbol/all^f,NYSE,,
ALL^G,Allstate Corporation (The),25.96,0,,,,,https://www.nasdaq.com/symbol/all^g,NYSE,,
ALLY,Ally Financial Inc.,29.43,11688402790,,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally,NYSE,40729,6022
ALLY^A,Ally Financial Inc.,25.88,0,,,,,https://www.nasdaq.com/symbol/ally^a,NYSE,40729,6022
AYX,"Alteryx, Inc.",86.29,5396708279,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx,NYSE,1689923,7372
ATUS,"Altice USA, Inc.",24.4,16470768185,,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus,NYSE,1702780,4841
MO,Altria Group,52.4,98036200821,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo,NYSE,764180,2111
ACH,Aluminum Corporation of China Limited,8.44,5746854388,,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach,NYSE,1161611,3334
AMBR,"Amber Road, Inc.",12.96,368563919,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr,NYSE,1314223,7372
ABEV,Ambev S.A.,4.26,66996747164,,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev,NYSE,1565025,2080
AMC,"AMC Entertainment Holdings, Inc.",12.69,1317768939,,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc,NYSE,1411579,7830
AEE,Ameren Corporation,75.38,18513113619,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee,NYSE,1002910,4931
AMRC,"Ameresco, Inc.",15.12,732914935.2,,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc,NYSE,1488139,1700
AMOV,"America Movil, S.A.B. de C.V.",14.2987,47197858247,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,NYSE,1129137,4813
AMX,"America Movil, S.A.B. de C.V.",14.19,46839055895,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx,NYSE,1129137,4813
AAT,"American Assets Trust, Inc.",45.97,2206848508,,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat,NYSE,1500217,6798
AXL,"American Axle & Manufacturing Holdings, Inc.",10.74,1207951825,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl,NYSE,1062231,3714
ACC,American Campus Communities Inc,47.34,6497894128,,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc,NYSE,1283630,6798
AEO,"American Eagle Outfitters, Inc.",18.7,3213964250,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo,NYSE,919012,5651
AEP,"American Electric Power Company, Inc.",88.29,43565422944,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep,NYSE,4904,4911
AEP^B,"American Electric Power Company, Inc.",53.41,0,,,,,https://www.nasdaq.com/symbol/aep^b,NYSE,,
AEL,American Equity Investment Life Holding Company,29.78,2706417180,,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael,NYSE,1039828,6311
AXP,American Express Company,119.51,99800475335,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp,NYSE,4962,6199
AFG,"American Financial Group, Inc.",99.75,8946323636,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg,NYSE,1042046,6331
AFGB,"American Financial Group, Inc.",26.35,0,,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgb,NYSE,,
AFGE,"American Financial Group, Inc.",26.11,0,,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge,NYSE,1042046,6331
AFGH,"American Financial Group, Inc.",26.23,0,,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh,NYSE,,
AMH,American Homes 4 Rent,24.4,7297606217,,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh,NYSE,1562401,6798
AMH^D,American Homes 4 Rent,26.98,0,,,,,https://www.nasdaq.com/symbol/amh^d,NYSE,1562401,6798
AMH^E,American Homes 4 Rent,26.73,0,,,,,https://www.nasdaq.com/symbol/amh^e,NYSE,1562401,6798
AMH^F,American Homes 4 Rent,24.98,0,,,,,https://www.nasdaq.com/symbol/amh^f,NYSE,1562401,6798
AMH^G,American Homes 4 Rent,25.12,0,,,,,https://www.nasdaq.com/symbol/amh^g,NYSE,1562401,6798
AMH^H,American Homes 4 Rent,25.64,0,,,,,https://www.nasdaq.com/symbol/amh^h,NYSE,1562401,6798
AIG,"American International Group, Inc.",52.76,45888199092,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig,NYSE,5272,6331
AIG.WS,"American International Group, Inc.",,0,,,,,https://www.nasdaq.com/symbol/aig.ws,NYSE,1503633,
AIG^A,"American International Group, Inc.",26.3,0,,,,,https://www.nasdaq.com/symbol/aig^a,NYSE,1503633,
AMID,"American Midstream Partners, LP",5.23,284780330.4,,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid,NYSE,1513965,4922
ARL,"American Realty Investors, Inc.",11.88,190045262.9,,,Finance,Real Estate,https://www.nasdaq.com/symbol/arl,NYSE,1102238,6510
ARA,"American Renal Associates Holdings, Inc",6.23,202581315,,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara,NYSE,1498068,8090
AWR,American States Water Company,74.3,2733884697,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr,NYSE,1056903,4941
AMT,American Tower Corporation (REIT),203,89730757305,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt,NYSE,1053507,6798
AVD,American Vanguard Corporation,13.71,407433231.6,,,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd,NYSE,5981,2870
AWK,American Water Works,113.69,20242263705,,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk,NYSE,1410636,4941
COLD,Americold Realty Trust,31.84,6098290460,,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold,NYSE,1455863,6798
APU,"AmeriGas Partners, L.P.",34.52,3210335629,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu,NYSE,932628,5990
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",146.39,19602250184,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp,NYSE,820027,6282
ABC,AmerisourceBergen Corporation (Holding Co),80.68,16957076407,,,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc,NYSE,1140859,5122
ANFI,Amira Nature Foods Ltd,1.02,46306551.6,,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi,NYSE,1552448,2000
AMN,AMN Healthcare Services Inc,50,2330984850,,,Technology,Professional Services,https://www.nasdaq.com/symbol/amn,NYSE,1142750,7363
AMRX,"Amneal Pharmaceuticals, Inc.",8.29,2477331572,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrx,NYSE,1723128,2834
AP,Ampco-Pittsburgh Corporation,4.47,55851961.62,,,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap,NYSE,6176,3561
APH,Amphenol Corporation,89.51,26739524682,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph,NYSE,820313,3678
AXR,AMREP Corporation,5.31,43159170.24,,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr,NYSE,6207,2721
AME,"AMTEK, Inc.",84.49,19250279162,,,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame,NYSE,1037868,3621
APC,Anadarko Petroleum Corporation,71.99,36135940438,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc,NYSE,773910,1311
PLAN,"Anaplan, Inc.",37.11,4691648858,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/plan,NYSE,1540755,7372
ANDX,Andeavor Logistics LP,35.61,8746900111,,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx,NYSE,1507615,4610
AU,AngloGold Ashanti Limited,11.62,4811908769,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au,NYSE,1067428,1040
BUD,Anheuser-Busch Inbev SA,82.76,1.6192E+11,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud,NYSE,1668717,2082
AXE,Anixter International Inc.,56.54,1904200766,,,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe,NYSE,52795,5063
NLY,Annaly Capital Management Inc,9.21,13411575687,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly,NYSE,1043219,6798
NLY^C,Annaly Capital Management Inc,25.83,0,,,,,https://www.nasdaq.com/symbol/nly^c,NYSE,1043219,6798
NLY^D,Annaly Capital Management Inc,25.75,0,,,,,https://www.nasdaq.com/symbol/nly^d,NYSE,1043219,6798
NLY^F,Annaly Capital Management Inc,25.94,0,,,,,https://www.nasdaq.com/symbol/nly^f,NYSE,1043219,6798
NLY^G,Annaly Capital Management Inc,24.92,0,,,,,https://www.nasdaq.com/symbol/nly^g,NYSE,1043219,6798
NLY^H.CL,Annaly Capital Management Inc,,0,,,,,https://www.nasdaq.com/symbol/nly^h.cl,NYSE,1043219,6798
AM,Antero Midstream Corporation,12.91,6543398746,,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am,NYSE,1598968,4922
AR,Antero Resources Corporation,7.08,2188591244,,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar,NYSE,1433270,1311
ANTM,"Anthem, Inc.",277.25,71307509211,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm,NYSE,1156039,6324
ANH,Anworth Mortgage Asset  Corporation,4.03,397540272.9,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh,NYSE,1047884,6798
ANH^A,Anworth Mortgage Asset  Corporation,26.9503,0,,,,,https://www.nasdaq.com/symbol/anh^a,NYSE,,
ANH^B,Anworth Mortgage Asset  Corporation,22.9299,0,,,,,https://www.nasdaq.com/symbol/anh^b,NYSE,,
ANH^C,Anworth Mortgage Asset  Corporation,25.33,0,,,,,https://www.nasdaq.com/symbol/anh^c,NYSE,,
AON,Aon plc,177.79,42762346287,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon,NYSE,315293,6411
APA,Apache Corporation,27.33,10273909807,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa,NYSE,6769,1311
AIV,Apartment Investment and Management Company,51.04,7596205058,,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,NYSE,922864,6798
APY,Apergy Corporation,30.87,2389100239,,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy,NYSE,1723089,3530
APHA,Aphria Inc.,7.35,1842718669,,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/apha,NYSE,1733418,2833
ARI,Apollo Commercial Real Estate Finance,18.76,2556642760,,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,NYSE,1467760,6798
ARI^C.CL,Apollo Commercial Real Estate Finance,,0,,,,,https://www.nasdaq.com/symbol/ari^c.cl,NYSE,1467760,6798
APO,"Apollo Global Management, LLC",31.81,12815321707,,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo,NYSE,1411494,6282
APO^A,"Apollo Global Management, LLC",25.75,0,,,,,https://www.nasdaq.com/symbol/apo^a,NYSE,,
APO^B,"Apollo Global Management, LLC",25.7785,0,,,,,https://www.nasdaq.com/symbol/apo^b,NYSE,,
AIY,Apollo Investment Corporation,26.12,0,,2013,,,https://www.nasdaq.com/symbol/aiy,NYSE,1278752,
AFT,Apollo Senior Floating Rate Fund Inc.,14.96,232972992.6,,2011,,,https://www.nasdaq.com/symbol/aft,NYSE,1502573,
AIF,Apollo Tactical Income Fund Inc.,14.85,214790786.1,,2013,,,https://www.nasdaq.com/symbol/aif,NYSE,1526697,
APLE,"Apple Hospitality REIT, Inc.",16.21,3628925892,,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple,NYSE,1418121,6798
AIT,"Applied Industrial Technologies, Inc.",55.34,2135756542,,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait,NYSE,109563,5080
ATR,"AptarGroup, Inc.",112.93,7136295033,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr,NYSE,896622,3089
APTV,Aptiv PLC,67.81,17483815423,,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv,NYSE,1521332,3714
WTR,"Aqua America, Inc.",39.64,8551904504,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr,NYSE,78128,4941
WTRU,"Aqua America, Inc.",55.5,0,,2019,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtru,NYSE,,
AQ,Aquantia Corp.,13,461923423,,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq,NYSE,1316016,3674
WAAS,AquaVenture Holdings Limited,18.31,493468122.6,,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas,NYSE,1422841,4941
ARMK,Aramark,31.56,7777330516,,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk,NYSE,1584509,5812
ABR,Arbor Realty Trust,12.94,1231267398,,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr,NYSE,1253986,6798
ABR^A,Arbor Realty Trust,25.84,0,,,,,https://www.nasdaq.com/symbol/abr^a,NYSE,1253986,6798
ABR^B,Arbor Realty Trust,25.58,0,,,,,https://www.nasdaq.com/symbol/abr^b,NYSE,1253986,6798
ABR^C,Arbor Realty Trust,26.14,0,,,,,https://www.nasdaq.com/symbol/abr^c,NYSE,1253986,6798
ARC,"ARC Document Solutions, Inc.",2.08,96240279.2,,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc,NYSE,1305168,7330
MT,ArcelorMittal,15.85,15997462425,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,NYSE,1243429,3312
ARCH,"Arch Coal, Inc.",88.61,1489520720,,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,NYSE,1037676,1221
ADM,Archer-Daniels-Midland Company,39.16,21936069075,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,NYSE,7084,2070
AROC,"Archrock, Inc.",9.25,1205576217,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,NYSE,1389050,4922
ARNC,Arconic Inc.,22.25,9815121986,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,NYSE,4281,3350
ARCO,Arcos Dorados Holdings Inc.,6.3,1282736694,,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco,NYSE,1508478,5812
ACA,"Arcosa, Inc.",34.42,1664179395,,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca,NYSE,1739445,3523
RCUS,"Arcus Biosciences, Inc.",8.96,399033913.6,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus,NYSE,1724521,2834
ARD,Ardagh Group S.A.,14.78,3493253000,,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,NYSE,1689662,3221
ASC,Ardmore Shipping Corporation,7.05,233339708.6,,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc,NYSE,1577437,4412
AFC,Ares Capital Corporation,25.65,205200000,,,,,https://www.nasdaq.com/symbol/afc,NYSE,3906,
ACRE,Ares Commercial Real Estate Corporation,15.12,436495273.2,,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,NYSE,1529377,6798
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.22,348765371.6,,2012,,,https://www.nasdaq.com/symbol/ardc,NYSE,1515324,
ARES,Ares Management Corporation,26.55,2743475698,,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,NYSE,1176948,6282
ARES^A,Ares Management Corporation,26.8,0,,,,,https://www.nasdaq.com/symbol/ares^a,NYSE,,
AGX,"Argan, Inc.",47.35,740236849.7,,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,NYSE,100591,1700
ARGD,"Argo Group International Holdings, Ltd.",25.77,0,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd,NYSE,1558368,6361
ARGO,"Argo Group International Holdings, Ltd.",71.8,2448746180,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,NYSE,1091748,6361
ANET,"Arista Networks, Inc.",255.94,19610773911,,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet,NYSE,1596532,3576
AI,Arlington Asset Investment Corp,7.1,259665580.7,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ai,NYSE,1209028,6798
AI^B,Arlington Asset Investment Corp,22.05,0,,,,,https://www.nasdaq.com/symbol/ai^b,NYSE,1209028,6798
AI^C,Arlington Asset Investment Corp,23.25,0,,,,,https://www.nasdaq.com/symbol/ai^c,NYSE,1209028,6798
AIC,Arlington Asset Investment Corp,24.6224,0,,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic,NYSE,1282552,6798
AIW,Arlington Asset Investment Corp,24.2144,0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiw,NYSE,1209028,6798
ARLO,"Arlo Technologies, Inc.",3.87,288502559.6,,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo,NYSE,1736946,3651
AHH,"Armada Hoffler Properties, Inc.",16.55,1148745893,,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh,NYSE,1569187,6500
ARR,"ARMOUR Residential REIT, Inc.",18.13,1084026730,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr,NYSE,1428205,6798
ARR^A,"ARMOUR Residential REIT, Inc.",25.54,0,,,,,https://www.nasdaq.com/symbol/arr^a,NYSE,1428205,6798
ARR^B,"ARMOUR Residential REIT, Inc.",25.04,0,,,,,https://www.nasdaq.com/symbol/arr^b,NYSE,1428205,6798
AFI,"Armstrong Flooring, Inc.",11.6,300914869.2,,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,NYSE,1655075,3089
AWI,Armstrong World Industries Inc,89.08,4361290435,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,NYSE,7431,3089
ARW,"Arrow Electronics, Inc.",65.26,5528904859,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/arw,NYSE,7536,5065
AJG,Arthur J. Gallagher & Co.,84.28,15613038560,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg,NYSE,354190,6411
APAM,Artisan Partners Asset Management Inc.,25.2,1960987190,,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,NYSE,1517302,6282
ASA,ASA Gold and Precious Metals Limited,9.43,181904700,,,,,https://www.nasdaq.com/symbol/asa,NYSE,1230869,
ABG,Asbury Automotive Group Inc,78.58,1524747304,,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg,NYSE,1144980,5500
ASX,"ASE Technology Holding Co., Ltd.",3.67,7798171483,,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,NYSE,1122411,3674
ASGN,ASGN Incorporated,54.3,2867040000,,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn,NYSE,890564,7363
AHT,Ashford Hospitality Trust Inc,4.94,504582606.3,,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht,NYSE,1232582,6798
AHT^D,Ashford Hospitality Trust Inc,25.55,0,,,,,https://www.nasdaq.com/symbol/aht^d,NYSE,1232582,6798
AHT^F,Ashford Hospitality Trust Inc,23.5,0,,,,,https://www.nasdaq.com/symbol/aht^f,NYSE,1232582,6798
AHT^G,Ashford Hospitality Trust Inc,23.21,0,,,,,https://www.nasdaq.com/symbol/aht^g,NYSE,1232582,6798
AHT^H,Ashford Hospitality Trust Inc,23.3,0,,,,,https://www.nasdaq.com/symbol/aht^h,NYSE,1232582,6798
AHT^I,Ashford Hospitality Trust Inc,23.47,0,,,,,https://www.nasdaq.com/symbol/aht^i,NYSE,1232582,6798
ASH,Ashland Global Holdings Inc.,73.51,4611079780,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,NYSE,1674862,5160
ASPN,"Aspen Aerogels, Inc.",4.79,116142205.5,,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn,NYSE,1145986,5030
AHL^C,Aspen Insurance Holdings Limited,26.2,0,,,,,https://www.nasdaq.com/symbol/ahl^c,NYSE,,
AHL^D,Aspen Insurance Holdings Limited,24.9352,0,,,,,https://www.nasdaq.com/symbol/ahl^d,NYSE,,
ASB,Associated Banc-Corp,21.13,3463285012,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,NYSE,7789,6022
ASB^C,Associated Banc-Corp,26.01,0,,,,,https://www.nasdaq.com/symbol/asb^c,NYSE,7789,6022
ASB^D,Associated Banc-Corp,24.9201,0,,,,,https://www.nasdaq.com/symbol/asb^d,NYSE,7789,6022
ASB^E,Associated Banc-Corp,25.76,0,,,,,https://www.nasdaq.com/symbol/asb^e,NYSE,7789,6022
AC,"Associated Capital Group, Inc.",38.93,878025351.4,,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac,NYSE,1642122,6211
AIZ,"Assurant, Inc.",100.85,6199721680,,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,NYSE,1267238,6321
AIZP,"Assurant, Inc.",105.71,303916250,,,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp,NYSE,,
AGO,Assured Guaranty Ltd.,42,4265660658,,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,NYSE,1273813,6351
AGO^B,Assured Guaranty Ltd.,27.3,0,,,,,https://www.nasdaq.com/symbol/ago^b,NYSE,,
AGO^E,Assured Guaranty Ltd.,26.17,0,,,,,https://www.nasdaq.com/symbol/ago^e,NYSE,,
AGO^F,Assured Guaranty Ltd.,25.77,0,,,,,https://www.nasdaq.com/symbol/ago^f,NYSE,,
AZN,Astrazeneca PLC,39.02,1.0237E+11,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn,NYSE,901832,2834
HOME,At Home Group Inc.,20.74,1320608819,,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,NYSE,1646228,5700
T,AT&T Inc.,32.27,2.35511E+11,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t,NYSE,732717,4813
TBB,AT&T Inc.,25.55,0,,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb,NYSE,1506294,
TBC,AT&T Inc.,25.93,0,,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc,NYSE,1506294,
ATTO,Atento S.A.,2.67,201334973.2,,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto,NYSE,1606457,4813
ATH,Athene Holding Ltd.,43.09,8464492435,,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath,NYSE,1527469,6311
ATKR,Atkore International Group Inc.,23.83,1102404205,,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr,NYSE,1666138,3690
AT,Atlantic Power Corporation,2.62,287400860.7,,,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at,NYSE,1419242,4900
ATO,Atmos Energy Corporation,102.81,12027557767,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato,NYSE,731802,4924
AUO,AU Optronics Corp,2.88,2771782592,,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,NYSE,1172494,3674
ACB,Aurora Cannabis Inc.,8.31,8419146773,,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb,NYSE,1683541,2833
ATHM,Autohome Inc.,89.66,10584931893,,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,NYSE,1527636,7374
ALV,"Autoliv, Inc.",66,5756832708,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,NYSE,1034670,3714
AN,"AutoNation, Inc.",39.7,3541591464,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,NYSE,350698,5500
AZO,"AutoZone, Inc.",1052.19,25895448090,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo,NYSE,866787,5531
AVLR,"Avalara, Inc.",69.27,4845468988,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr,NYSE,1348036,7372
AVB,"AvalonBay Communities, Inc.",205.28,28616703881,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb,NYSE,915912,6798
