Name,Source,Sector,Industry
"Watsco, Inc.",10K,4,48
"PRA Group, Inc.",10K,8,84
Citizens & Northern Corp,10K,5,53
Atomera Incorporated,10K,3,38
Insulet Corporation,10K,1,5
"Roper Technologies, Inc.",10K,1,7
"Franklin Resources, Inc.",10K,6,57
"Steel Connect, Inc.",10K,7,63
WD-40 Company,10K,9,86
"BioHiTech Global, Inc.",10K,7,61
"Gaia, Inc.",10K,9,92
"Stage Stores, Inc.",10K,9,89
"GWG Holdings, Inc",10K,8,84
"Vishay Intertechnology, Inc.",10K,8,72
Altisource Asset Management Corp,10K,6,59
"Equifax, Inc.",10K,8,81
"Republic First Bancorp, Inc.",10K,8,72
"PulteGroup, Inc.",10K,10,96
"Oaktree Capital Group, LLC",10K,6,57
"Monro, Inc.",10K,4,43
"Ideanomics, Inc.",10K,8,70
"BankUnited, Inc.",10K,5,53
"Calix, Inc",10K,3,39
Renasant Corporation,10K,5,53
"Loral Space and Communications, Inc.",10K,3,39
"Simulations Plus, Inc.",10K,1,10
"Nova Lifestyle, Inc",10K,2,21
Bank of America Corporation,10K,5,53
Hallador Energy Company,10K,2,22
NRC Group Holdings Corp.,10K,8,69
IRIDEX Corporation,10K,1,6
Resonant Inc.,10K,3,38
Green Dot Corporation,10K,8,83
Mosaic Acquisition Corp.,10K,8,69
Zovio Inc.,10K,8,75
Western Union Company (The),10K,8,83
National Beverage Corp.,10K,9,86
BancFirst Corporation,10K,5,53
"AutoNation, Inc.",10K,4,43
DTE Energy Company,10K,7,65
"First Business Financial Services, Inc.",10K,6,59
Marvell Technology Group Ltd.,10K,3,38
"Merck & Company, Inc.",10K,1,8
"Richardson Electronics, Ltd.",10K,3,38
"Fortinet, Inc.",10K,7,60
"Varonis Systems, Inc.",10K,7,60
Capital Senior Living Corporation,10K,8,76
SandRidge Mississippian Trust I,10K,2,27
Cherokee Inc.,10K,9,88
"DSP Group, Inc.",10K,3,38
"EZCORP, Inc.",10K,9,90
"Echo Global Logistics, Inc.",10K,8,72
"LSC Communications, Inc.",10K,7,63
Yangtze River Port and Logistics Limited,10K,8,71
Oaktree Specialty Lending Corporation,10K,6,58
Territorial Bancorp Inc.,10K,5,52
"Suburban Propane Partners, L.P.",10K,2,32
Tenet Healthcare Corporation,10K,8,76
Quanex Building Products Corporation,10K,4,51
Anworth Mortgage Asset  Corporation,10K,6,59
"Marathon Patent Group, Inc.",10K,7,62
"Fortune Brands Home & Security, Inc.",10K,4,49
"Alexander&#39;s, Inc.",10K,10,100
"Tengasco, Inc.",10K,2,28
PennantPark Investment Corporation,10K,6,58
Cambrex Corporation,10K,1,8
"U.S. Global Investors, Inc.",10K,6,57
GSV Capital Corp,10K,6,58
"MercadoLibre, Inc.",10K,7,66
"Lawson Products, Inc.",10K,4,48
Neonode Inc.,10K,3,35
"BioTelemetry, Inc.",10K,1,5
"Fidelity D & D Bancorp, Inc.",10K,5,53
"Fortress Biotech, Inc.",10K,1,2
"ADOMANI, Inc.",10K,8,72
"Oceaneering International, Inc.",10K,2,16
"Arista Networks, Inc.",10K,7,60
CSP Inc.,10K,3,39
CVB Financial Corporation,10K,5,53
"Barnes & Noble Education, Inc",10K,8,75
"Jaguar Health, Inc.",10K,1,3
Semtech Corporation,10K,3,38
Cytosorbents Corporation,10K,1,3
Vanda Pharmaceuticals Inc.,10K,1,4
AMC Networks Inc.,10K,7,67
"Northfield Bancorp, Inc.",10K,5,52
ZIOPHARM Oncology Inc,10K,1,2
Nucor Corporation,10K,4,51
Bank OZK,10K,5,53
SeaSpine Holdings Corporation,10K,1,6
Capri Holdings Limited,10K,9,88
"Sound Financial Bancorp, Inc.",10K,5,52
Alcoa Corporation,10K,2,23
"Ocean Power Technologies, Inc.",10K,3,33
"Cutera, Inc.",10K,1,6
Discover Financial Services,10K,8,83
"NantKwest, Inc.",10K,1,1
"Aviat Networks, Inc.",10K,3,39
Dover Corporation,10K,4,47
"Riot Blockchain, Inc",10K,1,3
First BanCorp.,10K,5,53
"Howard Bancorp, Inc.",10K,5,53
Chevron Corporation,10K,2,28
"Triumph Bancorp, Inc.",10K,5,53
NXT-ID Inc.,10K,7,62
Silvercrest Asset Management Group Inc.,10K,6,57
"Professional Diversity Network, Inc.",10K,7,66
"StarTek, Inc.",10K,8,79
"Aqua America, Inc.",10K,2,29
"China Pharma Holdings, Inc.",10K,8,72
"Diamond Hill Investment Group, Inc.",10K,6,57
Falcon Minerals Corporation,10K,8,69
"Armstrong Flooring, Inc.",10K,4,49
"Akcea Therapeutics, Inc.",10K,1,4
"White Mountains Insurance Group, Ltd.",10K,6,55
"PC-Tel, Inc.",10K,3,34
"CynergisTek, Inc.",10K,7,63
"HTG Molecular Diagnostics, Inc.",10K,1,11
Atlantic Power Corporation,10K,2,30
"Mobile Mini, Inc.",10K,4,40
Sanchez Midstream Partners LP,10K,2,28
"Dorchester Minerals, L.P.",10K,2,27
Southwestern Energy Company,10K,2,28
Quanterix Corporation,10K,1,11
"American Renal Associates Holdings, Inc",10K,8,76
L.S. Starrett Company (The),10K,4,47
"Rapid7, Inc.",10K,7,60
"Syros Pharmaceuticals, Inc.",10K,1,1
"Par Pacific Holdings, Inc.",10K,2,28
Herc Holdings Inc.,10K,8,74
"Avanos Medical, Inc.",10K,1,7
"The Habit Restaurants, Inc.",10K,10,93
CTS Corporation,10K,4,45
"Barnes & Noble, Inc.",10K,9,89
"Star Group, L.P.",10K,2,32
"Badger Meter, Inc.",10K,4,50
"DGSE Companies, Inc.",10K,9,90
Capstone Turbine Corporation,10K,3,33
GATX Corporation,10K,9,89
Willis Lease Finance Corporation,10K,2,15
CVS Health Corporation,10K,1,8
Amphenol Corporation,10K,3,36
"Lincoln Electric Holdings, Inc.",10K,4,47
"Williams-Sonoma, Inc.",10K,9,89
EQT Corporation,10K,2,31
"Zimmer Biomet Holdings, Inc.",10K,1,6
Bunge Limited,10K,2,26
"Mesa Laboratories, Inc.",10K,1,7
"Dillard&#39;s, Inc.",10K,9,89
"Insys Therapeutics, Inc.",10K,1,4
Levi Strauss & Co,10K,9,88
Fox Factory Holding Corp.,10K,8,72
Ocwen Financial Corporation,10K,8,72
OneSpan Inc.,10K,7,62
Apache Corporation,10K,2,28
"CB Financial Services, Inc.",10K,5,52
Keurig Dr Pepper Inc.,10K,9,86
Matthews International Corporation,10K,4,47
National Retail Properties,10K,10,100
Sysco Corporation,10K,9,86
"Helius Medical Technologies, Inc.",10K,1,5
"Immunomedics, Inc.",10K,1,2
Plexus Corp.,10K,3,37
Microsoft Corporation,10K,7,60
Qumu Corporation,10K,3,35
"Information Services Group, Inc.",10K,8,79
Hill-Rom Holdings Inc,10K,1,7
"Funko, Inc.",10K,9,87
"Codexis, Inc.",10K,2,24
Commercial Metals Company,10K,4,51
Gladstone Investment Corporation,10K,6,58
Southern Company (The),10K,2,30
MTS Systems Corporation,10K,8,72
PJT Partners Inc.,10K,6,57
BorgWarner Inc.,10K,4,45
Houston American Energy Corporation,10K,2,28
Astrotech Corporation,10K,1,10
"CBAK Energy Technology, Inc.",10K,8,71
Weingarten Realty Investors,10K,10,100
"Cable One, Inc.",10K,8,72
"Western New England Bancorp, Inc.",10K,5,52
"Spok Holdings, Inc.",10K,7,65
"Tetra Tech, Inc.",10K,2,17
"Epizyme, Inc.",10K,1,1
"Great Western Bancorp, Inc.",10K,8,72
"Boston Properties, Inc.",10K,10,100
"AstroNova, Inc.",10K,8,72
Vertex Pharmaceuticals Incorporated,10K,1,2
"IES Holdings, Inc.",10K,2,18
Americold Realty Trust,10K,2,32
"Woodward, Inc.",10K,4,45
Invesco Mortgage Capital Inc.,10K,6,59
"Monarch Casino & Resort, Inc.",10K,10,95
Trio-Tech International,10K,8,72
"Goldman Sachs BDC, Inc.",10K,6,58
"Matinas Biopharma Holdings, Inc.",10K,1,4
AdvisorShares Vice ETF,10K,1,8
"GoPro, Inc.",10K,7,66
Humana Inc.,10K,8,72
"GSI Technology, Inc.",10K,3,38
Concho Resources Inc.,10K,2,28
Community West Bancshares,10K,5,52
"ProPhase Labs, Inc.",10K,1,3
"Shiloh Industries, Inc.",10K,4,45
"PS Business Parks, Inc.",10K,10,100
"Daseke, Inc.",10K,8,69
Lancaster Colony Corporation,10K,9,86
RBC Bearings Incorporated,10K,4,45
Liberty Property Trust,10K,10,100
"Alaska Communications Systems Group, Inc.",10K,8,72
"Guaranty Federal Bancshares, Inc.",10K,5,52
Smart,10K,9,85
Yelp Inc.,10K,7,66
Regions Financial Corporation,10K,5,53
SecureWorks Corp.,10K,7,60
"Immunic, Inc.",10K,1,1
"Pacira BioSciences, Inc.",10K,1,4
"TPG RE Finance Trust, Inc.",10K,6,59
Moelis & Company,10K,6,57
"ChemoCentryx, Inc.",10K,1,2
"BJ&#39;s Restaurants, Inc.",10K,10,93
Westlake Chemical Corporation,10K,2,25
"Popular, Inc.",10K,5,53
Kennedy-Wilson Holdings Inc.,10K,8,69
R.R. Donnelley & Sons Company,10K,7,63
"TechTarget, Inc.",10K,7,66
TE Connectivity Ltd.,10K,4,51
Research Frontiers Incorporated,10K,3,35
"Peak Resorts, Inc.",10K,10,94
"Watsco, Inc.",10K,4,48
"PRA Group, Inc.",10K,8,84
Citizens & Northern Corp,10K,5,53
Atomera Incorporated,10K,3,38
Insulet Corporation,10K,1,5
"Roper Technologies, Inc.",10K,1,7
"Franklin Resources, Inc.",10K,6,57
"Steel Connect, Inc.",10K,7,63
WD-40 Company,10K,9,86
"BioHiTech Global, Inc.",10K,7,61
"Gaia, Inc.",10K,9,92
"Stage Stores, Inc.",10K,9,89
"GWG Holdings, Inc",10K,8,84
"Vishay Intertechnology, Inc.",10K,8,72
"Amber Road, Inc.",10K,7,60
CIT Group Inc (DEL),10K,8,84
Gencor Industries Inc.,10K,2,20
"Malibu Boats, Inc.",10K,4,41
TMSR Holding Company Limited,10K,8,69
"Zayo Group Holdings, Inc.",10K,7,65
"Soleno Therapeutics, Inc.",10K,1,5
"Cardinal Health, Inc.",10K,1,8
QuickLogic Corporation,10K,3,38
Toro Company (The),10K,4,41
"22nd Century Group, Inc",10K,1,3
"Yext, Inc.",10K,7,66
"Craft Brew Alliance, Inc.",10K,9,86
"Radiant Logistics, Inc.",10K,8,74
"Exponent, Inc.",10K,8,80
First Foundation Inc.,10K,5,53
"KVH Industries, Inc.",10K,8,72
RLI Corp.,10K,6,55
Apyx Medical Corporation,10K,8,72
"Nasdaq, Inc.",10K,6,56
"Pinnacle Financial Partners, Inc.",10K,5,53
"Nutanix, Inc.",10K,7,60
Stellus Capital Investment Corporation,10K,6,55
Kellogg Company,10K,9,86
inTest Corporation,10K,8,72
"Sunesis Pharmaceuticals, Inc.",10K,1,2
California Resources Corporation,10K,2,28
Farmland Partners Inc.,10K,10,100
Norwood Financial Corp.,10K,5,52
"SenesTech, Inc.",10K,8,72
Sprague Resources LP,10K,2,32
"Medpace Holdings, Inc.",10K,1,9
Canadian Pacific Railway Limited,10K,2,22
"LTC Properties, Inc.",10K,10,99
Mexco Energy Corporation,10K,2,28
Torchmark Corporation,10K,6,54
"Dril-Quip, Inc.",10K,2,16
"Alteryx, Inc.",10K,7,60
"MyoKardia, Inc.",10K,8,72
"Nathan&#39;s Famous, Inc.",10K,10,93
"Idera Pharmaceuticals, Inc.",10K,1,2
Procter & Gamble Company (The),10K,9,86
"TriNet Group, Inc.",10K,8,80
"Cohen & Steers Infrastructure Fund, Inc",10K,6,59
"Neuralstem, Inc.",10K,1,2
AllianceBernstein Holding L.P.,10K,8,72
"ABIOMED, Inc.",10K,1,5
"Diversified Restaurant Holdings, Inc.",10K,10,93
Potbelly Corporation,10K,10,93
"FormFactor, Inc.",10K,3,37
"Customers Bancorp, Inc",10K,5,53
Middlefield Banc Corp.,10K,5,52
"MetLife, Inc.",10K,6,54
"Smart Sand, Inc.",10K,2,22
"Taronis Technologies, Inc.",10K,2,20
"S&T Bancorp, Inc.",10K,5,53
Zix Corporation,10K,7,61
"BeiGene, Ltd.",10K,1,1
Pilgrim&#39;s Pride Corporation,10K,9,86
IDEX Corporation,10K,4,45
"Infinity Pharmaceuticals, Inc.",10K,1,2
"Pacific Ethanol, Inc.",10K,2,25
VOXX International Corporation,10K,3,35
Drive Shack Inc.,10K,6,58
"Ebix, Inc.",10K,7,61
"Alnylam Pharmaceuticals, Inc.",10K,1,2
Repligen Corporation,10K,1,2
"Selecta Biosciences, Inc.",10K,1,1
"Innophos Holdings, Inc.",10K,2,23
"Exelixis, Inc.",10K,1,2
"Southern National Bancorp of Virginia, Inc.",10K,5,53
Teleflex Incorporated,10K,1,7
1st Source Corporation,10K,8,72
Whitestone REIT,10K,10,100
Genie Energy Ltd.,10K,8,72
Teledyne Technologies Incorporated,10K,4,44
"Fiesta Restaurant Group, Inc.",10K,10,93
Kemet Corporation,10K,3,36
Booz Allen Hamilton Holding Corporation,10K,2,17
"Aqua Metals, Inc.",10K,2,23
"GTx, Inc.",10K,1,4
Koss Corporation,10K,9,88
Olin Corporation,10K,2,23
Sanmina Corporation,10K,3,37
Core Molding Technologies Inc,10K,8,72
"Navidea Biopharmaceuticals, Inc.",10K,1,5
"Ritter Pharmaceuticals, Inc.",10K,1,4
"Royal Gold, Inc.",10K,2,21
ResMed Inc.,10K,8,72
"ADTRAN, Inc.",10K,7,64
"Sportsman&#39;s Warehouse Holdings, Inc.",10K,9,89
"Core-Mark Holding Company, Inc.",10K,9,85
"Stein Mart, Inc.",10K,9,89
"YogaWorks, Inc.",10K,8,72
"Ever-Glory International Group, Inc.",10K,9,88
Franklin Covey Company,10K,8,72
"Esperion Therapeutics, Inc.",10K,1,4
Innospec Inc.,10K,2,23
Kaiser Aluminum Corporation,10K,8,72
"Commvault Systems, Inc.",10K,7,64
"Golden Entertainment, Inc.",10K,10,95
"Xilinx, Inc.",10K,3,38
"Zogenix, Inc.",10K,1,4
"Carter&#39;s, Inc.",10K,9,88
"Retractable Technologies, Inc.",10K,1,7
"Argo Group International Holdings, Ltd.",10K,6,55
Pegasystems Inc.,10K,8,72
"Rambus, Inc.",10K,3,38
ConocoPhillips,10K,2,28
"International Money Express, Inc.",10K,8,69
"Cara Therapeutics, Inc.",10K,1,4
"LiqTech International, Inc.",10K,2,20
"Dolphin Entertainment, Inc.",10K,7,67
Arrow Financial Corporation,10K,5,53
"Sientra, Inc.",10K,1,5
"CenterPoint Energy, Inc.",10K,2,30
"Superior Industries International, Inc.",10K,4,45
Cerus Corporation,10K,1,5
The Blackstone Group L.P.,10K,6,57
"The Travelers Companies, Inc.",10K,6,55
"ServisFirst Bancshares, Inc.",10K,5,53
"Holly Energy Partners, L.P.",10K,2,31
"G-III Apparel Group, LTD.",10K,9,88
eMagin Corporation,10K,3,35
"Innoviva, Inc.",10K,1,4
CubeSmart,10K,10,100
"First Capital, Inc.",10K,5,52
Aircastle Limited,10K,2,15
"Roadrunner Transportation Systems, Inc.",10K,2,13
"Energizer Holdings, Inc.",10K,9,86
Standard Diversified Inc.,10K,1,12
"Jack Henry & Associates, Inc.",10K,8,83
Zymeworks Inc.,10K,1,1
"Manitex International, Inc.",10K,4,40
"American National Bankshares, Inc.",10K,5,53
"Apollo Medical Holdings, Inc.",10K,8,76
"PGT Innovations, Inc.",10K,4,49
"IVERIC bio, Inc.",10K,1,4
Arbutus Biopharma Corporation,10K,1,2
"Salisbury Bancorp, Inc.",10K,5,53
TransAct Technologies Incorporated,10K,3,35
Lockheed Martin Corporation,10K,4,44
Tiptree Inc.,10K,10,99
First Northwest Bancorp,10K,5,52
"Mannatech, Incorporated",10K,9,85
"Amyris, Inc.",10K,2,25
Abeona Therapeutics Inc.,10K,1,2
Applied DNA Sciences Inc,10K,7,62
"Kratos Defense & Security Solutions, Inc.",10K,8,72
Cummins Inc.,10K,4,45
"Live Oak Bancshares, Inc.",10K,5,53
"Spartan Motors, Inc.",10K,3,34
"Basic Energy Services, Inc.",10K,2,16
"Jernigan Capital, Inc.",10K,10,100
vTv Therapeutics Inc.,10K,1,4
"Estre Ambiental, Inc.",10K,8,69
Jensyn Acquistion Corp.,10K,8,69
Akari Therapeutics Plc,10K,1,4
Anadarko Petroleum Corporation,10K,2,28
"Extreme Networks, Inc.",10K,7,60
Cerner Corporation,10K,8,77
MEDIFAST INC,10K,8,78
A.O Smith Corporation,10K,4,51
"Avnet, Inc.",10K,7,63
"MoSys, Inc.",10K,3,38
S&P Global Inc.,10K,6,56
SEACOR Marine Holdings Inc.,10K,2,18
Nanometrics Incorporated,10K,3,37
"Vail Resorts, Inc.",10K,10,94
"CatchMark Timber Trust, Inc.",10K,10,97
Pennsylvania Real Estate Investment Trust,10K,10,100
"Akamai Technologies, Inc.",10K,7,65
PCSB Financial Corporation,10K,5,52
"Independent Bank Group, Inc",10K,5,53
"China Biologic Products Holdings, Inc.",10K,8,71
"Newmark Group, Inc.",10K,8,82
"Tanger Factory Outlet Centers, Inc.",10K,10,100
"Hill International, Inc.",10K,2,17
"Carver Bancorp, Inc.",10K,8,72
Monmouth Real Estate Investment Corporation,10K,10,100
"CoreLogic, Inc.",10K,6,55
"Odyssey Marine Exploration, Inc.",10K,2,28
Stryker Corporation,10K,1,6
"Brighthouse Financial, Inc.",10K,6,54
Rayonier Inc.,10K,10,97
Carnival Corporation,10K,2,15
"GSE Systems, Inc.",10K,2,20
"REV Group, Inc.",10K,8,72
The Community Financial Corporation,10K,5,52
"National Vision Holdings, Inc.",10K,9,85
Noble Midstream Partners LP,10K,8,72
"TrueCar, Inc.",10K,4,43
"NII Holdings, Inc.",10K,7,65
AZZ Inc.,10K,4,47
St. Joe Company (The),10K,10,97
"Network-1 Technologies, Inc.",10K,3,38
Electronic Arts Inc.,10K,9,87
Aquantia Corp.,10K,3,38
"NeoGenomics, Inc.",10K,1,11
"Plains Group Holdings, L.P.",10K,2,31
ORBCOMM Inc.,10K,7,65
"AMTEK, Inc.",10K,4,45
LATAM Airlines Group S.A.,10K,8,78
"NexPoint Residential Trust, Inc.",10K,10,100
AGNC Investment Corp.,10K,6,59
NetSol Technologies Inc.,10K,7,61
"MidWestOne Financial Group, Inc.",10K,5,53
"Clearside Biomedical, Inc.",10K,1,4
"Amazon.com, Inc.",10K,8,72
Blueprint Medicines Corporation,10K,8,72
CenterState Bank Corporation,10K,5,53
ArcBest Corporation,10K,2,13
"Melinta Therapeutics, Inc.",10K,1,4
"J. Jill, Inc.",10K,9,89
"El Pollo Loco Holdings, Inc.",10K,10,93
OUTFRONT Media Inc.,10K,8,74
Norfolk Souther Corporation,10K,8,72
"Allison Transmission Holdings, Inc.",10K,4,42
"AIT Therapeutics, Inc.",10K,1,4
Limoneira Co,10K,2,26
Principal Financial Group Inc,10K,6,54
"Castle Brands, Inc.",10K,9,86
American Shared Hospital Services,10K,1,5
Ingevity Corporation,10K,2,23
CrossAmerica Partners LP,10K,2,32
"j2 Global, Inc.",10K,7,65
Two River Bancorp,10K,8,72
McGrath RentCorp,10K,3,37
"Qurate Retail, Inc.",10K,8,72
Broadcom Inc.,10K,3,38
Fulton Financial Corporation,10K,5,53
"Covenant Transportation Group, Inc.",10K,2,13
"Omnicell, Inc.",10K,8,72
"HCP, Inc.",10K,10,99
