CIK,Year,Industry,similarity
1001902,2016,1,0.2831744499002191
1001902,2017,1,0.2749751847494933
1001907,2007,1,0.17826286060936403
1001907,2008,1,0.2008611830616742
1001907,2009,1,0.2124240881089774
1001907,2010,1,0.23103203351518825
1001907,2011,1,0.2289543007296894
1001907,2012,1,0.2205765378560271
1001907,2013,1,0.20135549705517145
1001907,2014,1,0.18899680641234562
1001907,2015,1,0.176113045559124
1001907,2016,1,0.1742616052982163
1001907,2017,1,0.139242614469778
1002047,2007,1,0.2401787085155466
1002047,2008,1,0.27679233384180535
1002047,2009,1,0.29180352184048136
1002047,2010,1,0.2789940818659613
1002047,2011,1,0.28225032445410153
1002047,2012,1,0.31005663253758564
1002047,2013,1,0.31565707413143734
1002047,2014,1,0.2147280345945533
1002047,2015,1,0.20901331882199284
1002047,2016,1,0.20851288756747643
1002047,2017,1,0.23419615427288049
1002135,2007,1,0.2060188452620163
1002135,2008,1,0.19275648190392153
1002135,2009,1,0.2297570124344189
1002135,2010,1,0.26821344225986465
1002135,2011,1,0.2558657080504728
1002135,2012,1,0.2777596792283921
1002135,2013,1,0.19164387375086828
1002135,2014,1,0.19606291168335538
1002135,2015,1,0.19418159245172578
1002135,2016,1,0.19410755579657024
1002135,2017,1,0.19223128473811427
1002517,2007,1,0.32089213846576947
1002517,2008,1,0.2940204413346166
1002517,2009,1,0.3051032520579618
1002517,2010,1,0.3003934112667677
1002517,2011,1,0.298866039665562
1002517,2012,1,0.3007743298288424
1002517,2013,1,0.3086691479552591
1002517,2014,1,0.37714649034352193
1002517,2015,1,0.3746133320806073
1002517,2016,1,0.3655734647406658
1002517,2017,1,0.3637213349268495
1002638,2007,1,0.315106936599759
1002638,2008,1,0.26948995774538764
1002638,2009,1,0.2678979222988902
1002638,2010,1,0.2782313153239198
1002638,2011,1,0.28425372990912634
1002638,2012,1,0.28876352288127966
1002638,2013,1,0.2914566373763366
1002638,2014,1,0.291914261483978
1002638,2015,1,0.29408441740632213
1002638,2016,1,0.3073031375365545
1002638,2017,1,0.3035472709101327
1003201,2008,1,0.1489625534124916
1003201,2010,1,0.1981419586657879
1003201,2011,1,0.11675084525720361
1003201,2012,1,0.10455175348673919
1003201,2013,1,0.11583368036183184
1003201,2014,1,0.18393196166488893
1003201,2015,1,0.5392856807892851
1003201,2016,1,0.1431920146041145
1003201,2017,1,0.4864993857744724
100378,2007,1,0.13460360396641574
100378,2008,1,0.17378417337834604
100378,2009,1,0.161821170575234
100378,2010,1,0.1589636401267401
100378,2011,1,0.5160274158001121
100378,2012,1,0.18286036935239006
100378,2013,1,0.19871641551490343
100378,2014,1,0.19316035973033424
100378,2015,1,0.17257370100085562
100378,2016,1,0.1811984520975273
100378,2017,1,0.18415941575960612
1004702,2007,1,0.23846659205099008
1004702,2008,1,0.2271225831305836
1004702,2009,1,0.22790402301021903
1004702,2010,1,0.2359685450529483
1004702,2011,1,0.1840070058658303
1004702,2012,1,0.1676454372565316
1004702,2013,1,0.18172097951868746
1004702,2014,1,0.19964585526668852
1004702,2015,1,0.18502514029698555
1004702,2016,1,0.1897941766247955
1004702,2017,1,0.17841960181333444
1004989,2007,1,0.3170061487657826
1004989,2008,1,0.5075807229688691
1004989,2009,1,0.2910364946916326
1004989,2010,1,0.30177736696818347
1004989,2011,1,0.28802772227831286
1004989,2012,1,0.3138206753908467
1004989,2013,1,0.3113516912026129
1004989,2014,1,0.31887648146020076
1004989,2015,1,0.3354995158275172
1004989,2016,1,0.274495064905667
1004989,2017,1,0.2996714326989174
100517,2007,1,0.28139425442657995
100517,2008,1,0.24136991140562622
100517,2009,1,0.27894648317448867
100517,2010,1,0.2580820037622576
100517,2011,1,0.22856605171193287
100517,2012,1,0.27036645593004416
100517,2013,1,0.19114361235204022
100517,2014,1,0.20016191851479362
100517,2015,1,0.18951186608830295
100517,2016,1,0.2042359781660672
100517,2017,1,0.1978034714018758
1005201,2007,1,0.23381819450655666
1005201,2008,1,0.21855818845157313
1005201,2009,1,0.2191418298592327
1005201,2010,1,0.19822489512261446
1005201,2011,1,0.175340721183685
1005201,2012,1,0.1749668673354194
1005201,2013,1,0.17546080312526874
1005201,2014,1,0.16654995449772492
1005201,2015,1,0.17864870093508195
1005201,2016,1,0.17821561200665645
1005201,2017,1,0.16884759050824133
1005229,2007,1,0.23087002923229977
1005229,2008,1,0.21172974256252491
1005229,2009,1,0.21220149980606576
1005229,2010,1,0.2230238840847863
1005229,2011,1,0.23242615253262347
1005229,2012,1,0.5211956862377268
1005229,2013,1,0.23344528006328663
1005229,2014,1,0.23209850161661785
1005229,2015,1,0.2157202710476584
1005229,2016,1,0.22302752350234203
1005229,2017,1,0.1826077780002853
1005284,2007,1,0.22746271199619728
1005284,2007,1,0.22928297440625667
1005284,2008,1,0.2330196639956604
1005284,2008,1,0.23319926509776268
1005284,2009,1,0.245835078065952
1005284,2009,1,0.23509088336334608
1005284,2010,1,0.1140374190045243
1005284,2010,1,0.10321236460207256
1005284,2011,1,0.24592018098550059
1005284,2011,1,0.24456695366265288
1005284,2012,1,0.2531369275750433
1005284,2012,1,0.25224364809193606
1005284,2013,1,0.2494863314703358
1005284,2013,1,0.2508756231774918
1005284,2014,1,0.2405307607883932
1005284,2014,1,0.2357968632210413
1005284,2015,1,0.24469192986826313
1005284,2015,1,0.2460741433983219
1005284,2016,1,0.23940944804863717
1005284,2016,1,0.23826654286604143
1005284,2017,1,0.2270531580088222
1005284,2017,1,0.22983983829711027
1005286,2007,1,0.25161713397447466
1005286,2009,1,0.2516412196452682
1005286,2010,1,0.23919699066141512
1005286,2011,1,0.26468295613072346
1005286,2012,1,0.2606485227410621
1005286,2013,1,0.27785670125529466
1005286,2014,1,0.25845875835811877
1005286,2015,1,0.27207997914296495
1005286,2017,1,0.2584361187214592
1005409,2007,1,0.20936143557097595
1005409,2008,1,0.20001242043648598
1005409,2009,1,0.20811921391401073
1005409,2010,1,0.20611107743610255
1005409,2011,1,0.21624411855587763
1005409,2012,1,0.23090441707108184
1005409,2013,1,0.5042190202947341
1005409,2014,1,0.22583078013616423
1005409,2015,1,0.21723068732812803
1005409,2016,1,0.21782253782493483
1005409,2017,1,0.22932319062955997
1005757,2007,1,0.27800616980432585
1005757,2008,1,0.29535940044149317
1005757,2009,1,0.33337365001116037
1005757,2010,1,0.3485800269929591
1005757,2011,1,0.32593649902707306
1005757,2012,1,0.3246106111142297
1005757,2013,1,0.48611721933235147
1005757,2014,1,0.5376519882560564
1005757,2015,1,0.5087136985074597
1005757,2016,1,0.5173882849240814
1005757,2017,1,0.5113688100054118
1006045,2007,1,0.27564954336057373
1006045,2008,1,0.28690134753891294
1006045,2009,1,0.22213485431712313
1006045,2010,1,0.23180321283233396
1006045,2011,1,0.23415301340178543
1006045,2012,1,0.2383662917277151
1006045,2013,1,0.23329759888814106
1006045,2014,1,0.23571449339687525
1006045,2015,1,0.19299077840040696
1006045,2016,1,0.19249004495067204
1006045,2017,1,0.19956481840513846
1006269,2007,1,0.3160758605445826
1006269,2008,1,0.30198636432239934
1006269,2009,1,0.26983793573087217
1006269,2010,1,0.274718337413897
1006269,2011,1,0.29379388310747545
1006269,2012,1,0.24998996192019643
1006269,2013,1,0.2453518505622958
1006269,2014,1,0.2521182586198216
1006269,2015,1,0.25083913028219146
1006269,2016,1,0.2385190351996247
1006269,2017,1,0.22471011890809586
1007019,2007,1,0.2710267999619817
1007019,2008,1,0.2493779274449618
1007019,2009,1,0.2673980147179246
1007019,2010,1,0.26289468938525135
1007019,2011,1,0.30006965787823553
1007019,2012,1,0.2412290914939625
1007019,2013,1,0.2344110924592643
1007019,2014,1,0.24651898407048664
1007019,2015,1,0.3072988319899848
1007019,2016,1,0.31524433824468506
1007019,2017,1,0.3063337360252411
100716,2007,1,0.2240574193059069
100716,2008,1,0.23653970959074308
100716,2009,1,0.2289775503154388
100716,2010,1,0.2389426161678451
100716,2011,1,0.24399995880174633
100716,2012,1,0.24401868218055173
100716,2013,1,0.23046139469561122
100716,2014,1,0.22260207702202428
100716,2015,1,0.2181405909750151
100716,2016,1,0.22107361864984673
100716,2017,1,0.23768862504573746
1007273,2010,1,0.16287982512061744
1007273,2011,1,0.16196444553103204
1007273,2012,1,0.15111792688970263
1007273,2013,1,0.11649082283021017
1007273,2014,1,0.12686972514472136
1007273,2015,1,0.5310402471463592
1007273,2016,1,0.12957583778618928
1007273,2017,1,0.12511478786122485
1007330,2007,1,0.30175315997974633
1007330,2008,1,0.28575111407901754
1007330,2009,1,0.31269405813012374
1007330,2010,1,0.27615903051764346
1007330,2011,1,0.2733875111862922
1007330,2012,1,0.2795946320179319
1007330,2013,1,0.25362261137965914
1007330,2014,1,0.2462215003219112
1007330,2015,1,0.2299971347304102
1007330,2016,1,0.21772555981602934
1007330,2017,1,0.2182559867228242
1007587,2007,1,0.2667366969529516
1007587,2008,1,0.2578511467988062
1007587,2009,1,0.24220463037208873
1007587,2010,1,0.2533733615304234
1007587,2011,1,0.25504513242082544
1007587,2012,1,0.2571073795351856
1007587,2013,1,0.26293791364104446
1007587,2014,1,0.25172435221522366
1007587,2015,1,0.2548238128611923
1007587,2016,1,0.26950981813334857
1007587,2017,1,0.25666763535283144
1008586,2007,1,0.20882976846669424
1008586,2008,1,0.2319860932273433
1008586,2009,1,0.2056849220950555
1008586,2010,1,0.20326448220892826
1008586,2011,1,0.26489025007772216
1008586,2012,1,0.2768428047638451
1008586,2013,1,0.1942251381656068
1008586,2014,1,0.2031053478348279
1008586,2015,1,0.3185064083141602
1008586,2016,1,0.32947102613821644
1008586,2017,1,0.3411949415990806
1008848,2007,1,0.13749678887874064
1008848,2008,1,0.13906428912292315
1008848,2009,1,0.14567072137966486
1008848,2010,1,0.15325243894695867
1008848,2011,1,0.1683982964875003
1008848,2012,1,0.1735185847542724
1008848,2013,1,0.20037819491854228
1008848,2014,1,0.1771815446190142
1008848,2015,1,0.15312908873508593
1008848,2016,1,0.12778449651040277
1008848,2017,1,0.09266457546494974
1009759,2007,1,0.2109869507833106
1009759,2008,1,0.21327752541584397
1009759,2009,1,0.21214752808256493
1009759,2010,1,0.2204579379458504
1009759,2011,1,0.2316540135024067
1009759,2012,1,0.22407469660790444
1009759,2013,1,0.23883205650331898
1009759,2014,1,0.2510344525537436
1009759,2015,1,0.24823901673405874
1009759,2016,1,0.24091620132246666
1009759,2017,1,0.25218164271909055
1009829,2007,1,0.2290856205883643
1009829,2008,1,0.22556165867975272
1009829,2009,1,0.2276555549180222
1009829,2010,1,0.23470744901461993
1009829,2011,1,0.4830972160071854
1009829,2012,1,0.23400029206026998
1009829,2013,1,0.2366232747254545
1009829,2014,1,0.23355670671103648
1009829,2015,1,0.23001977123541062
1009829,2016,1,0.23541143568184392
1009829,2017,1,0.23442250725678548
1010086,2007,1,0.16215243187975062
1010086,2008,1,0.5273480862101917
1010086,2009,1,0.1797564703752893
1010086,2010,1,0.17258297256082844
1010086,2011,1,0.19056591455767188
1010086,2012,1,0.18663492822408254
1010086,2013,1,0.18777096400713872
1010086,2014,1,0.16000366327281615
1010086,2015,1,0.1631427730456312
1010086,2016,1,0.16082159147306022
1010086,2017,1,0.17184103813305462
1010470,2007,1,0.2560453760030797
1010470,2008,1,0.22354511892371634
1010470,2009,1,0.22252529948770228
1010470,2010,1,0.23439850954591743
1010470,2011,1,0.20438811086226305
1010470,2012,1,0.23223130058917232
1010470,2013,1,0.2415940939231875
1010470,2014,1,0.23316091934162558
1010470,2015,1,0.2377996637891594
1010470,2016,1,0.23371764312709908
1010470,2017,1,0.22788689789800584
1010612,2007,1,0.8861526257711646
1010612,2008,1,0.8887662242650323
1010612,2009,1,0.7700110694173008
1010612,2010,1,0.8854378108823809
1010612,2011,1,0.89621017937552
1010612,2012,1,0.9175060496585604
1010612,2013,1,0.958452729269645
1010612,2014,1,0.9951793894687714
1010612,2015,1,0.9953028995464399
1010612,2016,1,0.9950003517827932
1010612,2017,1,0.9938812544798644
1011006,2007,1,0.29020694247951356
1011006,2008,1,0.29327371918138107
1011006,2009,1,0.2537372494007949
1011006,2010,1,0.2662461326693307
1011006,2011,1,0.24977795822774523
1011006,2012,1,0.26120430089019264
1011006,2013,1,0.2565483252876176
1011006,2014,1,0.25165462563593205
1011006,2015,1,0.25203307022387056
1011006,2016,1,0.21898453066926102
101199,2007,1,0.3341879049489741
101199,2008,1,0.3352621960661356
101199,2009,1,0.311069689209734
101199,2010,1,0.32494602091567115
101199,2011,1,0.3406498492110489
101199,2012,1,0.3065376430948697
101199,2013,1,0.23083390232463838
101199,2014,1,0.2347304682902999
101199,2015,1,0.24014203381749236
101199,2016,1,0.23662167511352786
101199,2017,1,0.2338566156229044
1012019,2007,1,0.2676891758321789
1012019,2007,1,0.27662099882320995
1012019,2008,1,0.2757155411710912
1012019,2008,1,0.2834328049144752
1012019,2009,1,0.2642158840340315
1012019,2009,1,0.2581867423983102
1012019,2010,1,0.2654162252762242
1012019,2010,1,0.2623495290494172
1012019,2011,1,0.2613871536164445
1012019,2011,1,0.26197677638000005
1012019,2012,1,0.2533024127633552
1012019,2012,1,0.25920996892935905
1012019,2013,1,0.24804868495711047
1012019,2013,1,0.23925258807099326
1012019,2014,1,0.24899158475345762
1012019,2014,1,0.25868659238109093
1000045,2007,2,0.30009447821625235
1000045,2008,2,0.30204886520043495
1000045,2009,2,0.29552857583357894
1000045,2010,2,0.2921234022413171
1000045,2011,2,0.29700287883426435
1000045,2012,2,0.2910745784405398
1000045,2013,2,0.2969509606468082
1000045,2014,2,0.24227396737826043
1000045,2015,2,0.23686121101295154
1000045,2016,2,0.2080616645303598
1000045,2017,2,0.21277974772089572
1000228,2007,2,0.261591763084982
1000228,2008,2,0.24913669033818017
1000228,2009,2,0.2535059934771841
1000228,2010,2,0.25621531947589554
1000228,2011,2,0.26007054472397156
1000228,2012,2,0.25905230105927984
1000228,2013,2,0.26098087451244933
1000228,2014,2,0.2524671898117473
1000228,2015,2,0.24069293923038929
1000228,2016,2,0.23269493512554984
1000228,2017,2,0.2142956937725395
1000230,2007,2,0.2832866783877958
1000230,2008,2,0.2747165128756934
1000230,2009,2,0.27314471655070616
1000230,2010,2,0.26856929783137135
1000230,2011,2,0.26869962600039166
1000230,2011,2,0.26978847958117014
1000230,2012,2,0.27471618904219663
1000230,2013,2,0.27843896379000077
1000230,2015,2,0.27666679047420367
1000230,2015,2,0.48356169988366043
1000230,2016,2,0.2797033388820644
1000230,2017,2,0.27156733985928827
1000694,2007,2,0.2261743043975677
1000694,2008,2,0.22438901608433456
1000694,2009,2,0.25130190116627077
1000694,2010,2,0.24601287206633007
1000694,2011,2,0.22726785795098917
1000694,2012,2,0.22202467098001114
1000694,2013,2,0.22934045846441406
1000694,2014,2,0.2073293202997825
1000694,2015,2,0.2005541195785287
1000694,2016,2,0.20552133962771554
1000694,2017,2,0.20904796231858197
1001082,2007,2,0.5269394829777718
1001082,2008,2,0.29955901901838106
1001082,2009,2,0.2974682298861524
1001082,2010,2,0.2804917459302985
1001082,2011,2,0.2543686494224173
1001082,2012,2,0.2678764161067848
1001082,2013,2,0.24725902960295085
1001082,2014,2,0.2442984856916325
1001082,2015,2,0.5232736786721144
1001082,2016,2,0.4878811960493831
1001082,2017,2,0.5314085725489522
1001115,2007,2,0.23460720131222884
1001115,2008,2,0.23110102170858288
1001115,2009,2,0.23834075482828507
1001115,2010,2,0.232046819138416
1001115,2011,2,0.2329746182685534
1001115,2012,2,0.2209648956990656
1001115,2013,2,0.23122134855912832
1001115,2014,2,0.2312901954621358
1001115,2015,2,0.21548313573878022
1001115,2017,2,0.18567149392188873
1001171,2008,2,0.23724981128621264
1001171,2009,2,0.21175837529605318
1001171,2010,2,0.21579106316990376
1001171,2011,2,0.22139286214998166
1001171,2012,2,0.23589972736828238
1001171,2013,2,0.22605119802153015
1001171,2014,2,0.23397689922740417
1001171,2015,2,0.22611462547291677
1001171,2016,2,0.2197822466034604
1001171,2017,2,0.2234970239016088
1001233,2007,2,0.189578164339154
1001233,2008,2,0.19499398440817378
1001233,2009,2,0.19834176010005466
1001233,2010,2,0.19686330458491658
1001233,2011,2,0.2043911423207402
1001233,2012,2,0.19880497086763985
1001233,2013,2,0.192004554328154
1001233,2014,2,0.18296764679205735
1001233,2015,2,0.16999136116912864
1001233,2016,2,0.16268625701674855
1001233,2017,2,0.1396170806100265
1001258,2008,2,0.26351789194946257
1001258,2008,2,0.2614822716866711
1001258,2009,2,0.2641904296017232
1001258,2010,2,0.26392515185160953
1001258,2012,2,0.09174469415028107
1001258,2012,2,0.24066329193238878
1001258,2014,2,0.2408563051108108
1001258,2014,2,0.22962078820105675
1001258,2015,2,0.22044239783412953
1001258,2017,2,0.22920615289476165
1001258,2017,2,0.2335389777716458
1001316,2008,2,0.12133069217571546
1001316,2009,2,0.12597918946818337
1001316,2010,2,0.12092141473623295
1001316,2011,2,0.17164095285104064
1001316,2012,2,0.23006208036992162
1001316,2013,2,0.2359107307807054
1001316,2014,2,0.23510814185946707
1001316,2015,2,0.26343049466509894
1001316,2016,2,0.26903886428082907
1001316,2017,2,0.25320698811116604
1001385,2007,2,0.20043377780077973
1001385,2008,2,0.2054814585425255
1001385,2009,2,0.19623795970960808
1001385,2010,2,0.20019114441664526
1001385,2011,2,0.19573590726551146
1001385,2012,2,0.18211171983673494
1001385,2013,2,0.27161968875790465
1001385,2014,2,0.1892121982116752
1001385,2015,2,0.5213599708739006
1001385,2016,2,0.1883958144257422
1001902,2007,2,0.23914013679418092
1001902,2008,2,0.22616826657248904
1001902,2009,2,0.23168320458472091
1001902,2010,2,0.24969656894451056
1001902,2011,2,0.2586707146736434
1001902,2012,2,0.2568635890758766
1001902,2013,2,0.2577044454604264
1001902,2014,2,0.2627628194513662
1001902,2015,2,0.2604317269584311
1001902,2016,2,0.2580615426019387
1001902,2017,2,0.24558064296842252
1001907,2007,2,0.18557244004106788
1001907,2008,2,0.21750432929973937
1001907,2009,2,0.21597444345327313
1001907,2010,2,0.2172964483501445
1001907,2011,2,0.23771520998488363
1001907,2012,2,0.22800392246207635
1001907,2013,2,0.2083272575411067
1001907,2014,2,0.19747601656316757
1001907,2015,2,0.1716710813016707
1001907,2016,2,0.1615836137092729
1001907,2017,2,0.17035468373705523
1002047,2007,2,0.2683799718346461
1002047,2008,2,0.2840526670046719
1002047,2009,2,0.3026512326619696
1002047,2010,2,0.31491094290593336
1002047,2011,2,0.3190949234097928
1002047,2012,2,0.3119946702099665
1002047,2013,2,0.32377586638117134
1002047,2014,2,0.24346473835421606
1002047,2015,2,0.23975752143400184
1002047,2016,2,0.23290914674147228
1002047,2017,2,0.23227020686473343
1002135,2007,2,0.1971904860076122
1002135,2008,2,0.1900200490966064
1002135,2009,2,0.20946682937107156
1002135,2010,2,0.24417553207364653
1002135,2011,2,0.25327706297686353
1002135,2012,2,0.2704435864113254
1002135,2013,2,0.216969194294275
1002135,2014,2,0.21764478475742646
1002135,2015,2,0.217077822021002
1002135,2016,2,0.22514243300718448
1002135,2017,2,0.2193950774457502
1002517,2007,2,0.3150172569020798
1002517,2008,2,0.29832345181511316
1002517,2009,2,0.3100469309187081
1002517,2010,2,0.3046959004944753
1002517,2011,2,0.3038057779000864
1002517,2012,2,0.3075398726079634
1002517,2013,2,0.3166221831140542
1002517,2014,2,0.3646966904007557
1002517,2015,2,0.3540277140210878
1002517,2016,2,0.3498574164111082
1002517,2017,2,0.35122514547475986
1002638,2007,2,0.33276695253919125
1002638,2008,2,0.28494833671690767
1002638,2009,2,0.26666708784332893
1002638,2010,2,0.2740381054885077
1002638,2011,2,0.2805304224119234
1002638,2012,2,0.28123838875091206
1002638,2013,2,0.27946116629863327
1002638,2014,2,0.28126757559192955
1002638,2015,2,0.2631112214843718
1002638,2016,2,0.2729361053966658
1002638,2017,2,0.2602575643045118
1003201,2008,2,0.19871078544168186
1003201,2010,2,0.23648779277563242
1003201,2011,2,0.16830146414112415
1003201,2012,2,0.11634753650185707
1003201,2013,2,0.15698604479686107
1003201,2014,2,0.20269178230269794
1003201,2015,2,0.5461364251531197
1003201,2016,2,0.200314003612025
1003201,2017,2,0.49148748986148993
100378,2007,2,0.1539304440337334
100378,2008,2,0.19395106619033187
100378,2009,2,0.17442141832327027
100378,2010,2,0.17276175954558787
100378,2011,2,0.5316334181904142
100378,2012,2,0.1955094612682016
100378,2013,2,0.21545484773176543
100378,2014,2,0.20855503998125707
100378,2015,2,0.19914937765451404
100378,2016,2,0.20404808270694041
100378,2017,2,0.20909629531346535
1004702,2007,2,0.22406173988155265
1004702,2008,2,0.218876112333302
1004702,2009,2,0.21467724195319396
1004702,2010,2,0.21116958086030435
1004702,2011,2,0.20050110754759176
1004702,2012,2,0.18569626039059525
1004702,2013,2,0.2026927409938099
1004702,2014,2,0.21499492432746806
1004702,2015,2,0.1969204955842422
1004702,2016,2,0.20463414114368883
1004702,2017,2,0.18831559658678
1004989,2007,2,0.3040325200074867
1004989,2008,2,0.5173247534684031
1004989,2009,2,0.28470734589940483
1004989,2010,2,0.2984877735202284
1004989,2011,2,0.2890805774840001
1004989,2012,2,0.3244732005010126
1004989,2013,2,0.3230779166488958
1004989,2014,2,0.337385282015774
1004989,2015,2,0.3367595308828108
1004989,2016,2,0.2816021226872853
1004989,2017,2,0.2991255626568566
100517,2007,2,0.27848111374485535
100517,2008,2,0.236735277559812
100517,2009,2,0.2710445737668687
100517,2010,2,0.27993928363414267
100517,2011,2,0.24171983480715645
100517,2012,2,0.28243344256518327
100517,2013,2,0.1979212220676433
100517,2014,2,0.21011446526093405
100517,2015,2,0.19636449431762223
100517,2016,2,0.20037512513278227
100517,2017,2,0.1825138223839046
1005201,2007,2,0.207029160197112
1005201,2008,2,0.2078356616034793
1005201,2009,2,0.20792313584698854
1005201,2010,2,0.19815366544289775
1005201,2011,2,0.18209864585933216
1005201,2012,2,0.17856767084548103
1005201,2013,2,0.18173666180414208
1005201,2014,2,0.18229165232590058
1005201,2015,2,0.1830808621325608
1005201,2016,2,0.18232314159969717
1005201,2017,2,0.17220495101933936
1005229,2007,2,0.2907289892232866
1005229,2008,2,0.2829802371044361
1005229,2009,2,0.2859143452789265
1005229,2010,2,0.2939404173982417
1005229,2011,2,0.3056451221397163
1005229,2012,2,0.53008836773962
1005229,2013,2,0.30027497277026827
1005229,2014,2,0.2928324381317519
1005229,2015,2,0.27104628092115246
1005229,2016,2,0.26888105201321033
1005229,2017,2,0.18916790087211005
1005284,2007,2,0.2328570672800983
1005284,2007,2,0.23240234807145344
1005284,2008,2,0.24011560352531278
1005284,2008,2,0.23259491512449593
1005284,2009,2,0.2535587939127021
1005284,2009,2,0.24213589232404586
1005284,2010,2,0.1219145378045776
1005284,2010,2,0.10860352275778852
1005284,2011,2,0.26480872598883726
1005284,2011,2,0.2602760373253762
1005284,2012,2,0.26627949913578375
1005284,2012,2,0.2615891024928461
1005284,2013,2,0.25562284995541973
1005284,2013,2,0.2617705542711809
1005284,2014,2,0.25689729509079606
1005284,2014,2,0.2529440404328151
1005284,2015,2,0.2526589094888315
1005284,2015,2,0.25809947511789616
1005284,2016,2,0.2543424004729255
1005284,2016,2,0.2569111325882268
1005284,2017,2,0.23903099326943492
1005284,2017,2,0.24182657653914977
