Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK
DLHC,DLH Holdings Corp.,5.2564,63266876.6804,,,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc,NASDAQ,0000785557
BOOM,DMC Global Inc.,66.91,1002671708.89,,,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom,NASDAQ,0000034067
DNBF,DNB Financial Corp,41.8,181040857.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf,NASDAQ,0000713671
DOCU,"DocuSign, Inc.",54.1,9375643880.5,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,NASDAQ,0001261333
DOGZ,Dogness (International) Corporation,3.24,83960164.44,,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz,NASDAQ,0001707303
DLTR,"Dollar Tree, Inc.",98.42,23475334452.64,,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,NASDAQ,0000935703
DLPN,"Dolphin Entertainment, Inc.",1.1,15834018.2,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn,NASDAQ,0001282224
DLPNW,"Dolphin Entertainment, Inc.",0.055,0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw,NASDAQ,0001282224
DOMO,"Domo, Inc.",34.96,954824268.72,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo,NASDAQ,0001505952
DGICA,"Donegal Group, Inc.",14.74,419011945.88,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica,NASDAQ,0000800457
DGICB,"Donegal Group, Inc.",14.36,408209738.32,,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb,NASDAQ,0000800457
DMLP,"Dorchester Minerals, L.P.",18.97,657875312.78,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp,NASDAQ,0001172358
DORM,"Dorman Products, Inc.",81.48,2683680767.88,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,NASDAQ,0000868780
DOVA,"Dova Pharmaceuticals, Inc.",9.93,280351008.9,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova,NASDAQ,0001685071
LYL,Dragon Victory International Limited,1.0699,12219748.3707,,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl,NASDAQ,0001682241
DBX,"Dropbox, Inc.",22.59,9288530221.5,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,NASDAQ,0001467623
DCAR,"DropCar, Inc.",1.29,5055157.83,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar,NASDAQ,0001086745
DRYS,DryShips Inc.,3.75,325824851.25,,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys,NASDAQ,0001308858
DSPG,"DSP Group, Inc.",14.07,319598868.12,,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg,NASDAQ,0000915778
DLTH,Duluth Holdings Inc.,15.99,522120350.7,,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth,NASDAQ,0001649744
DNKN,"Dunkin&#39; Brands Group, Inc.",73.86,6104194266.48,,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,NASDAQ,0001357204
DRRX,DURECT Corporation,0.6029,97886802.3999,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx,NASDAQ,0001082038
DXPE,"DXP Enterprises, Inc.",33.99,598053710.1,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe,NASDAQ,0001020710
DYAI,"Dyadic International, Inc.",4.08,109195022.88,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai,NASDAQ,
DYSL,Dynasil Corporation of America,1.08,18944604,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,NASDAQ,0000030831
DYNT,Dynatronics Corporation,1.58,13300112.94,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt,NASDAQ,0000720875
DVAX,Dynavax Technologies Corporation,5.78,376086936.32,,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax,NASDAQ,0001029142
ETFC,E*TRADE Financial Corporation,46.85,11462821732.8,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,NASDAQ,0001015780
SSP,E.W. Scripps Company (The),15.66,1265111563.14,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,NASDAQ,0000832428
EBMT,"Eagle Bancorp Montana, Inc.",16.75,107261857.75,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt,NASDAQ,0001478454
EGBN,"Eagle Bancorp, Inc.",55.86,1929422219.34,,,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,NASDAQ,0001050441
EGLE,Eagle Bulk Shipping Inc.,4.85,354802108.9,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,NASDAQ,0001322439
EFBI,"Eagle Financial Bancorp, Inc.",15.77,25906293.66,,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi,NASDAQ,0001699018
EGRX,"Eagle Pharmaceuticals, Inc.",54.3,743910000,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,NASDAQ,0000827871
IGLE,Eagleline Acquisition Corp.,,0,,,,,https://www.nasdaq.com/symbol/igle,NASDAQ,0001675776
EWBC,"East West Bancorp, Inc.",45.72,6654340717.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc,NASDAQ,0001069157
EML,Eastern Company (The),25.55,159253150,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,NASDAQ,0000031107
EAST,"Eastside Distilling, Inc.",4.81,43943260.53,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east,NASDAQ,0001534708
EVGBC,Eaton Vance NextShares Trust,99.99,62493750,,,,,https://www.nasdaq.com/symbol/evgbc,NASDAQ,0001573035
EVSTC,Eaton Vance NextShares Trust,99.98,44991000,,,,,https://www.nasdaq.com/symbol/evstc,NASDAQ,0001573035
EVFTC,Eaton Vance NextShares Trust II,100.03,52515750,,,,,https://www.nasdaq.com/symbol/evftc,NASDAQ,0001614522
EVLMC,Eaton Vance NextShares Trust II,100.04,35014000,,,,,https://www.nasdaq.com/symbol/evlmc,NASDAQ,0001614522
OKDCC,Eaton Vance NextShares Trust II,99.89,511936250,,,,,https://www.nasdaq.com/symbol/okdcc,NASDAQ,0001614522
EBAY,eBay Inc.,36.13,31488284998.13,,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,NASDAQ,0001065088
EBAYL,eBay Inc.,26.39,0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl,NASDAQ,
EBIX,"Ebix, Inc.",50.07,1528543318.89,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,NASDAQ,0000814549
ECHO,"Echo Global Logistics, Inc.",20.86,581931545.16,,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo,NASDAQ,0001426945
SATS,EchoStar Corporation,43.5,2089362550.5,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats,NASDAQ,0001415404
EEI,"Ecology and Environment, Inc.",11.14,48048323.9,,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei,NASDAQ,0000809933
EDAP,EDAP TMS S.A.,3.27,95949301.38,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap,NASDAQ,0001041934
EDNT,"Edison Nation, Inc.",2.845,16196101.35,,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt,NASDAQ,0001717556
EDIT,"Editas Medicine, Inc.",21.72,1069123255.92,,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,NASDAQ,0001650664
EDTX,EdtechX Holdings Acquisition Corp.,10.016,79189000,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx,NASDAQ,0001746468
EDTXU,EdtechX Holdings Acquisition Corp.,10.23,80880937.5,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu,NASDAQ,0001746468
EDTXW,EdtechX Holdings Acquisition Corp.,0.3,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw,NASDAQ,0001746468
EDUC,Educational Development Corporation,8.0199,65745744.7374,,,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,NASDAQ,0000031667
EGAN,eGain Corporation,8.29,251338375.4,,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,NASDAQ,0001066194
EHTH,"eHealth, Inc.",64.63,1463809200.21,,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,NASDAQ,0001333493
EIDX,"Eidos Therapeutics, Inc.",29.64,1091568552.36,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx,NASDAQ,0001731831
EIGR,"Eiger BioPharmaceuticals, Inc.",11.42,279052759.06,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,NASDAQ,0001305253
EKSO,"Ekso Bionics Holdings, Inc.",1.49,110760482.06,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,NASDAQ,0001549084
LOCO,"El Pollo Loco Holdings, Inc.",10.82,415847234.82,,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,NASDAQ,0001606366
ESLT,Elbit Systems Ltd.,141.37,6044017339.34,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,NASDAQ,0001027664
ERI,"Eldorado Resorts, Inc.",48.11,3727185040.28,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,NASDAQ,0001590895
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.53,93116642.41,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo,NASDAQ,0001637736
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.644,0,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow,NASDAQ,
ECOR,"electroCore, Inc.",2.53,74960846.29,,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,NASDAQ,0001560258
EA,Electronic Arts Inc.,92.31,27440183125.89,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,NASDAQ,0000712515
EFII,"Electronics for Imaging, Inc.",36.98,1595295307.84,,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,NASDAQ,0000867374
ELSE,"Electro-Sensors, Inc.",3.6,12223875.6,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,NASDAQ,0000351789
ESBK,Elmira Savings Bank NY (The),16.4731,57368806.2325,,,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,NASDAQ,0000877808
ELOX,"Eloxx Pharmaceuticals, Inc.",9.43,339719729.46,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,NASDAQ,0001035354
ELTK,Eltek Ltd.,1.66,7271244.88,,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,NASDAQ,0001024672
EMCI,EMC Insurance Group Inc.,36.1,782225160.7,,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,NASDAQ,0000356130
EMCF,Emclaire Financial Corp,31.3,84469685.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,NASDAQ,0000858800
EMKR,EMCORE Corporation,3.43,95546289.23,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,NASDAQ,0000808326
EMMS,Emmis Communications Corporation,3.64,47678780.24,,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,NASDAQ,0000783005
NYNY,"Empire Resorts, Inc.",12.36,425350353.24,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,NASDAQ,0000906780
ENTA,"Enanta Pharmaceuticals, Inc.",94.45,1857805620.7,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,NASDAQ,0001177648
ECPG,Encore Capital Group Inc,36.13,1118825028.37,,,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,NASDAQ,0001084961
WIRE,Encore Wire Corporation,51.81,1082525807.88,,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,NASDAQ,0000850460
ENDP,Endo International plc,5.95,1327465289.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,NASDAQ,0001593034
ELGX,"Endologix, Inc.",6.66,111801633.12,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,NASDAQ,0001013606
NDRA,ENDRA Life Sciences Inc.,1.13,8387585.46,,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,NASDAQ,0001681682
NDRAW,ENDRA Life Sciences Inc.,0.3799,0,,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw,NASDAQ,0001681682
EIGI,"Endurance International Group Holdings, Inc.",4.69,684555303.11,,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,NASDAQ,0001237746
WATT,Energous Corporation,4.55,138413420.6,,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,NASDAQ,0001575793
EFOI,"Energy Focus, Inc.",0.5494,6774392.0832,,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,NASDAQ,0000924168
EHR,"Energy Hunter Resources, Inc.",,0,,,,,https://www.nasdaq.com/symbol/ehr,NASDAQ,0001679073
ERII,"Energy Recovery, Inc.",9.54,519726473.64,,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,NASDAQ,0001421517
ENG,ENGlobal Corporation,0.789,21626416.623,,,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,NASDAQ,0000933738
ENLV,Enlivex Therapeutics Ltd.,11.8345,119690665.4915,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv,NASDAQ,0001596812
ENOB,"Enochian Biosciences, Inc.",6.45,250191049.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob,NASDAQ,
ENPH,"Enphase Energy, Inc.",15.36,1693082542.08,,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,NASDAQ,0001463101
ESGR,Enstar Group Limited,166.5,3576646606.5,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,NASDAQ,0001363829
ESGRO,Enstar Group Limited,25.72,113168,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro,NASDAQ,
ESGRP,Enstar Group Limited,25.99,415840,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp,NASDAQ,
ETTX,Entasis Therapeutics Holdings Inc.,6.34,83256905.36,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx,NASDAQ,0001724344
ENFC,Entegra Financial Corp.,29.62,204947059.44,,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,NASDAQ,0001522327
ENTG,"Entegris, Inc.",34.91,4730781032.76,,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,NASDAQ,0001101302
ENTX,Entera Bio Ltd.,2.9252,33522148.456,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx,NASDAQ,0001638097
ENTXW,Entera Bio Ltd.,0.8,0,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw,NASDAQ,0001638097
EBTC,Enterprise Bancorp Inc,30,353849370,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,NASDAQ,0001018399
EFSC,Enterprise Financial Services Corporation,41.29,1109892046.32,,,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,NASDAQ,0001025835
EVSI,"Envision Solar International, Inc.",5.27,26931702.6,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsi,NASDAQ,0001398805
EVSIW,"Envision Solar International, Inc.",1.1,0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsiw,NASDAQ,0001398805
EPZM,"Epizyme, Inc.",12.93,1174472513.13,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,NASDAQ,0001571498
PLUS,ePlus inc.,75.49,1027441471.51,,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,NASDAQ,0001022408
EPSN,Epsilon Energy Ltd.,4.1306,113117030.3698,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn,NASDAQ,0001726126
EQ,"Equillium, Inc.",6.07,105473752.52,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq,NASDAQ,0001746466
EQIX,"Equinix, Inc.",496.52,41742454771.24,,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,NASDAQ,0001101239
EQBK,"Equity Bancshares, Inc.",25.92,407996792.64,,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,NASDAQ,
ERIC,Ericsson,10.03,3135010520.86,312563362,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,NASDAQ,0000717826
ERIE,Erie Indemnity Company,201.02,10511309265.36,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,NASDAQ,0000922621
ERYP,Erytech Pharma S.A.,7.07,13507934.93,1910599,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,NASDAQ,0001624422
ESCA,"Escalade, Incorporated",12.01,173802666.96,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,NASDAQ,0000033488
ESPR,"Esperion Therapeutics, Inc.",52.33,1408590472.48,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,NASDAQ,0001434868
ESQ,"Esquire Financial Holdings, Inc.",22.805,171783748.015,,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,NASDAQ,0001531031
ESSA,"ESSA Bancorp, Inc.",15.4,175697599,,,Finance,Banks,https://www.nasdaq.com/symbol/essa,NASDAQ,0001382230
EPIX,ESSA Pharma Inc.,2.6,15017854.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,NASDAQ,0001633932
ESTA,Establishment Labs Holdings Inc.,24.34,496760487.82,,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta,NASDAQ,0001688757
ESTR,"Estre Ambiental, Inc.",1.02,52210466.64,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr,NASDAQ,0001649173
ESTRW,"Estre Ambiental, Inc.",0.04,0,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw,NASDAQ,0001716586
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,49.18,422948000,,,,,https://www.nasdaq.com/symbol/vbnd,NASDAQ,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,30.46,462992000,,,,,https://www.nasdaq.com/symbol/vuse,NASDAQ,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.2486,0,,,,,https://www.nasdaq.com/symbol/vidi,NASDAQ,0000848135
ETON,"Eton Pharmaceuticals, Inc.",8.34,147016919.52,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton,NASDAQ,0001710340
ETSY,"Etsy, Inc.",64.71,7777131618.06,,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,NASDAQ,0001370637
CLWT,Euro Tech Holdings Company Limited,3.75,7732158.75,,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt,NASDAQ,0001026662
EDRY,EuroDry Ltd.,7.52,17144998.4,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,NASDAQ,0001731388
EEFT,"Euronet Worldwide, Inc.",158.39,8226924853.04,,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,NASDAQ,0001029199
ESEA,Euroseas Ltd.,0.6837,8556946.4865,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,NASDAQ,0001341170
EVLO,"Evelo Biosciences, Inc.",7.64,244812928.28,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo,NASDAQ,0001694665
EVBG,"Everbridge, Inc.",79.99,2633731542.4,,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,NASDAQ,0001437352
EVK,"Ever-Glory International Group, Inc.",3.48,51504487.2,,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk,NASDAQ,0000943184
EVER,"EverQuote, Inc.",10.98,279950340.24,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever,NASDAQ,0001640428
MRAM,"Everspin Technologies, Inc.",7.02,120265095.6,,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram,NASDAQ,0001438423
EVLV,EVINE Live Inc.,0.453,34532636.205,,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,NASDAQ,0000870826
EVOP,"EVO Payments, Inc.",28.97,2373457723.31,,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop,NASDAQ,0001704596
EVFM,"Evofem Biosciences, Inc.",5.41,191336503.31,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm,NASDAQ,0001618835
EVGN,Evogene Ltd.,1.76,45327562.72,,,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn,NASDAQ,0001574565
EVOK,"Evoke Pharma, Inc.",0.568,13212617.2,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,NASDAQ,0001403708
EOLS,"Evolus, Inc.",16.08,440157904.32,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,NASDAQ,0001570562
EVOL,"Evolving Systems, Inc.",0.8999,10944123.9511,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,NASDAQ,0001052054
EXAS,Exact Sciences Corporation,96.88,12510965006.4,,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,NASDAQ,0001124140
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,36.6234,14649360,,,,,https://www.nasdaq.com/symbol/flag,NASDAQ,0000897509
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,36.57,168222000,,,,,https://www.nasdaq.com/symbol/robo,NASDAQ,0000743399
XELA,"Exela Technologies, Inc.",1.67,250738734.85,,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,NASDAQ,0001620179
EXEL,"Exelixis, Inc.",20.36,6143983368.16,,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,NASDAQ,0000939767
EXFO,EXFO Inc,4.36,103549646.84,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo,NASDAQ,0001116284
EXLS,"ExlService Holdings, Inc.",59.87,2056053863.64,,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,NASDAQ,0001297989
EXPI,"eXp World Holdings, Inc.",11.07,682763548.68,,,Finance,Real Estate,https://www.nasdaq.com/symbol/expi,NASDAQ,0001495932
EXPE,"Expedia Group, Inc.",115.92,17249787192.96,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,NASDAQ,0001324424
EXPD,"Expeditors International of Washington, Inc.",71.71,12333826132.42,,,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,NASDAQ,0000746515
EXPO,"Exponent, Inc.",56.38,2926180184.16,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo,NASDAQ,0000851520
STAY,"Extended Stay America, Inc.",17.62,3319826065.12,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,NASDAQ,0001581164
XOG,"Extraction Oil & Gas, Inc.",3.67,597656608.04,,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog,NASDAQ,0001655020
EXTR,"Extreme Networks, Inc.",5.89,699468770.01,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr,NASDAQ,0001078271
EYEG,"Eyegate Pharmaceuticals, Inc.",0.23,10482419.51,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg,NASDAQ,
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0229,0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw,NASDAQ,
EYEN,"Eyenovia, Inc.",5.18,62259186.64,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen,NASDAQ,0001682639
EYPT,"EyePoint Pharmaceuticals, Inc.",1.64,174013393.92,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt,NASDAQ,0001314102
EZPW,"EZCORP, Inc.",9.06,502333883.46,,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw,NASDAQ,0000876523
FFIV,"F5 Networks, Inc.",136.94,8174665617.84,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,NASDAQ,0001048695
FB,"Facebook, Inc.",181.06,516833730540.16,,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,NASDAQ,0001326801
FLMN,Falcon Minerals Corporation,7.54,647373203.1,,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn,NASDAQ,0001703785
FLMNW,Falcon Minerals Corporation,0.7,0,,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw,NASDAQ,
DAVE,"Famous Dave&#39;s of America, Inc.",4.345,40295117.225,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave,NASDAQ,0001021270
FANH,Fanhua Inc.,31.3,1130450268.6,36116622,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,NASDAQ,0001413855
FARM,Farmer Brothers Company,19.68,335349168,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm,NASDAQ,0000034563
FMAO,"Farmers & Merchants Bancorp, Inc.",30.33,336850530.39,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao,NASDAQ,0000792966
FMNB,Farmers National Banc Corp.,14.42,401077245.52,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb,NASDAQ,0000709337
FAMI,"FARMMI, INC.",2.1501,25654993.2,,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami,NASDAQ,0001701261
FARO,"FARO Technologies, Inc.",46.8,810523350,,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro,NASDAQ,0000917491
FAST,Fastenal Company,30.86,17671350875.56,,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,NASDAQ,0000815556
