"","Symbol","Name","LastSale","MarketCap","ADR.TSO","IPOyear","Sector","Industry","Summary.Quote","X.x","X.y","finance_site","website","description","keywords"
"784","DXCM","DexCom, Inc.","118.04",10747589806.2,"n/a","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",NA,771,"https://finance.yahoo.com/quote/DXCM","http://www.dexcom.com","Dexcom Continuous Glucose Monitoring - Discover smart and simple Continuous Glucose Monitoring. Designed to help diabetes patients keep track of their blood glucose levels with ease. Read about risks and benefits here.","cgm,continuous glucose monitoring,glucose meter,glucose monitor,glucose monitoring,dexcom,dexcom cgm"
"785","DXLG","Destination XL Group, Inc.","1.915",94835076.195,"n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",NA,769,"https://finance.yahoo.com/quote/DXLG","http://www.destinationxl.com","Big and Tall Mens Clothes","Big and Tall Mens Clothes"
"786","DXPE","DXP Enterprises, Inc.","35.03",616352499.7,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",NA,813,"https://finance.yahoo.com/quote/DXPE","http://www.dxpe.com","MRO &amp; industrial distribution &amp; supply for several industries through supply chain &amp; safety services, pump solutions, maintenance, repair, &amp; tech solutions.",NA
"787","DXYN","The Dixie Group, Inc.","0.63",10296664.56,"n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",NA,2501,"https://finance.yahoo.com/quote/DXYN","http://www.thedixiegroup.com",NA,NA
"788","DYAI","Dyadic International, Inc.","4.14",110800832.04,"n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dyai",NA,814,"https://finance.yahoo.com/quote/DYAI","http://www.dyadic.com",NA,NA
"789","DYNT","Dynatronics Corporation","1.75",14731137.75,"n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dynt",NA,816,"https://finance.yahoo.com/quote/DYNT","http://www.dynatronics.com","Dynatronics is a medical device company committed to providing high-quality restorative products designed to accelerate one to their optimal health. The company designs, manufactures, and sells a broad range of products for clinical use in physical therapy, rehabilitation, pain management, and athletic training. Through its distribution channels, Dynatronics markets and sells to orthopedists, physical therapists, chiropractors, athletic trainers, sports medicine practitioners, clinics, hospitals, and consumers. The company is headquartered in greater Salt Lake City, Utah, and its products are marketed under a portfolio of brands including Bird &amp; Cronin®, Dynatron Solaris®, Hausmann, Physician’s Choice®, and PROTEAM™. More information is available at www.dynatronics.com.",NA
"790","DYSL","Dynasil Corporation of America","1.07",18769191,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",NA,815,"https://finance.yahoo.com/quote/DYSL","http://www.dynasil.com","Dynasil is an ISO 9001:2015 certified global supplier of optical coatings and components for defense, aerospace, security, research, industrial, dental and scientific applications. We offer diffraction gratings, monochromators, test slides, optical bandpass filters, tunable light sources, gold, silver, copper and aluminum mirrors and test slides and HEAR/DLC coatings. We often collaborate with our customers to create custom-designed products that meet the toughest specifications that withstand the toughest MIL standards and sand-slurry wiper tests. We are also a leader in scintillation materials (crystal arrays) for radiation detection, monitoring and x-ray imaging.",NA
"791","DZSI","DASAN Zhone Solutions, Inc.","10.48",174043005.36,"n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",NA,751,"https://finance.yahoo.com/quote/DZSI","http://www.dasanzhone.com","DASAN Zhone Solutions (DZS) is a global leader in network access solutions for service provider and enterprise networks.",NA
"792","EA","Electronic Arts Inc.","97.26",29138665138.2,"n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ea",NA,848,"https://finance.yahoo.com/quote/EA","http://www.ea.com","We exist to inspire the world through Play. Electronic Arts is a leading publisher of games on Console, PC and Mobile.",NA
"793","EARS","Auris Medical Holding Ltd.","3.12",5942951.04,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ears",NA,283,"https://finance.yahoo.com/quote/EARS","http://www.aurismedical.com","Auris Medical is dedicated to developing novel pharmaceutical therapies to protect hearing and to silence tinnitus. Auris Medical is the leading pioneer in the emerging field of cochlear (inner ear) therapies. Our key projects are AM-101 for the treatment of acute inner ear tinnitus and AM-111 for the treatment of acute inner ear hearing loss.",NA
"794","EAST","Eastside Distilling, Inc.","5.03",45953139.39,"n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/east",NA,826,"https://finance.yahoo.com/quote/EAST","http://www.eastsidedistilling.com","Eastside Distilling is Portland, Oregon’s premiere producer of premium ",NA
"795","EBAY","eBay Inc.","36.9",32159361096.9,"n/a","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebay",NA,827,"https://finance.yahoo.com/quote/EBAY","http://www.ebayinc.com","eBay Inc. (NASDAQ: EBAY) is a global commerce leader including the Marketplace, StubHub, and Classifieds platforms. Collectively, we connect millions of buyers and sellers around the world.",NA
"796","EBIX","Ebix, Inc.","50.43",1539533444.61,"n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ebix",NA,828,"https://finance.yahoo.com/quote/EBIX","http://www.ebix.com",NA,NA
"797","EBMT","Eagle Bancorp Montana, Inc.","16.82",107710116.26,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebmt",NA,820,"https://finance.yahoo.com/quote/EBMT","http://www.opportunitybank.com","Opportunity Bank (Helena, MT)","Opportunity Bank (Helena, MT)"
"798","EBSB","Meridian Bancorp, Inc.","17.04",912361882.56,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebsb",NA,1617,"https://finance.yahoo.com/quote/EBSB","http://www.ebsb.com",NA,NA
"799","EBTC","Enterprise Bancorp Inc","29.71",350428826.09,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebtc",NA,882,"https://finance.yahoo.com/quote/EBTC","http://www.enterprisebanking.com","IE=edge,chrome=1","IE=edge,chrome=1"
"800","ECHO","Echo Global Logistics, Inc.","21.61",602854299.66,"n/a","2009","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/echo",NA,829,"https://finance.yahoo.com/quote/ECHO","http://www.echo.com","Echo Global Logistics, Inc. (NASDAQ: ECHO) is a leading provider of technology-enabled transportation and supply chain management services. Headquartered in Chicago with more than 30 offices around the country, Echo offers freight brokerage and Managed Transportation solutions for all major modes, including truckload, partial truckload, LTL, intermodal, and expedited. Echo maintains a proprietary, web-based technology platform that compiles and analyzes data from its network of over 40,000 transportation providers to serve clients across a wide range of industries and simplify the critical tasks involved in transportation management.","Home, Echo Global Logistics"
"801","ECOL","US Ecology, Inc.","57.84",1276207498.8,"n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",NA,2669,"https://finance.yahoo.com/quote/ECOL","http://www.usecology.com",NA,NA
"802","ECOL","US Ecology, Inc.","57.84",1276207498.8,"n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",NA,2670,"https://finance.yahoo.com/quote/ECOL","http://www.usecology.com","Contact US Ecology for processing, packaging, transporting, remediation and disposal of low-level radioactive, chemical, hazardous, industrial and PCB wastes.","Contact US Ecology for processing, packaging, transporting, remediation and disposal of low-level radioactive, chemical, hazardous, industrial and PCB wastes."
"803","ECOR","electroCore, Inc.","3",88886379,"n/a","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ecor",NA,847,"https://finance.yahoo.com/quote/ECOR","http://www.electrocore.com","At electroCore, we are developing non-invasive vagus nerve stimulation (nVNS) therapy for the treatment of multiple conditions in neurology and metabolic disorders.",NA
"804","ECPG","Encore Capital Group Inc","34.53",1069278389.97,"n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/ecpg",NA,860,"https://finance.yahoo.com/quote/ECPG","http://www.encorecapital.com","Encore Capital Group is a leading provider of debt management and recovery solutions for consumers and property owners across a broad range of assets.",NA
"805","EDAP","EDAP TMS S.A.","3.41",100057222.54,"29342294","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/edap",NA,832,"https://finance.yahoo.com/quote/EDAP","http://www.edap-tms.com",NA,NA
"806","EDIT","Editas Medicine, Inc.","22.5",1107517185,"n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/edit",NA,834,"https://finance.yahoo.com/quote/EDIT","http://www.editasmedicine.com","Editas Medicine is a leading genome editing company focused on developing medicines for people with serious, genetically-defined diseases.",NA
"807","EDNT","Edison Nation, Inc.","3.485",19795950.05,"n/a","2018","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/ednt",NA,833,"https://finance.yahoo.com/quote/EDNT","http://investors.edisonnation.com","Edison Nation, Inc. is a vertically integrated innovation aggregation and full-service product development and manufacturing company, offering innovation sourcing, design, sales, fulfillment and shipping services. Edison Nation's model is to&#8230;",NA
"808","EDRY","EuroDry Ltd.","7.5375",17184897,"n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/edry",NA,904,"https://finance.yahoo.com/quote/EDRY","http://www.eurodry.gr",NA,""
"809","EDTX","EdtechX Holdings Acquisition Corp.","10.01",79141562.5,"n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/edtx",NA,835,"https://finance.yahoo.com/quote/EDTX","http://www.edtechxcorp.com","EdTechX Holdings | Special Purpose Acquisition Company Focused on the Education, Education Technology and Training Sectors. ",NA
"810","EDTXU","EdtechX Holdings Acquisition Corp.","10.18",80485625,"n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/edtxu",NA,836,"https://finance.yahoo.com/quote/EDTXU","http://www.edtechxcorp.com","EdTechX Holdings | Special Purpose Acquisition Company Focused on the Education, Education Technology and Training Sectors. ",NA
"811","EDUC","Educational Development Corporation","8.2",67222173.2,"n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/educ",NA,837,"https://finance.yahoo.com/quote/EDUC","http://www.edcpub.com",NA,NA
"812","EEFT","Euronet Worldwide, Inc.","153.28",7961506670.08,"n/a","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/eeft",NA,905,"https://finance.yahoo.com/quote/EEFT","http://www.euronetworldwide.com",NA,NA
"813","EEI","Ecology and Environment, Inc.","10.94",47185696.9,"n/a","1987","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/eei",NA,831,"https://finance.yahoo.com/quote/EEI","http://www.ene.com","We provide environmental consulting services across energy, restoration, planning, water, and engineering sectors to provide sustainable solutions for government, industry, and community projects.","Environmental firms; environmental consulting; environmental consultant; environmental permitting; environmental permits; environmental risk analysis; environmental risk assessment; environmental risk advisory; sustainable development; sustainability; environmental sustainability; environmental management; sustainable environment; sustainable development environment; sustainability management; sustainable management; environmentally sustainable; environmental development; environmental sustainable development; ecological sustainability; resiliency planning; sustainability planning; sustainability plans; emergency planning; environmental restoration; stakeholder engagement; GIS; due diligenceWe provide environmental consulting services across energy, restoration, planning, water, and engineering sectors to provide sustainable solutions for government, industry, and community projects."
"814","EFBI","Eagle Financial Bancorp, Inc.","15.7973",25951140.9534,"n/a","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/efbi",NA,822,"https://finance.yahoo.com/quote/EFBI","http://www.eaglesavings.com","",""
"815","EFII","Electronics for Imaging, Inc.","36.95",1594001125.6,"n/a","1992","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/efii",NA,849,"https://finance.yahoo.com/quote/EFII","http://www.efi.com","Electronics for Imaging is a worldwide provider of products, technology and services leading the transformation of analog to digital imaging. The product portfolio includes digital front-end servers; superwide, wide-format, label and ceramic inkjet presses and inks; production workflow, web to print, and business automation software; and office, enterprise and mobile cloud solutions.","EFI, Digital Production Printing, Inkjet Priting and Proofing, Business Automation and Workflow, Digital Print Products, Fiery Controllers and Software, Print Management Software, Web to Print, Enterprise and Mobile Cloud Products, Digital Print Solutions, Digital Inkjet Solutions, UV Inkjet Systems, Business Automation Software, Enterprise and Mobile Cloud Solutions"
"816","EFOI","Energy Focus, Inc.","0.515",6350221.92,"n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/efoi",NA,867,"https://finance.yahoo.com/quote/EFOI","http://www.energyfocus.com","Energy Focus LED retrofit technologies and LED lighting deliver innovative solutions where performance, quality &amp; health really matter.",NA
"817","EFSC","Enterprise Financial Services Corporation","41.62",1118762580.96,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/efsc",NA,883,"https://finance.yahoo.com/quote/EFSC","http://www.enterprisebank.com",NA,NA
"818","EGAN","eGain Corporation","8.54",258917940.4,"n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/egan",NA,838,"https://finance.yahoo.com/quote/EGAN","http://www.egain.com","eGain is #1 digital customer engagement software with complete suite for a multichannel world with apps like live chat software, email, knowledge software",NA
"819","EGBN","Eagle Bancorp, Inc.","54.25",1873812305.75,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/egbn",NA,821,"https://finance.yahoo.com/quote/EGBN","http://www.eaglebankcorp.com","Welcome to EagleBank, a provider of business, personal, mortgage and commercial real estate banking in Washington D.C., Maryland and Virginia.",NA
"820","EGHT","8x8 Inc","23.64",2261277060.72,"n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/eght",NA,14,"https://finance.yahoo.com/quote/EGHT","http://www.8x8.com","8x8's VoIP business phone systems deliver affordable, cloud-based voice, video, messaging, and call center solutions, helping you serve customers anytime, anywhere.","Business Phone Systems, Call Center, Video Conferencing"
"821","EGOV","NIC Inc.","16.39",1096705987.63,"n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/egov",NA,1779,"https://finance.yahoo.com/quote/EGOV","http://www.egov.com","NIC provides efficient, cost-effective online solutions for more than 4,500 federal, state, and local government agencies nationwide. Learn more about our capabilities.","NIC provides efficient, cost-effective online solutions for more than 4,500 federal, state, and local government agencies nationwide. Learn more about our capabilities."
"822","EGRX","Eagle Pharmaceuticals, Inc.","54.03",752609264.1,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/egrx",NA,823,"https://finance.yahoo.com/quote/EGRX","http://www.eagleus.com","Eagle Pharmaceuticals is a specialty pharmaceutical company realizing the untapped potential of life-saving medicines. See what we’re doing to bring brilliant science to life.",NA
"823","EHTH","eHealth, Inc.","60.31",1365965230.77,"n/a","2006","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ehth",NA,839,"https://finance.yahoo.com/quote/EHTH","http://www.ehealthinsurance.com","Free health insurance quotes online. Compare health plans and apply for medical coverage. Buy health insurance in minutes.","health insurance, health care, medical insurance, health insurance quotes, affordable health insurance, health plans, health insurance coverage"
"824","EIDX","Eidos Therapeutics, Inc.","26.69",982927282.81,"n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eidx",NA,840,"https://finance.yahoo.com/quote/EIDX","http://www.eidostx.com","Transthyretin (TTR) amyloidosis is a rare, devastating disease with no FDA-approved treatments. Eidos Therapeutics is working to change that",NA
"825","EIGI","Endurance International Group Holdings, Inc.","4.73",690393727.87,"n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/eigi",NA,865,"https://finance.yahoo.com/quote/EIGI","http://www.endurance.com","width=device-width, initial-scale=1",NA
"826","EIGR","Eiger BioPharmaceuticals, Inc.","11.11",271477771.73,"n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eigr",NA,841,"https://finance.yahoo.com/quote/EIGR","http://www.eigerbio.com",NA,NA
"827","EKSO","Ekso Bionics Holdings, Inc.","1.78",120451224.06,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ekso",NA,842,"https://finance.yahoo.com/quote/EKSO","http://www.eksobionics.com",NA,NA
"828","ELGX","Endologix, Inc.","6.95",116669872.4,"n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/elgx",NA,863,"https://finance.yahoo.com/quote/ELGX","http://endologix.com","Endologix, endovascular stent graft",NA
"829","ELOX","Eloxx Pharmaceuticals, Inc.","10.66",384030998.52,"n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/elox",NA,852,"https://finance.yahoo.com/quote/ELOX","http://www.eloxxpharma.com",NA,NA
"830","ELSE","Electro-Sensors, Inc.","3.636",12346114.356,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/else",NA,850,"https://finance.yahoo.com/quote/ELSE","http://www.electro-sensors.com",NA,NA
"831","ELTK","Eltek Ltd.","1.65",7227442.2,"n/a","1997","Technology","Electrical Products","https://www.nasdaq.com/symbol/eltk",NA,853,"https://finance.yahoo.com/quote/ELTK","http://www.nisteceltek.com","Eltek provides the High Tech industry with innovative solutions based on the commitment to Rigid and Flex-Rigid advanced technology. NASDAQ (Symbol: ELTK).",NA
"832","EMCF","Emclaire Financial Corp","31.14",84037891.68,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/emcf",NA,855,"https://finance.yahoo.com/quote/EMCF","http://www.emclairefinancial.com","The Investor Relations website contains information about Emclaire Financial Corp&#039;s business for stockholders, potential investors, and financial analysts.",NA
"833","EMCI","EMC Insurance Group Inc.","36.01",780275014.87,"n/a","1982","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/emci",NA,854,"https://finance.yahoo.com/quote/EMCI","http://investors.emcins.com",NA,NA
"834","EMKR","EMCORE Corporation","3.51",97774774.11,"n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/emkr",NA,856,"https://finance.yahoo.com/quote/EMKR","http://www.emcore.com","EMCORE Corporation designs and manufactures Indium Phosphide (InP) optical chips, components, subsystems &amp; systems for the broadband and fiber optics market",NA
"835","EML","Eastern Company (The)","26.1",162681300,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eml",NA,825,"https://finance.yahoo.com/quote/EML","http://www.easterncompany.com",NA,NA
"836","EMMS","Emmis Communications Corporation","3.61",47285823.26,"n/a","1994","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/emms",NA,857,"https://finance.yahoo.com/quote/EMMS","http://www.emmis.com","Emmis Communications Corporation is a diversified media company, principally focused on radio broadcasting. Emmis operates the 9th largest publicly traded radio portfolio in the United States based on total listeners. Emmis owns 11 FM and 3 AM radio stations in New York, Austin (Emmis Communications has a 50.1% controlling interest in its radio stations located there), and Indianapolis. One of the FM radio stations that Emmis currently owns in New York is operated pursuant to an LMA by a third party. Emmis Communications is an Equal Opportunity Employer based in Indianapolis, Indiana.",NA
"837","ENDP","Endo International plc","6.52",1454634233.2,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/endp",NA,862,"https://finance.yahoo.com/quote/ENDP","http://www.endo.com","Endo - A Global Specialty Healthcare Company",NA
"838","ENFC","Entegra Financial Corp.","29.55",204462714.6,"n/a","2014","Finance","Banks","https://www.nasdaq.com/symbol/enfc",NA,879,"https://finance.yahoo.com/quote/ENFC","http://www.entegrabank.com","Entegra Bank is a community bank providing retail and commercial financial services including checking accounts, debit cards, home loans, lines of credit, auto loans, commercial real estate, working capital and expansion loans. Based in Franklin, North Carolina serving Brevard, Cashiers, Columbus, Franklin, Hendersonville, Highlands, Murphy, Saluda, Sylva, Waynesville, Greenville, South Carolina and Jasper, Georgia.",NA
"839","ENG","ENGlobal Corporation","0.682",18693556.574,"n/a","n/a","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/eng",NA,869,"https://finance.yahoo.com/quote/ENG","http://www.englobal.com","ENGlobal","ENGlobal"
"840","ENLV","Enlivex Therapeutics Ltd.","12.29",124297459.03,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enlv",NA,870,"https://finance.yahoo.com/quote/ENLV","http://www.enlivex.com","Allocetra™ is an innovative immunotherapy that is being developed to rebalance life-threatening hyperactivity of the immune system, using the immune system’s own natural regulation mechanisms. By intelligently engaging macrophages and dendritic cells, Allocetra™ is designed to avert cytokine storms and restores safe immune balance – without suppressing the immune system.",NA
"841","ENOB","Enochian Biosciences, Inc.","5.7",221099067,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enob",NA,871,"https://finance.yahoo.com/quote/ENOB","http://www.enochianbio.com",NA,NA
"842","ENPH","Enphase Energy, Inc.","14.65",1614821565.2,"n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/enph",NA,872,"https://finance.yahoo.com/quote/ENPH","http://www.enphase.com","Worldwide leader in Microinverters, AC home battery storage, smart solar monitoring technologies, and now integrated AC Modules from top PV manufacturers. Learn why homeowners and installers choose Enphase.",NA
"843","ENSG","The Ensign Group, Inc.","56.14",2976068248.58,"n/a","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",NA,2502,"https://finance.yahoo.com/quote/ENSG","http://www.ensigngroup.net",NA,NA
"844","ENT","Global Eagle Entertainment Inc.","1.06",97909648.58,"n/a","2011","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ent",NA,1113,"https://finance.yahoo.com/quote/ENT","http://www.globaleagle.com","Global Eagle is a leading worldwide provider of inflight entertainment, media content, technology and connectivity solutions to the airline industry.",NA
"845","ENTA","Enanta Pharmaceuticals, Inc.","90.01",1770472037.26,"n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enta",NA,859,"https://finance.yahoo.com/quote/ENTA","http://www.enanta.com",NA,NA
"846","ENTG","Entegris, Inc.","37.04",5019425077.44,"n/a","2000","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/entg",NA,880,"https://finance.yahoo.com/quote/ENTG","http://www.entegris.com",NA,NA
"847","ENTX","Entera Bio Ltd.","3.99",45724522.2,"n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entx",NA,881,"https://finance.yahoo.com/quote/ENTX","http://www.enterabio.com","Entera's innovative technology enables oral drug delivery of large molecules.Entera conducts clinical trials of three oral drugs based on a proven active compound.The managers of Entera have more than 50 years of experience in drug development.",NA
"848","EOLS","Evolus, Inc.","16.1",440705364.4,"n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eols",NA,917,"https://finance.yahoo.com/quote/EOLS","http://www.evolus.com","Evolus is a performance beauty company designing breakthrough products, including a proprietary 900kDA purified botulinum toxin type A formulation approved by the FDA to temporarily improve the look of moderate to severe frown lines between the eyebrows.",NA
"849","EPAY","Bottomline Technologies, Inc.","43.66",1899253616.34,"n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",NA,404,"https://finance.yahoo.com/quote/EPAY","http://www.bottomline.com","Bottomline Technologies (NASDAQ: EPAY) helps businesses pay and get paid. We help our customers to make complex business payments simple, smart and secure.","business payments, secure business payments, seamless business payments"
"850","EPIX","ESSA Pharma Inc.","2.14",12360849.72,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epix",NA,898,"https://finance.yahoo.com/quote/EPIX","http://www.essapharma.com",NA,NA
"851","EPSN","Epsilon Energy Ltd.","4.265",116797592.245,"n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/epsn",NA,887,"https://finance.yahoo.com/quote/EPSN","http://www.epsilonenergyltd.com",NA,NA
"852","EPZM","Epizyme, Inc.","12.12",1100897668.92,"n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epzm",NA,885,"https://finance.yahoo.com/quote/EPZM","http://www.epizyme.com",NA,NA
"853","EQ","Equillium, Inc.","6.13",106516326.68,"n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eq",NA,888,"https://finance.yahoo.com/quote/EQ","http://www.equilliumbio.com","Harnessing Novel Immunobiology",NA
"854","EQBK","Equity Bancshares, Inc.","26.86",422792972.62,"n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/eqbk",NA,890,"https://finance.yahoo.com/quote/EQBK","http://www.equitybank.com","Equity Bank offers checking, savings, home loans, investing, online banking, business financing and commercial loans in Kansas, Missouri, Oklahoma and Arkansas.",""
"855","EQIX","Equinix, Inc.","490.28",41217857740.36,"n/a","2000","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/eqix",NA,889,"https://finance.yahoo.com/quote/EQIX","http://www.equinix.com","Equinix is the world's largest IBX data center & colocation provider, offering the fastest application performance, lowest latency routes worldwide and a digital ecosystem for financial, content or rich-media, enterprise, and cloud networks.","global data center, data center, data centers, colocation, colocation services, internet exchange point, Equinix, Platform Equinix, IBX, digital ecosystems, low latency, application performance, financial networks, enterprise networks, cloud networks, content networks, world’s largest data center test"
"856","ERI","Eldorado Resorts, Inc.","48.46",3754300292.08,"n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eri",NA,845,"https://finance.yahoo.com/quote/ERI","http://www.eldoradoresorts.com","Eldorado Resorts, Inc. is a leading casino entertainment company that owns and operates twenty-eight properties across the country.",NA
"857","ERIC","Ericsson","9.37",2928718701.94,"312563362","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/eric",NA,891,"https://finance.yahoo.com/quote/ERIC","http://www.ericsson.com",NA,NA
"858","ERIE","Erie Indemnity Company","204",10667133072,"n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/erie",NA,892,"https://finance.yahoo.com/quote/ERIE","http://www.erieinsurance.com","Learn about Erie Insurance and get an online auto quote. ERIE sells auto, home, business and life insurance through independent agents. See why people choose ERIE time and time again.  ",NA
"859","ERII","Energy Recovery, Inc.","10.44",568757273.04,"n/a","2008","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/erii",NA,868,"https://finance.yahoo.com/quote/ERII","http://www.energyrecovery.com",NA,NA
"860","ERYP","Erytech Pharma S.A.","7.1813",13720584.5987,"1910599","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eryp",NA,893,"https://finance.yahoo.com/quote/ERYP","http://erytech.com",NA,NA
"861","ESBK","Elmira Savings Bank NY (The)","16.4192",57181095.44,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esbk",NA,851,"https://finance.yahoo.com/quote/ESBK","http://www.elmirasavingsbank.com",NA,NA
"862","ESCA","Escalade, Incorporated","11.86",171631942.56,"n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/esca",NA,894,"https://finance.yahoo.com/quote/ESCA","http://escaladeinc.com",NA,NA
"863","ESEA","Euroseas Ltd.","0.69",8635795.05,"n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/esea",NA,906,"https://finance.yahoo.com/quote/ESEA","http://www.euroseas.gr",NA,""
"864","ESGR","Enstar Group Limited","175",3759238175,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/esgr",NA,873,"https://finance.yahoo.com/quote/ESGR","http://www.enstargroup.com","",""
"865","ESGR","Enstar Group Limited","175",3759238175,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/esgr",NA,874,"https://finance.yahoo.com/quote/ESGR","http://www.enstargroup.com","Enstar Group Limited",""
