"","V1","V2"
"36","https://finance.yahoo.com/quote/ACHN","http://www.achillion.com"
"37","https://finance.yahoo.com/quote/ACIW","http://www.aciworldwide.com"
"38","https://finance.yahoo.com/quote/ACRS","http://www.aclaristx.com"
"39","https://finance.yahoo.com/quote/ACMR","http://www.acmrcsh.com"
"40","https://finance.yahoo.com/quote/ACNB",""
"41","https://finance.yahoo.com/quote/ACOR","https://s.yimg.com/uu/api/res/1.2/EsOGgj1D49Fs19H5AAHsGw--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/6646bfad24e8e5593c63da23835e0109 1x,https://s.yimg.com/uu/api/res/1.2/1dt4nubBY_C8hR57FIlnZw--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/6646bfad24e8e5593c63da23835e0109 2x | NA"
"42","https://finance.yahoo.com/quote/ACTTU",""
"43","https://finance.yahoo.com/quote/ATVI","http://www.activisionblizzard.com"
"44","https://finance.yahoo.com/quote/ADMS","http://www.adamaspharma.com"
"45","https://finance.yahoo.com/quote/ADMP","http://www.adamispharmaceuticals.com"
"46","https://finance.yahoo.com/quote/ADAP","http://www.adaptimmune.com"
"47","https://finance.yahoo.com/quote/ADUS","NA | NA"
"48","https://finance.yahoo.com/quote/AEY","http://www.addvantagetechnologies.com"
"49","https://finance.yahoo.com/quote/IOTS","http://ir.adestotech.com.</p></div></div></div></li><li class= | NA"
"50","https://finance.yahoo.com/quote/ADIL","http://www.adialpharma.com"
"51","https://finance.yahoo.com/quote/ADILW",""
"52","https://finance.yahoo.com/quote/ADMA","http://www.admabiologics.com"
"53","https://finance.yahoo.com/quote/ADBE","http://www.adobe.com"
"54","https://finance.yahoo.com/quote/ADOM","http://www.adomanielectric.com"
"55","https://finance.yahoo.com/quote/ADTN","http://www.adtran.com"
"56","https://finance.yahoo.com/quote/ADRO","http://www.aduro.com"
"57","https://finance.yahoo.com/quote/ADES","http://www.advancedemissionssolutions.com"
"58","https://finance.yahoo.com/quote/AEIS","NA | NA"
"59","https://finance.yahoo.com/quote/AMD","NA | NA"
"60","https://finance.yahoo.com/quote/ADXS","http://www.advaxis.com"
"61","https://finance.yahoo.com/quote/ADVM","http://www.adverum.com"
"62","https://finance.yahoo.com/quote/DWMC",""
"63","https://finance.yahoo.com/quote/DWSH",""
"64","https://finance.yahoo.com/quote/BKCH",""
"65","https://finance.yahoo.com/quote/ACT",""
"66","https://finance.yahoo.com/quote/ADYX","http://www.adynxx.com"
"67","https://finance.yahoo.com/quote/AEGN","http://www.aegion.com"
"68","https://finance.yahoo.com/quote/AGLE","http://www.aegleabio.com"
"69","https://finance.yahoo.com/quote/AEHR","http://www.aehr.com"
"70","https://finance.yahoo.com/quote/AMTX","http://www.aemetis.com"
"71","https://finance.yahoo.com/quote/AERI","http://investors.aeriepharma.com.</p></div></div></div></li><li class= | NA"
"72","https://finance.yahoo.com/quote/AVAV","http://www.avinc.com"
"73","https://finance.yahoo.com/quote/ARPO","http://ir.aerpio.com/.</p></div></div></div></li><li class= | NA"
"74","https://finance.yahoo.com/quote/AEZS","http://www.zentaris.com"
"75","https://finance.yahoo.com/quote/AEMD","http://www.aethlonmedical.com"
"76","https://finance.yahoo.com/quote/GNMX","http://www.aevigenomics.com"
"77","https://finance.yahoo.com/quote/AFMD","http://www.affimed.com"
"78","https://finance.yahoo.com/quote/AGBAU",""
"79","https://finance.yahoo.com/quote/AGEN","http://agenusbio.com"
"80","https://finance.yahoo.com/quote/AGRX","http://www.agiletherapeutics.com"
"81","https://finance.yahoo.com/quote/AGYS","http://www.agilysys.com"
"82","https://finance.yahoo.com/quote/AGIO","https://s.yimg.com/uu/api/res/1.2/QRtWDDeWOEDlOjHkjZd7bA--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/e29f9e019dfd5debc742d09e6f5d2e76 1x,https://s.yimg.com/uu/api/res/1.2/dqxz0dvqtOuEnXRE7AXiAw--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/e29f9e | NA"
"83","https://finance.yahoo.com/quote/AGMH","http://www.agmprime.com"
"84","https://finance.yahoo.com/quote/AGNC","http://www.agnc.com"
"85","https://finance.yahoo.com/quote/AGNCB","http://www.agnc.com"
"86","https://finance.yahoo.com/quote/AGNCM","http://www.agnc.com"
"87","https://finance.yahoo.com/quote/AGNCN","http://www.agnc.com"
"88","https://finance.yahoo.com/quote/AGFS","http://www.agrofresh.com"
"89","https://finance.yahoo.com/quote/AGFSW",""
"90","https://finance.yahoo.com/quote/ALRN","http://www.aileronrx.com"
"91","https://finance.yahoo.com/quote/AIMT","NA | http://www.aimmune.com"
"92","https://finance.yahoo.com/quote/AIRT","http://www.airt.net"
"93","https://finance.yahoo.com/quote/ATSG","http://www.atsginc.com"
"94","https://finance.yahoo.com/quote/AIRG","http://www.airgain.com"
"95","https://finance.yahoo.com/quote/AMCN","http://ir.ihangmei.com.  The Company will provide a hard copy of its annual report containing the audited consolidated financial statements, free of charge, to its shareholders and ADS holders upon request.</p></div></div></div></li><li class= | NA"
"96","https://finance.yahoo.com/quote/AITB","http://www.ait-pharm.com"
"97","https://finance.yahoo.com/quote/AKAM","http://www.akamai.com"
"98","https://finance.yahoo.com/quote/AKTX","http://www.akaritx.com"
"99","https://finance.yahoo.com/quote/AKCA","http://www.akceatx.com"
"100","https://finance.yahoo.com/quote/AKBA","NA | NA"
"101","https://finance.yahoo.com/quote/AKER","http://www.akersbio.com"
"102","https://finance.yahoo.com/quote/AKRX","https://s.yimg.com/uu/api/res/1.2/EfdTEtR134Jjquf7w1aNjg--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/motleyfool.com/618b2c646a56a00627df50f4cf9469fd 1x,https://s.yimg.com/uu/api/res/1.2/NGCa32dlZpO7EsaFkcjscA--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/motleyfool.com/618b2c646a56a00627df50f4cf9469fd 2x | NA"
"103","https://finance.yahoo.com/quote/AKTS","http://www.akoustis.com"
"104","https://finance.yahoo.com/quote/ALRM","http://www.alarm.com"
"105","https://finance.yahoo.com/quote/ALSK","http://www.alaskacommunications.com"
"106","https://finance.yahoo.com/quote/ALAC",""
"107","https://finance.yahoo.com/quote/ALACR",""
"108","https://finance.yahoo.com/quote/ALACU",""
"109","https://finance.yahoo.com/quote/ALACW",""
"110","https://finance.yahoo.com/quote/ALBO","http://www.albireopharma.com"
"111","https://finance.yahoo.com/quote/ABDC","http://www.alcentracapital.com"
"112","https://finance.yahoo.com/quote/ALDR","http://www.alderbio.com"
"113","https://finance.yahoo.com/quote/ALDX","http://www.aldeyra.com"
"114","https://finance.yahoo.com/quote/ALEC","http://alector.com"
"115","https://finance.yahoo.com/quote/ALXN","http://www.alexion.com"
"116","https://finance.yahoo.com/quote/ALCO","http://www.alicoinc.com"
"117","https://finance.yahoo.com/quote/ALGN","NA | NA"
"118","https://finance.yahoo.com/quote/ALIM","http://www.alimerasciences.com"
"119","https://finance.yahoo.com/quote/ALYA","http://www.alithya.com"
"120","https://finance.yahoo.com/quote/ALJJ","http://www.aljregionalholdings.com"
"121","https://finance.yahoo.com/quote/ALKS","http://www.alkermes.com"
"122","https://finance.yahoo.com/quote/ALLK","http://www.allakos.com"
"123","https://finance.yahoo.com/quote/ABTX","http://www.allegiancebank.com"
"124","https://finance.yahoo.com/quote/ALGT","http://www.allegiantair.com"
"125","https://finance.yahoo.com/quote/ALGR",""
"126","https://finance.yahoo.com/quote/ALGRR",""
"127","https://finance.yahoo.com/quote/ALGRU",""
"128","https://finance.yahoo.com/quote/ALGRW",""
"129","https://finance.yahoo.com/quote/ALNA","http://www.allenapharma.com"
"130","https://finance.yahoo.com/quote/ARLP","http://www.arlp.com"
"131","https://finance.yahoo.com/quote/LNT","http://www.alliantenergy.com"
"132","https://finance.yahoo.com/quote/AHPI","http://www.alliedhpi.com"
"133","https://finance.yahoo.com/quote/AMOT","http://www.alliedmotion.com"
"134","https://finance.yahoo.com/quote/ALLO","NA | NA"
"135","https://finance.yahoo.com/quote/ALLT","http://www.allot.com"
"136","https://finance.yahoo.com/quote/MDRX","http://www.allscripts.com"
"137","https://finance.yahoo.com/quote/ALNY","http://www.alnylam.com"
"138","https://finance.yahoo.com/quote/AOSL","http://www.aosmd.com"
"139","https://finance.yahoo.com/quote/GOOG","NA | NA"
"140","https://finance.yahoo.com/quote/GOOGL","NA | NA"
"141","https://finance.yahoo.com/quote/SMCP",""
"142","https://finance.yahoo.com/quote/ATEC","NA | NA"
"143","https://finance.yahoo.com/quote/ALPN","http://www.alpineimmunesciences.com"
"144","https://finance.yahoo.com/quote/AMR","http://www.altamesa.net"
"145","https://finance.yahoo.com/quote/AMRWW","NA | NA"
"146","https://finance.yahoo.com/quote/AABA","http://www.altaba.com"
"147","https://finance.yahoo.com/quote/ALTR",""
"148","https://finance.yahoo.com/quote/ATHE","http://pranabio.com"
"149","https://finance.yahoo.com/quote/ALT","http://www.altimmune.com"
"150","https://finance.yahoo.com/quote/ASPS","https://s.yimg.com/uu/api/r | NA"
"151","https://finance.yahoo.com/quote/AIMC","http://www.altramotion.com"
"152","https://finance.yahoo.com/quote/ALTM","https://s.yimg.com/uu/api/res/1.2/TpdntM0KPaN64rCXCqQjEw--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/insidermonkey.com/2a0b3a0d2f33e16e254e856660c74636 1x,https://s.yimg.com/uu/api/res/1.2/6ORWpUSqIq2_9wWq1YoGkw--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/insidermonkey.com/2a0b3a0d2f33e16e254e856660c74636 2x | NA"
"153","https://finance.yahoo.com/quote/AMAG","http://www.amagpharma.com"
"154","https://finance.yahoo.com/quote/AMAL","https://ir.amalgamatedbank.com/.  Amalgamated Bank is a New York-based full-service commercial bank and a chartered trust company with a combined network of 14 branches in New York City, Washington D.C., and San Francisco, and a presence in Pasadena, CA and Boulder, CO. Amalgamated was formed in 1923 as Amalgamated Bank of New York by the Amalgamated Clothing Workers of America, one of the country&#x27;s oldest labor unions.</p></div></div></div></li><li class= | NA"
"155","https://finance.yahoo.com/quote/AMRN","NA | https://www.linkedin.com/jobs2/cap/view/208631894?pathWildcard=208631894&trk=job_capjs"
"156","https://finance.yahoo.com/quote/AMRK","http://www.amark.com"
"157","https://finance.yahoo.com/quote/AMZN","http://www.amazon.com"
"158","https://finance.yahoo.com/quote/AMBC","http://www.ambac.com"
"159","https://finance.yahoo.com/quote/AMBCW","http://www.ambac.com"
"160","https://finance.yahoo.com/quote/AMBA","http://www.ambarella.com"
"161","https://finance.yahoo.com/quote/AMCX","http://www.amcnetworks.com"
"162","https://finance.yahoo.com/quote/AMCI","http://www.amciacquisition.com"
"163","https://finance.yahoo.com/quote/AMCIU","http://www.amciacquisition.com"
"164","https://finance.yahoo.com/quote/AMCIW",""
"165","https://finance.yahoo.com/quote/DOX","http://www.amdocs.com"
"166","https://finance.yahoo.com/quote/AMED","http://www.amedisys.com"
"167","https://finance.yahoo.com/quote/UHAL","http://www.amerco.com"
"168","https://finance.yahoo.com/quote/AMRH","http://www.ameri100.com"
"169","https://finance.yahoo.com/quote/AMRHW",""
"170","https://finance.yahoo.com/quote/ATAX","NA | NA"
"171","https://finance.yahoo.com/quote/AMOV","http://www.americamovil.com"
"172","https://finance.yahoo.com/quote/AAL","http://www.aa.com"
"173","https://finance.yahoo.com/quote/AETI","http://www.aeti.com"
"174","https://finance.yahoo.com/quote/AFIN","http://www.americanfinancetrust.com"
"175","https://finance.yahoo.com/quote/AFINP","http://www.americanfinancetrust.com"
"176","https://finance.yahoo.com/quote/AMNB","http://www.amnb.com"
"177","https://finance.yahoo.com/quote/ANAT","http://www.americannational.com"
"178","https://finance.yahoo.com/quote/AOBC","http://www.aob.com"
"179","https://finance.yahoo.com/quote/APEI","http://www.apei.com"
"180","https://finance.yahoo.com/quote/AREC","http://www.americanresourcescorp.com"
"181","https://finance.yahoo.com/quote/AMRB","http://www.americanriverbank.com"
"182","https://finance.yahoo.com/quote/AMSWA","http://www.amsoftware.com"
"183","https://finance.yahoo.com/quote/AMSC","http://www.amsc.com"
"184","https://finance.yahoo.com/quote/AMWD","http://www.americanwoodmark.com"
"185","https://finance.yahoo.com/quote/CRMT","http://www.car-mart.com"
"186","https://finance.yahoo.com/quote/ABCB","http://www.amerisbank.com"
"187","https://finance.yahoo.com/quote/AMSF","http://www.amerisafe.com"
"188","https://finance.yahoo.com/quote/ASRV","http://www.ameriserv.com"
"189","https://finance.yahoo.com/quote/ASRVP",""
"190","https://finance.yahoo.com/quote/ATLO","http://www.amesnational.com"
"191","https://finance.yahoo.com/quote/AMGN","https://s.yimg.com/uu/api/res/1.2/Mm8_uklQ9DWLy43J1p6LaQ--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/motleyfool.com/0fb57900ca1b1c64f088340c8316cd03 1x,https://s.yimg.com/uu/api/res/1.2/WyUH1f3rJ1V06FTtiyCdoQ--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/motleyfool.com/0fb57900ca1b1c64f088340c8316cd03 2x | NA"
"192","https://finance.yahoo.com/quote/FOLD","http://www.amicusrx.com"
"193","https://finance.yahoo.com/quote/AMKR","https://s.yimg.com/uu/api/res/1.2/k81aqBPFaJEJ.ufJrVgn1g--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/84b464b5e09c8462e42d3fd0163713ef 1x,https://s.yimg.com/uu/api/res/1.2/GvqCviWSoEHMqoF2BodL4Q--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/84b464b5e09c8462e42d3fd0163713ef 2x | NA"
"194","https://finance.yahoo.com/quote/AMPH","http://ir.amphastar.com .  Amphastar is a specialty pharmaceutical company that focuses primarily on developing, manufacturing, marketing, and selling technically-challenging generic and proprietary injectable, inhalation, and intranasal products.</p></div></div></div></li><li class= | NA"
"195","https://finance.yahoo.com/quote/IBUY",""
"196","https://finance.yahoo.com/quote/ASYS","http://www.amtechsystems.com"
"197","https://finance.yahoo.com/quote/AMRS","NA | NA"
"198","https://finance.yahoo.com/quote/ADI","http://www.analog.com"
"199","https://finance.yahoo.com/quote/ANAB","http://www.anaptysbio.com"
"200","https://finance.yahoo.com/quote/AVXL","http://www.anavex.com"
"201","https://finance.yahoo.com/quote/ANCN","http://www.anchiano.com"
"202","https://finance.yahoo.com/quote/ANDA",""
"203","https://finance.yahoo.com/quote/ANDAR",""
"204","https://finance.yahoo.com/quote/ANDAU",""
"205","https://finance.yahoo.com/quote/ANDAW",""
"206","https://finance.yahoo.com/quote/ANGI","https://s.yimg.com/uu/api/res/1.2/0loLtJr4eW.LC2OAgKO5qA--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/8442d24e11d454aa89061259a9714d43 1x,https://s.yimg.com/uu/api/res/1.2/YOQ2fG3Bi2HflGZauuKv4w--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/8442d24e11d454aa89061259a9714d43 2x | NA"
"207","https://finance.yahoo.com/quote/ANGO","http://www.angiodynamics.com"
"208","https://finance.yahoo.com/quote/ANIP","http://www.anipharmaceuticals.com"
"209","https://finance.yahoo.com/quote/ANIK","http://www.anikatherapeutics.com"
"210","https://finance.yahoo.com/quote/ANIX","NA | NA | NA | NA"
"211","https://finance.yahoo.com/quote/ANSS","http://www.ansys.com"
"212","https://finance.yahoo.com/quote/ATRS","http://www.antarespharma.com"
"213","https://finance.yahoo.com/quote/APLS","NA | NA"
"214","https://finance.yahoo.com/quote/APOG","https://s.yimg.com/uu/api/res/1.2/M0Bw2WXIcRTI5f.W_pPCAw--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/a2e99b2c85d7cd65a012b06cf0b4cfc6 1x,https://s.yimg.com/uu/api/res/1.2/zHjgpyhxjYlzVlKpMxOxXQ--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/a2e99b2c85d7cd65a | NA"
"215","https://finance.yahoo.com/quote/APEN","http://www.apolloendo.com"
"216","https://finance.yahoo.com/quote/AINV","NA | NA"
"217","https://finance.yahoo.com/quote/AMEH","http://www.apollomed.net"
"218","https://finance.yahoo.com/quote/APPF","http://www.appfolioinc.com"
"219","https://finance.yahoo.com/quote/APPN","http://www.appian.com"
"220","https://finance.yahoo.com/quote/AAPL","http://www.apple.com"
"221","https://finance.yahoo.com/quote/ARCI","http://www.arcainc.com"
"222","https://finance.yahoo.com/quote/APDN","NA | NA"
"223","https://finance.yahoo.com/quote/APDNW",""
"224","https://finance.yahoo.com/quote/AGTC","http://www.agtc.com"
"225","https://finance.yahoo.com/quote/AMAT","http://www.appliedmaterials.com"
"226","https://finance.yahoo.com/quote/AAOI","http://www.ao-inc.com"
"227","https://finance.yahoo.com/quote/APLT","http://www.appliedtherapeutics.com"
"228","https://finance.yahoo.com/quote/AREX","http://www.approachresources.com"
"229","https://finance.yahoo.com/quote/APVO","http://aptevotherapeutics.com"
"230","https://finance.yahoo.com/quote/APTX","http://www.aptinyx.com"
"231","https://finance.yahoo.com/quote/APM","http://www.aptorumgroup.com"
"232","https://finance.yahoo.com/quote/APTO","http://www.aptose.com"
"233","https://finance.yahoo.com/quote/APYX","NA | NA"
"234","https://finance.yahoo.com/quote/AQMS","http://www.aquametals.com"
"235","https://finance.yahoo.com/quote/AQB","http://www.aquabounty.com"
"236","https://finance.yahoo.com/quote/AQST","https://investors.aquestive.com/events-and-presentations.</p></div></div></div></li><li class= | NA"
"237","https://finance.yahoo.com/quote/AQXP","http://www.aqxpharma.com"
"238","https://finance.yahoo.com/quote/PETX","http://www.aratana.com"
"239","https://finance.yahoo.com/quote/ARAV","http://www.aravive.com"
"240","https://finance.yahoo.com/quote/ABUS","http://www.arbutusbio.com"
"241","https://finance.yahoo.com/quote/ARCW","https://s.yimg.com/uu/api/res/1.2/Bt_oq0K97N3278GVQ9y6Sw--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/578fb9f69f9e1d6c2e3c1e34071b0835 1x,https:/ | NA"
"242","https://finance.yahoo.com/quote/ABIO","http://arcabio.com"
"243","https://finance.yahoo.com/quote/RKDA","NA | NA"
"244","https://finance.yahoo.com/quote/ARCB","http://www.arcb.com"
"245","https://finance.yahoo.com/quote/ACGL","http://www.archcapgroup.com.</p></div></div></div></li><li class= | NA"
"246","https://finance.yahoo.com/quote/ACGLO","http://www.archcapgroup.com"
"247","https://finance.yahoo.com/quote/ACGLP","http://www.archcapgroup.com"
"248","https://finance.yahoo.com/quote/FUV","http://www.arcimoto.com"
"249","https://finance.yahoo.com/quote/ARCE","http://www.arcoeducacao.com.br"
"250","https://finance.yahoo.com/quote/ARCT","http://www.arcturusrx.com"
"251","https://finance.yahoo.com/quote/ARDX","NA | NA"
"252","https://finance.yahoo.com/quote/ARNA","https://s.yimg.com/uu/api/res/1.2/BxJMeFJ2iRwxM9HT8IwpGA--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/motleyfool.com/d1c449ab610087f47c941533e3af7dc2.cf.jpg 1x,https://s.yimg.com/uu/api/res/1.2/p_NVpHugKxG32aicgbCgkA--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ | https://www.linkedin.com/jobs2/cap/view/208631894?pathWildcard=208631894&trk=job_capjs"
"253","https://finance.yahoo.com/quote/ARCC","https://s.yimg.com/uu/api/res/1.2/jUniB6sM8BFnS1kljQhqqg--~B/Zmk9c3RyaW07aD0xMjM7cHlvZmY9MDtxPTgwO3c9MjIwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/7853de8d69faeccb7d1ad6ebba40b8a2 1x,https://s.yimg.com/uu/api/res/1.2/Nv3MeAgE4LY0knjzgo9bkA--~B/Zmk9c3RyaW07aD0yNDY7cHlvZmY9MDtxPTgwO3c9NDQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/7853de8d69faeccb7d1ad6ebba40b8a2 2x | NA"
"254","https://finance.yahoo.com/quote/ARGX","http://www.argenx.com"
"255","https://finance.yahoo.com/quote/ARDS","http://www.aridispharma.com"
"256","https://finance.yahoo.com/quote/ARKR","http://www.arkrestaurants.com"
"257","https://finance.yahoo.com/quote/ARTX","http://www.arotech.com"
"258","https://finance.yahoo.com/quote/ARQL","NA | NA"
"259","https://finance.yahoo.com/quote/ARRY","http://www.arraybiopharma.com"
"260","https://finance.yahoo.com/quote/DWCR",""
"261","https://finance.yahoo.com/quote/DWAT",""
"262","https://finance.yahoo.com/quote/AROW","http://www.arrowfinancial.com"
"263","https://finance.yahoo.com/quote/ARWR","http://arrowheadpharma.com"
"264","https://finance.yahoo.com/quote/ARTNA","http://www.artesianresources.com"
"265","https://finance.yahoo.com/quote/ARTW","http://www.artsway-mfg.com"
"266","https://finance.yahoo.com/quote/ARVN","http://www.arvinas.com"
"267","https://finance.yahoo.com/quote/ARYA",""
"268","https://finance.yahoo.com/quote/ARYAU",""
"269","https://finance.yahoo.com/quote/ARYAW",""
"270","https://finance.yahoo.com/quote/ASNA","http://www.ascenaretail.com"
"271","https://finance.yahoo.com/quote/ASND","NA | NA"
"272","https://finance.yahoo.com/quote/ASCMA","http://www.ascentcapitalgroupinc.com"
"273","https://finance.yahoo.com/quote/APWC","http://www.apwcc.com"
"274","https://finance.yahoo.com/quote/ASLN","NA | NA"
"275","https://finance.yahoo.com/quote/ASML","http://www.asml.com"
"276","https://finance.yahoo.com/quote/ASPU","http://www.aspu.com"
"277","https://finance.yahoo.com/quote/AZPN","http://www.aspentech.com"
"278","https://finance.yahoo.com/quote/ASMB","http://www.assemblybio.com"
"279","https://finance.yahoo.com/quote/ASRT","http://www.assertiotx.com"
"280","https://finance.yahoo.com/quote/ASFI","http://www.astafunding.com"
"281","https://finance.yahoo.com/quote/ASTE","http://www.astecindustries.com"
